end_day,alpha,beta,gamma,season,rss
-400,0.06703243627398253,0.04054949510510908,0.06819283365339464,17,0.0403054674728294
-380,0.0676921113706468,0.041721368590397746,0.05809468202796806,17,0.040630386059771255
-360,0.07017944904507399,0.037187486373537096,0.06884967247387294,17,0.042883895491998156
-340,0.05825139409133191,0.03451338058861193,0.3624825845352138,15,0.051647633014793165
-320,0.08650690330269117,0.007453108988318715,0.31279351127471877,16,0.054517724316600305
-300,0.08566363055247932,0.007559737238088206,0.31624250123042524,16,0.05603123954570782
-280,0.08798109502238619,0.007499382204610479,0.29856791235947705,16,0.05715599478949372
-260,0.10498070061088688,0.006503168906597593,0.14006774841378722,17,0.05876436758709584
-240,0.08988310391868577,0.0071894129930842685,0.2685610416663157,16,0.05959151704154175
-220,0.10801955224357099,0.006377265252509213,0.10645379953309084,17,0.06142015617238823
-200,0.0912707909230312,0.007317817416566888,0.28266585612755696,16,0.06455187487750565
-180,0.021515415326117348,0.020505645859449077,0.8321129196520416,15,0.08703277579258006
-160,0.06964635108749323,0.007918643708026217,0.4211417284500021,16,0.09183946828331445
-140,0.0776190567113604,0.007278046855336689,0.368341237130906,17,0.09406537153092731
-120,0.07010344646667122,0.007713435830151143,0.43573995144990224,17,0.09636105358271585
-100,0.07426722795793599,0.00726981711553901,0.3785192669830801,17,0.09894281146615666
-80,0.07274906866802887,0.0073897873630014346,0.41020276860238963,17,0.09980808412652543
-60,0.07297545975807807,0.007383926062638758,0.40767444592371505,17,0.10001183640405974
-40,0.07643183500136941,0.0071676467858733895,0.3706683819109733,17,0.10070413541990063
-20,0.0800533778569256,0.006948327704788151,0.3298420405252223,17,0.10124753924159947
-1,0.08017033430273333,0.0069493874210586025,0.32744337029610837,17,0.1015075303546419
