end_day,alpha,beta,gamma,season,rss
-400,0.07348370302506912,0.0071508985948977345,0.07922457036521903,17,0.08066774113366725
-380,0.07656347567807531,0.007364454183439924,0.07901844151567668,17,0.0829312965935361
-360,0.0759334212377482,0.007264273338561847,0.0799259918746056,17,0.0843017827530633
-340,0.07774330424060055,0.00687939924473765,0.08166924359232536,17,0.09158324102719143
-320,0.08203159048195757,0.006420759256614226,0.08270656748445802,17,0.10058634440813949
-300,0.08598017170544953,0.006433731049498657,0.08769283875592282,17,0.10605700152053978
-280,0.08835006992065385,0.006494364152967875,0.08269806694622717,17,0.10962319249347646
-260,0.08660635487455547,0.006377365488784897,0.087442639904591,17,0.1134759273768938
-240,0.08802423052706332,0.006171190466708954,0.07994813510040788,17,0.11642324289670274
-220,0.09110309089206979,0.006030000600043987,0.08303995857125428,17,0.12476601675754838
-200,0.09519304827191992,0.0061280711208934495,0.08896158929584105,17,0.13305935108785
-180,0.048628496375451316,0.009069835420070584,0.4480299015957851,15,0.1676623069094304
-160,0.08514525167252064,0.005906777000517272,0.09964106953129385,17,0.17250570384541175
-140,0.085800512522911,0.005892846143608158,0.09859544614074998,17,0.1743043404597846
-120,0.08544805150592043,0.005884871745435077,0.09587475096197781,17,0.17621080535789085
-100,0.08528093198786597,0.0058683769166565,0.09397691533083762,17,0.1797002743302273
-80,0.08613882439165123,0.005873431775379931,0.09414050281419958,17,0.18100820024501932
-60,0.08597624177232299,0.005870043950514517,0.09346897882546273,17,0.18177265037016246
-40,0.08635242986816682,0.005843254943564674,0.09362230123966128,17,0.18347275445995348
-20,0.08750154343873441,0.005793515917408096,0.09041656848835662,17,0.18586604466286732
-1,0.08776215522337999,0.005788849191822317,0.09094562590032511,17,0.18682490992396458
