end_day,alpha,beta,gamma,season,rss
-400,0.09910973592563994,0.00311666959043747,0.14429854815844204,20,0.04152967902454638
-380,0.09933576219344668,0.003110995822156006,0.127876546832335,20,0.04194820214056723
-360,0.09860530786742659,0.003108343842299263,0.13744840885486045,20,0.04236829985681472
-340,0.09835981265524517,0.00314768903860848,0.12919524962481788,20,0.04284270256721962
-320,0.09875812646535492,0.002924278710277277,0.13535237905225556,21,0.04934943017005443
-300,0.13504219939361634,0.006990375245499225,0.16508143416761342,21,0.0779057727693726
-280,0.12482166006087887,0.0024454471206431234,0.18606329744699196,21,0.08310404740392878
-260,0.12770193638822655,0.0025420555100475264,0.21938747445074688,21,0.08691511234926041
-240,0.12493297950135866,0.0024808259327582785,0.16168867369555462,21,0.09155664908462964
-220,0.12666234544208216,0.002511652027822438,0.14657146728444204,21,0.09473192786419718
-200,0.12589746474928667,0.002501204641418047,0.14615958961225503,21,0.09560929531463523
-180,0.12439884289318741,0.002397361352197507,0.15258162387917568,21,0.10060563758384476
-160,0.12738539506269397,0.002345393527060311,0.1431472005111189,21,0.11406923995818424
-140,0.12128055357436648,0.0023809875957425965,0.1515299995026439,21,0.11917854662575081
-120,0.11906806307577329,0.0023991670772662028,0.1486074763048049,21,0.12102763457692382
-100,0.12066058883994689,0.0022165035978702553,0.154254749153374,21,0.13804908847610806
-80,0.11803108934492455,0.0021824177101030452,0.16373505286882248,21,0.14640334992526638
-60,0.11506322260521754,0.007824061407759039,0.15911053786414178,21,0.16833117857824242
-40,0.1099346642656545,0.008419382712323788,0.2013488446969884,21,0.22184918859995817
-20,0.10669132048262796,0.007017422791705017,0.18937776379742674,21,0.23582341683126007
-1,0.11391981726367309,0.001977361370867426,0.18810313778032212,21,0.2484393131525306
