净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.7839,2.1549,0.44%,开放申购,开放赎回,
2025-07-07,1.7761,2.1471,-0.04%,开放申购,开放赎回,
2025-07-04,1.7768,2.1478,0.01%,开放申购,开放赎回,
2025-07-03,1.7767,2.1477,-0.59%,开放申购,开放赎回,
2025-07-02,1.7872,2.1582,1.81%,开放申购,开放赎回,
2025-07-01,1.7555,2.1265,-0.06%,开放申购,开放赎回,
2025-06-30,1.7565,2.1275,0.07%,开放申购,开放赎回,
2025-06-27,1.7552,2.1262,0.98%,开放申购,开放赎回,
2025-06-26,1.7381,2.1091,-0.50%,开放申购,开放赎回,
2025-06-25,1.7468,2.1178,-0.07%,开放申购,开放赎回,
2025-06-24,1.7481,2.1191,-0.38%,开放申购,开放赎回,
2025-06-23,1.7547,2.1257,1.46%,开放申购,开放赎回,
2025-06-20,1.7295,2.1005,0.09%,开放申购,开放赎回,
2025-06-19,1.7279,2.0989,-1.27%,开放申购,开放赎回,
2025-06-18,1.7501,2.1211,-0.68%,开放申购,开放赎回,
2025-06-17,1.7621,2.1331,0.72%,开放申购,开放赎回,
2025-06-16,1.7495,2.1205,0.21%,开放申购,开放赎回,
2025-06-13,1.7459,2.1169,-0.10%,开放申购,开放赎回,
2025-06-12,1.7477,2.1187,-0.87%,开放申购,开放赎回,
2025-06-11,1.7630,2.1340,0.73%,开放申购,开放赎回,
2025-06-10,1.7502,2.1212,-0.29%,开放申购,开放赎回,
2025-06-09,1.7553,2.1263,0.41%,开放申购,开放赎回,
2025-06-06,1.7481,2.1191,0.32%,开放申购,开放赎回,
2025-06-05,1.7425,2.1135,-0.63%,开放申购,开放赎回,
2025-06-04,1.7535,2.1245,0.94%,开放申购,开放赎回,
2025-06-03,1.7372,2.1082,-0.58%,开放申购,开放赎回,
2025-05-30,1.7473,2.1183,-0.60%,开放申购,开放赎回,
2025-05-29,1.7579,2.1289,0.44%,开放申购,开放赎回,
2025-05-28,1.7502,2.1212,0.60%,开放申购,开放赎回,
2025-05-27,1.7398,2.1108,-0.74%,开放申购,开放赎回,
2025-05-26,1.7528,2.1238,-0.47%,开放申购,开放赎回,
2025-05-23,1.7610,2.1320,-0.83%,开放申购,开放赎回,
2025-05-22,1.7758,2.1468,-0.69%,开放申购,开放赎回,
2025-05-21,1.7881,2.1591,2.22%,开放申购,开放赎回,
2025-05-20,1.7493,2.1203,-0.14%,开放申购,开放赎回,
2025-05-19,1.7518,2.1228,0.19%,开放申购,开放赎回,
2025-05-16,1.7485,2.1195,-0.53%,开放申购,开放赎回,
2025-05-15,1.7578,2.1288,0.00%,开放申购,开放赎回,
2025-05-14,1.7578,2.1288,1.14%,开放申购,开放赎回,
2025-05-13,1.7380,2.1090,0.56%,开放申购,开放赎回,
2025-05-12,1.7284,2.0994,0.14%,开放申购,开放赎回,
2025-05-09,1.7259,2.0969,-0.19%,开放申购,开放赎回,
2025-05-08,1.7291,2.1001,-0.22%,开放申购,开放赎回,
2025-05-07,1.7329,2.1039,0.81%,开放申购,开放赎回,
2025-05-06,1.7189,2.0899,0.90%,开放申购,开放赎回,
2025-04-30,1.7036,2.0746,-0.48%,开放申购,开放赎回,
2025-04-29,1.7119,2.0829,-0.69%,开放申购,开放赎回,
2025-04-28,1.7238,2.0948,-1.14%,开放申购,开放赎回,
2025-04-25,1.7436,2.1146,-0.41%,开放申购,开放赎回,
2025-04-24,1.7507,2.1217,0.49%,开放申购,开放赎回,
2025-04-23,1.7421,2.1131,-0.24%,开放申购,开放赎回,
2025-04-22,1.7463,2.1173,-0.11%,开放申购,开放赎回,
2025-04-21,1.7483,2.1193,-0.21%,开放申购,开放赎回,
2025-04-18,1.7520,2.1230,-0.40%,开放申购,开放赎回,
2025-04-17,1.7591,2.1301,-0.24%,开放申购,开放赎回,
2025-04-16,1.7634,2.1344,0.22%,开放申购,开放赎回,
2025-04-15,1.7596,2.1306,-0.09%,开放申购,开放赎回,
2025-04-14,1.7612,2.1322,2.43%,开放申购,开放赎回,
2025-04-11,1.7195,2.0905,-0.68%,开放申购,开放赎回,
2025-04-10,1.7312,2.1022,0.37%,开放申购,开放赎回,
2025-04-09,1.7249,2.0959,0.01%,开放申购,开放赎回,
2025-04-08,1.7247,2.0957,2.91%,开放申购,开放赎回,
2025-04-07,1.6760,2.0470,-7.61%,开放申购,开放赎回,
2025-04-03,1.8141,2.1851,-0.03%,开放申购,开放赎回,
2025-04-02,1.8147,2.1857,-0.19%,开放申购,开放赎回,
2025-04-01,1.8182,2.1892,1.41%,开放申购,开放赎回,
2025-03-31,1.7930,2.1640,-1.11%,开放申购,开放赎回,
2025-03-28,1.8132,2.1842,-1.69%,开放申购,开放赎回,
2025-03-27,1.8444,2.2154,-0.88%,开放申购,开放赎回,
2025-03-26,1.8608,2.2318,-0.11%,开放申购,开放赎回,
2025-03-25,1.8629,2.2339,1.89%,开放申购,开放赎回,
2025-03-24,1.8284,2.1994,0.07%,开放申购,开放赎回,
