净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.8403,0.8403,1.82%,开放申购,开放赎回,
2025-07-07,0.8253,0.8253,0.15%,开放申购,开放赎回,
2025-07-04,0.8241,0.8241,-1.54%,开放申购,开放赎回,
2025-07-03,0.8370,0.8370,0.32%,开放申购,开放赎回,
2025-07-02,0.8343,0.8343,-0.61%,开放申购,开放赎回,
2025-07-01,0.8394,0.8394,0.11%,开放申购,开放赎回,
2025-06-30,0.8385,0.8385,1.96%,开放申购,开放赎回,
2025-06-27,0.8224,0.8224,1.14%,开放申购,开放赎回,
2025-06-26,0.8131,0.8131,-1.11%,开放申购,开放赎回,
2025-06-25,0.8222,0.8222,0.59%,开放申购,开放赎回,
2025-06-24,0.8174,0.8174,1.65%,开放申购,开放赎回,
2025-06-23,0.8041,0.8041,1.00%,开放申购,开放赎回,
2025-06-20,0.7961,0.7961,-0.26%,开放申购,开放赎回,
2025-06-19,0.7982,0.7982,-1.81%,开放申购,开放赎回,
2025-06-18,0.8129,0.8129,-1.67%,开放申购,开放赎回,
2025-06-17,0.8267,0.8267,-0.70%,开放申购,开放赎回,
2025-06-16,0.8325,0.8325,1.23%,开放申购,开放赎回,
2025-06-13,0.8224,0.8224,-1.09%,开放申购,开放赎回,
2025-06-12,0.8315,0.8315,-0.02%,开放申购,开放赎回,
2025-06-11,0.8317,0.8317,3.11%,开放申购,开放赎回,
2025-06-10,0.8066,0.8066,-0.10%,开放申购,开放赎回,
2025-06-09,0.8074,0.8074,2.07%,开放申购,开放赎回,
2025-06-06,0.7910,0.7910,-0.29%,开放申购,开放赎回,
2025-06-05,0.7933,0.7933,0.76%,开放申购,开放赎回,
2025-06-04,0.7873,0.7873,2.10%,开放申购,开放赎回,
2025-06-03,0.7711,0.7711,1.27%,开放申购,开放赎回,
2025-05-30,0.7614,0.7614,-1.32%,开放申购,开放赎回,
2025-05-29,0.7716,0.7716,1.39%,开放申购,开放赎回,
2025-05-28,0.7610,0.7610,-0.31%,开放申购,开放赎回,
2025-05-27,0.7634,0.7634,-1.00%,开放申购,开放赎回,
2025-05-26,0.7711,0.7711,0.68%,开放申购,开放赎回,
2025-05-23,0.7659,0.7659,-0.56%,开放申购,开放赎回,
2025-05-22,0.7702,0.7702,-1.65%,开放申购,开放赎回,
2025-05-21,0.7831,0.7831,-0.41%,开放申购,开放赎回,
2025-05-20,0.7863,0.7863,0.56%,开放申购,开放赎回,
2025-05-19,0.7819,0.7819,-1.00%,开放申购,开放赎回,
2025-05-16,0.7898,0.7898,-0.28%,开放申购,开放赎回,
2025-05-15,0.7920,0.7920,-0.11%,开放申购,开放赎回,
2025-05-14,0.7929,0.7929,1.04%,开放申购,开放赎回,
2025-05-13,0.7847,0.7847,-0.87%,开放申购,开放赎回,
2025-05-12,0.7916,0.7916,1.83%,开放申购,开放赎回,
2025-05-09,0.7774,0.7774,-0.72%,开放申购,开放赎回,
2025-05-08,0.7830,0.7830,0.67%,开放申购,开放赎回,
2025-05-07,0.7778,0.7778,-0.42%,开放申购,开放赎回,
2025-05-06,0.7811,0.7811,4.37%,开放申购,开放赎回,
2025-04-30,0.7484,0.7484,0.74%,开放申购,开放赎回,
2025-04-29,0.7429,0.7429,0.13%,开放申购,开放赎回,
2025-04-28,0.7419,0.7419,-0.09%,开放申购,开放赎回,
2025-04-25,0.7426,0.7426,0.30%,开放申购,开放赎回,
2025-04-24,0.7404,0.7404,-1.27%,开放申购,开放赎回,
2025-04-23,0.7499,0.7499,1.92%,开放申购,开放赎回,
2025-04-22,0.7358,0.7358,-1.00%,开放申购,开放赎回,
2025-04-21,0.7432,0.7432,1.53%,开放申购,开放赎回,
2025-04-18,0.7320,0.7320,-0.79%,开放申购,开放赎回,
2025-04-17,0.7378,0.7378,-0.62%,开放申购,开放赎回,
2025-04-16,0.7424,0.7424,-0.70%,开放申购,开放赎回,
2025-04-15,0.7476,0.7476,-0.93%,开放申购,开放赎回,
2025-04-14,0.7546,0.7546,0.45%,开放申购,开放赎回,
2025-04-11,0.7512,0.7512,0.01%,开放申购,开放赎回,
2025-04-10,0.7511,0.7511,0.89%,开放申购,开放赎回,
2025-04-09,0.7445,0.7445,1.83%,开放申购,开放赎回,
2025-04-08,0.7311,0.7311,0.58%,开放申购,开放赎回,
2025-04-07,0.7269,0.7269,-7.18%,开放申购,开放赎回,
2025-04-03,0.7831,0.7831,-0.61%,开放申购,开放赎回,
2025-04-02,0.7879,0.7879,0.24%,开放申购,开放赎回,
2025-04-01,0.7860,0.7860,0.54%,开放申购,开放赎回,
2025-03-31,0.7818,0.7818,-2.52%,开放申购,开放赎回,
2025-03-28,0.8020,0.8020,-0.56%,开放申购,开放赎回,
2025-03-27,0.8065,0.8065,-1.38%,开放申购,开放赎回,
2025-03-26,0.8178,0.8178,1.91%,开放申购,开放赎回,
2025-03-25,0.8025,0.8025,-0.16%,开放申购,开放赎回,
2025-03-24,0.8038,0.8038,0.40%,开放申购,开放赎回,
2025-03-21,0.8006,0.8006,-2.29%,开放申购,开放赎回,
2025-03-20,0.8194,0.8194,-0.70%,开放申购,开放赎回,
2025-03-19,0.8252,0.8252,-0.28%,开放申购,开放赎回,
2025-03-18,0.8275,0.8275,1.12%,开放申购,开放赎回,
2025-03-17,0.8183,0.8183,-0.07%,开放申购,开放赎回,
2025-03-14,0.8189,0.8189,0.78%,开放申购,开放赎回,
2025-03-13,0.8126,0.8126,-1.25%,开放申购,开放赎回,
2025-03-12,0.8229,0.8229,-0.64%,开放申购,开放赎回,
2025-03-11,0.8282,0.8282,1.86%,开放申购,开放赎回,
2025-03-10,0.8131,0.8131,0.62%,开放申购,开放赎回,
2025-03-07,0.8081,0.8081,0.75%,开放申购,开放赎回,
2025-03-06,0.8021,0.8021,1.17%,开放申购,开放赎回,
2025-03-05,0.7928,0.7928,-0.51%,开放申购,开放赎回,
2025-03-04,0.7969,0.7969,0.58%,开放申购,开放赎回,
2025-03-03,0.7923,0.7923,1.84%,开放申购,开放赎回,
2025-02-28,0.7780,0.7780,-2.27%,开放申购,开放赎回,
2025-02-27,0.7961,0.7961,-0.85%,开放申购,开放赎回,
2025-02-26,0.8029,0.8029,1.22%,开放申购,开放赎回,
2025-02-25,0.7932,0.7932,-0.84%,开放申购,开放赎回,
2025-02-24,0.7999,0.7999,0.26%,开放申购,开放赎回,
2025-02-21,0.7978,0.7978,0.34%,开放申购,开放赎回,
2025-02-20,0.7951,0.7951,1.24%,开放申购,开放赎回,
2025-02-19,0.7854,0.7854,3.10%,开放申购,开放赎回,
2025-02-18,0.7618,0.7618,-1.41%,开放申购,开放赎回,
2025-02-17,0.7727,0.7727,0.27%,开放申购,开放赎回,
2025-02-14,0.7706,0.7706,0.01%,开放申购,开放赎回,
2025-02-13,0.7705,0.7705,-2.11%,开放申购,开放赎回,
2025-02-12,0.7871,0.7871,0.41%,开放申购,开放赎回,
2025-02-11,0.7839,0.7839,-0.68%,开放申购,开放赎回,
2025-02-10,0.7893,0.7893,0.04%,开放申购,开放赎回,
2025-02-07,0.7890,0.7890,0.78%,开放申购,开放赎回,
2025-02-06,0.7829,0.7829,4.40%,开放申购,开放赎回,
2025-02-05,0.7499,0.7499,1.82%,开放申购,开放赎回,
2025-01-27,0.7365,0.7365,-2.30%,开放申购,开放赎回,
2025-01-24,0.7538,0.7538,1.89%,开放申购,开放赎回,
2025-01-23,0.7398,0.7398,-0.24%,开放申购,开放赎回,
2025-01-22,0.7416,0.7416,-0.63%,开放申购,开放赎回,
2025-01-21,0.7463,0.7463,-0.37%,开放申购,开放赎回,
2025-01-20,0.7491,0.7491,-0.45%,开放申购,开放赎回,
2025-01-17,0.7525,0.7525,0.32%,开放申购,开放赎回,
2025-01-16,0.7501,0.7501,0.25%,开放申购,开放赎回,
2025-01-15,0.7482,0.7482,-0.41%,开放申购,开放赎回,
2025-01-14,0.7513,0.7513,3.83%,开放申购,开放赎回,
2025-01-13,0.7236,0.7236,0.98%,开放申购,开放赎回,
2025-01-10,0.7166,0.7166,-0.78%,开放申购,开放赎回,
2025-01-09,0.7222,0.7222,0.88%,开放申购,开放赎回,
2025-01-08,0.7159,0.7159,-1.47%,开放申购,开放赎回,
2025-01-07,0.7266,0.7266,2.19%,开放申购,开放赎回,
2025-01-06,0.7110,0.7110,1.27%,开放申购,开放赎回,
2025-01-03,0.7021,0.7021,-1.51%,开放申购,开放赎回,
2025-01-02,0.7129,0.7129,-2.56%,开放申购,开放赎回,
2024-12-31,0.7316,0.7316,-3.12%,开放申购,开放赎回,
2024-12-30,0.7552,0.7552,-0.11%,开放申购,开放赎回,
2024-12-27,0.7560,0.7560,0.41%,开放申购,开放赎回,
2024-12-26,0.7529,0.7529,1.17%,开放申购,开放赎回,
2024-12-25,0.7442,0.7442,-1.40%,开放申购,开放赎回,
2024-12-24,0.7548,0.7548,1.53%,开放申购,开放赎回,
2024-12-23,0.7434,0.7434,-1.87%,开放申购,开放赎回,
2024-12-20,0.7576,0.7576,0.16%,开放申购,开放赎回,
2024-12-19,0.7564,0.7564,0.23%,开放申购,开放赎回,
2024-12-18,0.7547,0.7547,0.15%,开放申购,开放赎回,
2024-12-17,0.7536,0.7536,-0.86%,开放申购,开放赎回,
2024-12-16,0.7601,0.7601,-1.46%,开放申购,开放赎回,
2024-12-13,0.7714,0.7714,-2.18%,开放申购,开放赎回,
2024-12-12,0.7886,0.7886,-0.59%,开放申购,开放赎回,
2024-12-11,0.7933,0.7933,0.83%,开放申购,开放赎回,
2024-12-10,0.7868,0.7868,0.67%,开放申购,开放赎回,
2024-12-09,0.7816,0.7816,-0.95%,开放申购,开放赎回,
2024-12-06,0.7891,0.7891,0.29%,开放申购,开放赎回,
2024-12-05,0.7868,0.7868,-0.61%,开放申购,开放赎回,
2024-12-04,0.7916,0.7916,-0.11%,开放申购,开放赎回,
2024-12-03,0.7925,0.7925,0.34%,开放申购,开放赎回,
2024-12-02,0.7898,0.7898,1.88%,开放申购,开放赎回,
2024-11-29,0.7752,0.7752,1.84%,开放申购,开放赎回,
2024-11-28,0.7612,0.7612,-1.34%,开放申购,开放赎回,
2024-11-27,0.7715,0.7715,0.96%,开放申购,开放赎回,
2024-11-26,0.7642,0.7642,-2.69%,开放申购,开放赎回,
2024-11-25,0.7853,0.7853,0.36%,开放申购,开放赎回,
2024-11-22,0.7825,0.7825,-0.38%,开放申购,开放赎回,
2024-11-21,0.7855,0.7855,0.00%,开放申购,开放赎回,
2024-11-20,0.7855,0.7855,1.19%,开放申购,开放赎回,
2024-11-19,0.7763,0.7763,1.84%,开放申购,开放赎回,
2024-11-18,0.7623,0.7623,-2.12%,开放申购,开放赎回,
2024-11-15,0.7788,0.7788,-2.50%,开放申购,开放赎回,
2024-11-14,0.7988,0.7988,-4.46%,开放申购,开放赎回,
2024-11-13,0.8361,0.8361,0.95%,开放申购,开放赎回,
2024-11-12,0.8282,0.8282,-1.52%,开放申购,开放赎回,
2024-11-11,0.8410,0.8410,1.61%,开放申购,开放赎回,
2024-11-08,0.8277,0.8277,-0.87%,开放申购,开放赎回,
2024-11-07,0.8350,0.8350,-0.35%,开放申购,开放赎回,
2024-11-06,0.8379,0.8379,1.76%,开放申购,开放赎回,
2024-11-05,0.8234,0.8234,5.05%,开放申购,开放赎回,
2024-11-04,0.7838,0.7838,-0.52%,开放申购,开放赎回,
2024-11-01,0.7879,0.7879,5.96%,开放申购,开放赎回,
2024-10-31,0.7436,0.7436,2.31%,开放申购,开放赎回,
2024-10-30,0.7268,0.7268,-0.11%,开放申购,开放赎回,
2024-10-29,0.7276,0.7276,-1.36%,开放申购,开放赎回,
2024-10-28,0.7376,0.7376,1.11%,开放申购,开放赎回,
2024-10-25,0.7295,0.7295,2.98%,开放申购,开放赎回,
2024-10-24,0.7084,0.7084,-1.60%,开放申购,开放赎回,
2024-10-23,0.7199,0.7199,1.24%,开放申购,开放赎回,
2024-10-22,0.7111,0.7111,2.13%,开放申购,开放赎回,
2024-10-21,0.6963,0.6963,1.90%,开放申购,开放赎回,
2024-10-18,0.6833,0.6833,3.20%,开放申购,开放赎回,
2024-10-17,0.6621,0.6621,-0.76%,开放申购,开放赎回,
2024-10-16,0.6672,0.6672,-0.52%,开放申购,开放赎回,
