净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-09,1.8244,1.8244,-0.49%,限制大额申购,开放赎回,
2025-07-08,1.8334,1.8334,-0.46%,限制大额申购,开放赎回,
2025-07-07,1.8418,1.8418,-0.29%,限制大额申购,开放赎回,
2025-07-04,1.8472,1.8472,-0.77%,限制大额申购,开放赎回,
2025-07-03,1.8615,1.8615,0.11%,限制大额申购,开放赎回,
2025-07-02,1.8595,1.8595,0.03%,限制大额申购,开放赎回,
2025-07-01,1.8590,1.8590,-0.58%,限制大额申购,开放赎回,
2025-06-30,1.8698,1.8698,0.44%,限制大额申购,开放赎回,
2025-06-27,1.8617,1.8617,1.70%,限制大额申购,开放赎回,
2025-06-26,1.8306,1.8306,0.59%,限制大额申购,开放赎回,
2025-06-25,1.8199,1.8199,1.16%,限制大额申购,开放赎回,
2025-06-24,1.7990,1.7990,0.82%,限制大额申购,开放赎回,
2025-06-23,1.7844,1.7844,-0.99%,限制大额申购,开放赎回,
2025-06-20,1.8022,1.8022,-0.98%,限制大额申购,开放赎回,
2025-06-19,1.8201,1.8201,-0.53%,限制大额申购,开放赎回,
2025-06-18,1.8298,1.8298,0.64%,限制大额申购,开放赎回,
2025-06-17,1.8182,1.8182,0.14%,限制大额申购,开放赎回,
2025-06-16,1.8156,1.8156,0.18%,限制大额申购,开放赎回,
2025-06-13,1.8124,1.8124,-0.76%,限制大额申购,开放赎回,
2025-06-12,1.8263,1.8263,0.20%,限制大额申购,开放赎回,
2025-06-11,1.8226,1.8226,-0.36%,限制大额申购,开放赎回,
2025-06-10,1.8291,1.8291,0.10%,限制大额申购,开放赎回,
2025-06-09,1.8273,1.8273,-0.03%,限制大额申购,开放赎回,
2025-06-06,1.8278,1.8278,-0.19%,限制大额申购,开放赎回,
2025-06-05,1.8312,1.8312,-0.17%,限制大额申购,开放赎回,
2025-06-04,1.8344,1.8344,-0.20%,限制大额申购,开放赎回,
2025-06-03,1.8381,1.8381,0.06%,限制大额申购,开放赎回,
2025-05-30,1.8370,1.8370,-0.11%,限制大额申购,开放赎回,
2025-05-29,1.8390,1.8390,0.89%,限制大额申购,开放赎回,
2025-05-28,1.8227,1.8227,-0.77%,限制大额申购,开放赎回,
2025-05-27,1.8369,1.8369,0.77%,限制大额申购,开放赎回,
2025-05-26,1.8228,1.8228,1.26%,限制大额申购,开放赎回,
2025-05-23,1.8002,1.8002,1.09%,限制大额申购,开放赎回,
2025-05-22,1.7808,1.7808,-0.46%,限制大额申购,开放赎回,
2025-05-21,1.7890,1.7890,-0.22%,限制大额申购,开放赎回,
2025-05-20,1.7929,1.7929,0.56%,限制大额申购,开放赎回,
2025-05-19,1.7829,1.7829,0.10%,限制大额申购,开放赎回,
2025-05-16,1.7811,1.7811,0.86%,限制大额申购,开放赎回,
2025-05-15,1.7659,1.7659,0.50%,限制大额申购,开放赎回,
2025-05-14,1.7572,1.7572,-0.18%,限制大额申购,开放赎回,
2025-05-13,1.7603,1.7603,-0.67%,限制大额申购,开放赎回,
2025-05-12,1.7721,1.7721,0.41%,限制大额申购,开放赎回,
2025-05-09,1.7649,1.7649,0.11%,限制大额申购,开放赎回,
2025-05-08,1.7629,1.7629,-0.25%,限制大额申购,开放赎回,
2025-05-07,1.7673,1.7673,0.55%,限制大额申购,开放赎回,
2025-05-06,1.7576,1.7576,-0.49%,暂停申购,暂停赎回,
2025-04-30,1.7663,1.7663,1.08%,限制大额申购,开放赎回,
2025-04-29,1.7475,1.7475,0.89%,暂停申购,暂停赎回,
2025-04-28,1.7320,1.7320,0.49%,限制大额申购,开放赎回,
2025-04-25,1.7235,1.7235,1.35%,限制大额申购,开放赎回,
2025-04-24,1.7006,1.7006,0.15%,限制大额申购,开放赎回,
2025-04-23,1.6980,1.6980,1.18%,限制大额申购,开放赎回,
2025-04-22,1.6782,1.6782,0.44%,限制大额申购,开放赎回,
2025-04-21,1.6709,1.6709,-0.57%,限制大额申购,开放赎回,
2025-04-18,1.6805,1.6805,0.30%,限制大额申购,开放赎回,
2025-04-17,1.6754,1.6754,2.06%,限制大额申购,开放赎回,
2025-04-16,1.6416,1.6416,-0.55%,限制大额申购,开放赎回,
2025-04-15,1.6507,1.6507,1.46%,限制大额申购,开放赎回,
2025-04-14,1.6270,1.6270,1.25%,限制大额申购,开放赎回,
2025-04-11,1.6069,1.6069,-1.26%,限制大额申购,开放赎回,
2025-04-10,1.6274,1.6274,6.67%,限制大额申购,开放赎回,
2025-04-09,1.5256,1.5256,-1.84%,限制大额申购,开放赎回,
2025-04-08,1.5542,1.5542,4.41%,限制大额申购,开放赎回,
2025-04-07,1.4886,1.4886,-8.70%,限制大额申购,开放赎回,
2025-04-03,1.6304,1.6304,-1.85%,限制大额申购,开放赎回,
2025-04-02,1.6611,1.6611,-0.07%,限制大额申购,开放赎回,
2025-04-01,1.6623,1.6623,-0.22%,限制大额申购,开放赎回,
2025-03-31,1.6660,1.6660,-2.46%,限制大额申购,开放赎回,
2025-03-28,1.7080,1.7080,-1.67%,限制大额申购,开放赎回,
2025-03-27,1.7370,1.7370,-0.06%,限制大额申购,开放赎回,
2025-03-26,1.7381,1.7381,1.19%,限制大额申购,开放赎回,
2025-03-25,1.7176,1.7176,-0.48%,限制大额申购,开放赎回,
2025-03-24,1.7259,1.7259,-0.89%,限制大额申购,开放赎回,
2025-03-21,1.7414,1.7414,0.37%,限制大额申购,开放赎回,
2025-03-20,1.7350,1.7350,0.58%,暂停申购,暂停赎回,
2025-03-19,1.7250,1.7250,0.49%,限制大额申购,开放赎回,
2025-03-18,1.7166,1.7166,1.05%,限制大额申购,开放赎回,
2025-03-17,1.6988,1.6988,0.40%,限制大额申购,开放赎回,
2025-03-14,1.6920,1.6920,0.67%,限制大额申购,开放赎回,
2025-03-13,1.6808,1.6808,0.11%,限制大额申购,开放赎回,
2025-03-12,1.6790,1.6790,0.10%,限制大额申购,开放赎回,
2025-03-11,1.6773,1.6773,-0.40%,限制大额申购,开放赎回,
2025-03-10,1.6841,1.6841,-0.21%,限制大额申购,开放赎回,
2025-03-07,1.6876,1.6876,-1.37%,限制大额申购,开放赎回,
2025-03-06,1.7111,1.7111,1.31%,限制大额申购,开放赎回,
2025-03-05,1.6889,1.6889,-0.44%,限制大额申购,开放赎回,
2025-03-04,1.6964,1.6964,-0.05%,限制大额申购,开放赎回,
