净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.0469,1.0469,-0.38%,开放申购,开放赎回,
2025-07-07,1.0509,1.0509,1.68%,开放申购,开放赎回,
2025-07-04,1.0335,1.0335,0.80%,开放申购,开放赎回,
2025-07-03,1.0253,1.0253,-0.06%,开放申购,开放赎回,
2025-07-02,1.0259,1.0259,0.26%,开放申购,开放赎回,
2025-07-01,1.0232,1.0232,1.03%,开放申购,开放赎回,
2025-06-30,1.0128,1.0128,0.31%,开放申购,开放赎回,
2025-06-27,1.0097,1.0097,-0.92%,开放申购,开放赎回,
2025-06-26,1.0191,1.0191,-0.09%,开放申购,开放赎回,
2025-06-25,1.0200,1.0200,0.95%,开放申购,开放赎回,
2025-06-24,1.0104,1.0104,0.43%,开放申购,开放赎回,
2025-06-23,1.0061,1.0061,-0.26%,开放申购,开放赎回,
2025-06-20,1.0087,1.0087,-0.47%,开放申购,开放赎回,
2025-06-19,1.0135,1.0135,-1.07%,开放申购,开放赎回,
2025-06-18,1.0245,1.0245,0.09%,开放申购,开放赎回,
2025-06-17,1.0236,1.0236,0.91%,开放申购,开放赎回,
2025-06-16,1.0144,1.0144,-0.20%,开放申购,开放赎回,
2025-06-13,1.0164,1.0164,0.63%,开放申购,开放赎回,
2025-06-12,1.0100,1.0100,-0.39%,开放申购,开放赎回,
2025-06-11,1.0140,1.0140,0.08%,开放申购,开放赎回,
2025-06-10,1.0132,1.0132,-0.09%,开放申购,开放赎回,
2025-06-09,1.0141,1.0141,0.09%,开放申购,开放赎回,
2025-06-06,1.0132,1.0132,0.27%,开放申购,开放赎回,
2025-06-05,1.0105,1.0105,-0.11%,开放申购,开放赎回,
2025-06-04,1.0116,1.0116,-0.22%,开放申购,开放赎回,
2025-06-03,1.0138,1.0138,-0.42%,开放申购,开放赎回,
2025-05-30,1.0181,1.0181,-0.38%,开放申购,开放赎回,
2025-05-29,1.0220,1.0220,0.16%,开放申购,开放赎回,
2025-05-28,1.0204,1.0204,-0.27%,开放申购,开放赎回,
2025-05-27,1.0232,1.0232,-0.17%,开放申购,开放赎回,
2025-05-26,1.0249,1.0249,0.74%,开放申购,开放赎回,
2025-05-23,1.0174,1.0174,-0.94%,开放申购,开放赎回,
2025-05-22,1.0271,1.0271,-0.67%,开放申购,开放赎回,
