end_day,alpha,beta,gamma,season,rss
-400,0.11422027201775528,0.009637891594374528,0.05565263070103295,20,0.18718242479241726
-380,0.10984537339898445,0.00901171601293106,0.04863261304990221,20,0.19194997810652656
-360,0.11193018028693068,0.00887098316321051,0.04994067088971937,20,0.1926725636977285
-340,0.11646963317032406,0.0084475685525187,0.05413586948511039,20,0.19704130837141726
-320,0.11189976482032903,0.008723270325026029,0.04697417166697389,20,0.2030869620300692
-300,0.11235039792265532,0.008716267517520172,0.047986367714466335,20,0.20369464820485178
-280,0.11191894561751602,0.008785341815224248,0.04664334602041,20,0.20698527780471104
-260,0.11196426761853197,0.00879926868150117,0.05099990900897091,20,0.208420660300199
-240,0.11204751435552711,0.008793814286449122,0.05210330974908479,20,0.2087260596236282
-220,0.11196099044828134,0.008869109810739859,0.052535650986502196,20,0.2105258415139502
-200,0.11233129491806708,0.008903439002102321,0.05369473186215145,20,0.21107195110097113
-180,0.11318659279154165,0.009192500695331451,0.056588788494141895,20,0.21975322700949534
-160,0.11439737472426639,0.009115953933871095,0.05684042368886079,20,0.22204418978670815
-140,0.11490761255633748,0.009162645427305266,0.05721203366781094,20,0.2228353048831324
-120,0.1155834589879295,0.00891567551019276,0.05836250160987486,20,0.2245357239202978
-100,0.11414939748879102,0.00900323229917226,0.056230929863723376,20,0.2257411466499692
-80,0.11320609975473533,0.009087760741761845,0.05402482156478039,20,0.22848453471335642
-60,0.11489095013635345,0.009114429010935149,0.0544222932212959,20,0.23045998925998507
-40,0.117995707927663,0.009158679585804805,0.05129917541029844,20,0.23713560040514184
-20,0.11872136566665024,0.009591852494736057,0.05143315103383661,20,0.24764365097599939
-1,0.11700530854123033,0.009484424385218331,0.05292818300725732,20,0.2513538947219474
