end_day,alpha,beta,gamma,season,rss
-400,0.11450342130426881,0.023263372984693283,0.4951235314444928,16,0.2028317321193284
-380,0.11414070281569698,0.023066398167415455,0.475272181884737,16,0.20395082664159692
-360,0.1130048662453878,0.02307762871215774,0.47270774787039943,16,0.2071498330006643
-340,0.1133579979544101,0.02298162944157567,0.47203948909833543,16,0.21095118668190033
-320,0.10905100816561898,0.022034867263131263,0.4601644763084693,16,0.23316353638066553
-300,0.10934962953915617,0.02199973803479822,0.4476054852958426,16,0.2355805465395414
-280,0.10824722782383454,0.02252212045089712,0.443823435417119,16,0.23898124997402292
-260,0.10738126942788014,0.021602751771133653,0.44360854699130403,16,0.24331787398858573
-240,0.10870503129307214,0.021447600328674703,0.4523535723374537,16,0.24482841725301735
-220,0.10899271626852154,0.02119112890831173,0.44912442591430507,16,0.24729441006164024
-200,0.10993575636836887,0.02109561468921817,0.4489053528438691,16,0.24850495383747537
-180,0.11413389337353129,0.020213477260993533,0.45241200800075715,16,0.2777099226486646
-160,0.11806631197591258,0.020286590628875233,0.4207829542187313,16,0.2872272619934625
-140,0.1141467450680534,0.02347093566558978,0.4366942480739689,16,0.3010144773391111
-120,0.10726518878467553,0.02133662807619477,0.4288120063780531,16,0.3139759652091341
-100,0.10465908748205756,0.022513604363453732,0.4181149908205531,16,0.31704577327101174
-80,0.10382829312470265,0.022037338789269195,0.41123556330260813,16,0.3216128581985042
-60,0.10463978581824711,0.02192946636173686,0.41123390541747573,16,0.3230067233076843
-40,0.10525332295776525,0.02176416399270655,0.4046765898503363,16,0.34018538354035266
-20,0.11077324669406644,0.021858499525775767,0.41131850778642653,16,0.3492250701654012
-1,0.10167627747115358,0.020074946102639993,0.39350909605641293,16,0.38898737586785126
