end_day,alpha,beta,gamma,season,rss
-400,0.10516468218434087,0.07987540743133127,0.0001,20,0.05989351400259704
-380,0.09864768993534187,0.09395344509184464,0.013147431266602875,20,0.06352737774768902
-360,0.13765112365273838,0.022909192704128032,0.09043085955686443,20,0.07523282425740266
-340,0.137554493365165,0.021831163616704403,0.08141268114103,20,0.0788857934793409
-320,0.09488811411058855,0.026615778307128253,0.0001,24,0.15367052698824715
-300,0.06373064754224822,0.031170317530254343,0.0001,24,0.16065804123205857
-280,0.08749325134232779,0.02316890963859568,0.0001,24,0.17287519775102306
-260,0.0926018030697513,0.021629308736577497,0.0001,24,0.17591023318813465
-240,0.09539888636928574,0.021525753436353233,0.0001,24,0.18610217118631361
-220,0.09508257054977742,0.020959784185671074,0.0001,24,0.20343645774864955
-200,0.10635651955096986,0.01978382373480298,0.0001,24,0.21386028924484105
-180,0.07892626379131193,0.018457259921446634,0.0001,24,0.3048528379885015
-160,0.09655443597862558,0.016040245076443582,0.007989718753610727,24,0.322820540499414
-140,0.08642572608042107,0.01625298688317142,0.0001,24,0.33540261738445537
-120,0.08926604151564187,0.016256988785817397,0.021737387469265988,24,0.3497483472949147
-100,0.09652802775314658,0.015503372394685274,0.037162308688229374,24,0.3641215517205569
-80,0.09773403296941416,0.015371460039323992,0.027403626297206014,24,0.3794918365202754
-60,0.10042792320257107,0.013935529603012151,0.04176131865788413,24,0.44682351423339145
-40,0.10451480699380512,0.01346403890427261,0.041511044518526,24,0.4633164442251225
-20,0.1083677102940312,0.013249858265146717,0.03078865832191116,24,0.4752126842781048
-1,0.10940087191998232,0.012703851399846654,0.03645169992322556,24,0.48151170355473427
