end_day,alpha,beta,gamma,season,rss
-550,0.05,0.01,0.2,7,0.0
-600,0.05,0.01,0.2,7,0.0
-500,0.03802873211691629,0.5,0.2,13,0.0022232357238009598
-400,0.11150181709594428,0.02945021341832185,0.5708395643964499,14,0.04360709289014217
-200,0.06820103656710257,0.028145594980506904,0.24200340612498156,14,0.21749707239307986
-150,0.07414582512576835,0.02141817904605213,0.1929912060493753,14,0.3399769749370405
-50,0.07559172585830753,0.019547241663016808,0.1736184599735665,14,0.4645816825962623
-100,0.07297664856415204,0.0206825800243235,0.1229508959040917,14,0.38362020770673894
-250,0.06929173577944192,0.027974907324415946,0.19124736985450003,14,0.18424959303194194
-1,0.08829022870715439,0.017969489573682124,0.1409241108502675,14,0.49781336657214625
-350,0.06117724307278533,0.049094294418640314,0.7182600829025257,14,0.07821732934288912
-450,0.018401130238816548,0.5,0.03038765182737659,7,0.01839361525021965
-300,0.06781487021449849,0.0340732794690758,0.23067871025765876,14,0.16386602576418197
