end_day,alpha,beta,gamma,season,rss
-280,0.12674346486589616,0.006729375813956257,0.19578861148342022,16,0.07580482266788684
-320,0.1230187624853408,0.006130123068675709,0.1962142334760535,16,0.07324613018130358
-240,0.12453455371086458,0.006355804396492937,0.19414829493640595,16,0.0793579788736321
-360,0.12590770143211194,0.005802186990117318,0.19912284582356424,16,0.07034266141322297
-400,0.1297488557202589,0.0054230240891989644,0.19943374883026613,16,0.06872493218218771
-160,0.13193869371036876,0.00692823477121793,0.1964469471570014,16,0.08891725849882719
-200,0.12475148849695795,0.006399218048833535,0.19257087285783667,16,0.0801759070387894
-120,0.13058828421104557,0.007296666748446906,0.18964568065140688,16,0.09170098392682537
-80,0.12848636963678323,0.007385641494132444,0.18794995458937175,16,0.09269554666397326
-40,0.1298125598507368,0.007726212360227491,0.19062436414679718,16,0.0982339215310718
-1,0.12780595480034188,0.008070071368814226,0.1861043890607716,16,0.10368911835740717
