end_day,alpha,beta,gamma,season,rss
-200,0.09098238901277034,0.005403946633396303,0.14199165892970234,14,0.2223641115000527
-250,0.09270630747121669,0.005528400767209516,0.12376046243837993,14,0.20253107258072114
-350,0.07752932150550218,0.006481610792140225,0.37934517833973497,14,0.15607943910345434
-300,0.0932704551655501,0.005331935475701511,0.12305461230989717,14,0.18955335524040087
-450,0.10091225201643492,0.006450730203346977,0.04279901593942882,10,0.12493471310380053
-50,0.10003502622333867,0.005390396672799915,0.045064414435963054,10,0.3785313758222252
-400,0.1132782883335753,0.00580985672237948,0.044096066013708246,10,0.14322083484243814
-100,0.09946576067306122,0.005705832660375074,0.044006974773889006,10,0.3286478829401973
-550,0.14974941859540764,0.005537424246794659,0.04273213701817869,10,0.07064240874419164
-150,0.09449740932385957,0.005299461748184324,0.1108239454352793,14,0.30235030236653804
-500,0.10537318756945938,0.00635587796370993,0.0379781703620812,10,0.10717339177077052
-1,0.09753171021006726,0.004692328335183126,0.09505499833371611,14,0.4031807334072976
-600,0.1484954827663191,0.005916505369264627,0.044274271158239724,10,0.06149872512066079
