end_day,alpha,beta,gamma,season,rss
-600,0.009325089575976353,0.5,0.0509199556728804,19,0.0675560251787941
-580,0.008490619804920434,0.5,0.15969544256709764,15,0.07588851525671023
-560,0.009220409386191728,0.48967388979956156,0.08981781674729215,19,0.08483855698928049
-540,0.013123974370606941,0.11481747474361478,0.4142765239884718,10,0.09047529930669602
-520,0.013052158841500478,0.11665894872494231,0.41467544944328927,10,0.0909706358771872
-500,0.013933453847047571,0.10950168927565773,0.41217120137391133,10,0.09401357269530533
-480,0.023593594357410937,0.07322945545809526,0.330531072682472,9,0.09903657971235282
-460,0.022704156332554896,0.07525816266313105,0.32991776104139797,9,0.10435900331246376
-440,0.026092316766869603,0.0711091440027193,0.33355679460669546,9,0.10882013812773178
-420,0.011757178134999803,0.34927084758738175,0.21741587653681663,15,0.11181108962223386
-400,0.023991105775900173,0.06565330385839072,0.31518155119136076,9,0.125991144088754
-380,0.047292935608632215,0.02670688983056497,0.34410173271136363,15,0.13110988510428553
-360,0.047796296685163386,0.026114744825195824,0.3376961973370912,15,0.13206298977653036
-340,0.03379040791222012,0.04795799836807772,0.30683234769029627,9,0.13295773214910492
-320,0.032416313503322726,0.050460027682910635,0.30453263320491697,9,0.13479945556056636
-300,0.04565312987675844,0.026569401319627504,0.33652483817031115,15,0.13987485961896978
-280,0.03194128162110797,0.050214030681186454,0.30685889523705423,9,0.1446930164847084
-260,0.032116491911391286,0.050566677190322235,0.3072829375658667,9,0.14958742556641286
-240,0.03266887393542056,0.04953150186212529,0.30298610849631485,9,0.15060297223461422
-220,0.03578320971641881,0.047070789067616046,0.3008419803609497,9,0.16110276683560276
-200,0.03932143150540582,0.03072544423710662,0.4603881026919498,15,0.1682610355180745
-180,0.040866841607267175,0.028601233567446618,0.4847007525164746,15,0.17264372669529315
-160,0.04110428015038013,0.02815055221727116,0.46985306866074705,15,0.17490919600081178
-140,0.0406007918127296,0.028612942781754837,0.4693512169674728,15,0.1814921941219747
-120,0.03782272797198582,0.03020400192373107,0.5205398191690606,15,0.18638827692619045
-100,0.0394187182066529,0.029376731420810133,0.4785002936427102,15,0.1985389796988258
-80,0.04645740652893832,0.027865671728346444,0.46204962241840863,15,0.21136601927868573
-60,0.044047058394176816,0.02396916095959407,0.4735829817061346,15,0.25806575241215024
-40,0.038367659579993635,0.031575994160935955,0.44967132134822063,15,0.2680321838827976
-20,0.03821628681684071,0.030741704158255573,0.4448697072994637,15,0.27446949808649396
-1,0.04368401781163586,0.025886929704920906,0.4207412868284885,15,0.28455993051114786
