,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-06-13,0.7245,0.7245,-0.89%,开放申购,开放赎回,
1,2025-06-12,0.7310,0.7310,-1.22%,开放申购,开放赎回,
2,2025-06-11,0.7400,0.7400,-0.31%,开放申购,开放赎回,
3,2025-06-10,0.7423,0.7423,-1.38%,开放申购,开放赎回,
4,2025-06-09,0.7527,0.7527,1.59%,开放申购,开放赎回,
5,2025-06-06,0.7409,0.7409,-0.59%,开放申购,开放赎回,
6,2025-06-05,0.7453,0.7453,1.89%,开放申购,开放赎回,
7,2025-06-04,0.7315,0.7315,0.47%,开放申购,开放赎回,
8,2025-06-03,0.7281,0.7281,0.69%,开放申购,开放赎回,
9,2025-05-30,0.7231,0.7231,-0.89%,开放申购,开放赎回,
10,2025-05-29,0.7296,0.7296,0.82%,开放申购,开放赎回,
11,2025-05-28,0.7237,0.7237,-0.69%,开放申购,开放赎回,
12,2025-05-27,0.7287,0.7287,-0.70%,开放申购,开放赎回,
13,2025-05-26,0.7338,0.7338,-1.05%,开放申购,开放赎回,
14,2025-05-23,0.7416,0.7416,-0.64%,开放申购,开放赎回,
15,2025-05-22,0.7464,0.7464,-1.28%,开放申购,开放赎回,
16,2025-05-21,0.7561,0.7561,0.20%,开放申购,开放赎回,
17,2025-05-20,0.7546,0.7546,0.86%,开放申购,开放赎回,
18,2025-05-19,0.7482,0.7482,-0.74%,开放申购,开放赎回,
19,2025-05-16,0.7538,0.7538,-0.21%,开放申购,开放赎回,
20,2025-05-15,0.7554,0.7554,-1.09%,开放申购,开放赎回,
21,2025-05-14,0.7637,0.7637,1.34%,开放申购,开放赎回,
22,2025-05-13,0.7536,0.7536,-1.86%,开放申购,开放赎回,
23,2025-05-12,0.7679,0.7679,1.40%,开放申购,开放赎回,
24,2025-05-09,0.7573,0.7573,-1.20%,开放申购,开放赎回,
25,2025-05-08,0.7665,0.7665,-0.10%,开放申购,开放赎回,
26,2025-05-07,0.7673,0.7673,-0.42%,开放申购,开放赎回,
27,2025-05-06,0.7705,0.7705,2.17%,开放申购,开放赎回,
28,2025-04-30,0.7541,0.7541,1.30%,开放申购,开放赎回,
29,2025-04-29,0.7444,0.7444,0.32%,开放申购,开放赎回,
30,2025-04-28,0.7420,0.7420,0.56%,开放申购,开放赎回,
31,2025-04-25,0.7379,0.7379,-0.26%,开放申购,开放赎回,
32,2025-04-24,0.7398,0.7398,-0.56%,开放申购,开放赎回,
33,2025-04-23,0.7440,0.7440,1.61%,开放申购,开放赎回,
34,2025-04-22,0.7322,0.7322,0.74%,开放申购,开放赎回,
35,2025-04-21,0.7268,0.7268,1.08%,开放申购,开放赎回,
36,2025-04-18,0.7190,0.7190,-0.51%,开放申购,开放赎回,
37,2025-04-17,0.7227,0.7227,1.53%,开放申购,开放赎回,
38,2025-04-16,0.7118,0.7118,-0.79%,开放申购,开放赎回,
39,2025-04-15,0.7175,0.7175,-0.95%,开放申购,开放赎回,
40,2025-04-14,0.7244,0.7244,1.10%,开放申购,开放赎回,
41,2025-04-11,0.7165,0.7165,2.28%,开放申购,开放赎回,
42,2025-04-10,0.7005,0.7005,1.61%,开放申购,开放赎回,
43,2025-04-09,0.6894,0.6894,3.42%,开放申购,开放赎回,
44,2025-04-08,0.6666,0.6666,1.14%,开放申购,开放赎回,
45,2025-04-07,0.6591,0.6591,-12.00%,开放申购,开放赎回,
46,2025-04-03,0.7490,0.7490,-0.85%,开放申购,开放赎回,
47,2025-04-02,0.7554,0.7554,-0.45%,开放申购,开放赎回,
48,2025-04-01,0.7588,0.7588,-0.37%,开放申购,开放赎回,
49,2025-03-31,0.7616,0.7616,-1.00%,开放申购,开放赎回,
50,2025-03-28,0.7693,0.7693,-1.28%,开放申购,开放赎回,
51,2025-03-27,0.7793,0.7793,0.32%,开放申购,开放赎回,
