,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,1.1427,1.1427,0.04,开放申购,开放赎回,
1,2025-07-07,1.1422,1.1422,0.06,开放申购,开放赎回,
2,2025-07-04,1.1415,1.1415,0.2,开放申购,开放赎回,
3,2025-07-03,1.1392,1.1392,0.07,开放申购,开放赎回,
4,2025-07-02,1.1384,1.1384,1.59,开放申购,开放赎回,
5,2025-07-01,1.1206,1.1206,-0.07,暂停申购,暂停赎回,
6,2025-06-30,1.1214,1.1214,-0.48,开放申购,开放赎回,
7,2025-06-27,1.1268,1.1268,-0.7,开放申购,开放赎回,
8,2025-06-26,1.1347,1.1347,-0.36,开放申购,开放赎回,
9,2025-06-25,1.1388,1.1388,1.03,开放申购,开放赎回,
10,2025-06-24,1.1272,1.1272,1.09,开放申购,开放赎回,
11,2025-06-23,1.1151,1.1151,1.01,开放申购,开放赎回,
12,2025-06-20,1.104,1.104,0.75,开放申购,开放赎回,
13,2025-06-19,1.0958,1.0958,-1.58,开放申购,开放赎回,
14,2025-06-18,1.1134,1.1134,-0.16,开放申购,开放赎回,
15,2025-06-17,1.1152,1.1152,-0.24,开放申购,开放赎回,
16,2025-06-16,1.1179,1.1179,0.6,开放申购,开放赎回,
17,2025-06-13,1.1112,1.1112,0.52,开放申购,开放赎回,
18,2025-06-12,1.1055,1.1055,0.0,开放申购,开放赎回,
19,2025-06-11,1.1055,1.1055,0.51,开放申购,开放赎回,
20,2025-06-10,1.0999,1.0999,0.44,开放申购,开放赎回,
21,2025-06-09,1.0951,1.0951,0.66,开放申购,开放赎回,
22,2025-06-06,1.0879,1.0879,-0.06,开放申购,开放赎回,
23,2025-06-05,1.0886,1.0886,0.42,开放申购,开放赎回,
24,2025-06-04,1.0841,1.0841,-0.28,开放申购,开放赎回,
25,2025-06-03,1.0871,1.0871,1.46,开放申购,开放赎回,
26,2025-05-30,1.0715,1.0715,-0.42,开放申购,开放赎回,
27,2025-05-29,1.076,1.076,0.1,开放申购,开放赎回,
28,2025-05-28,1.0749,1.0749,0.14,开放申购,开放赎回,
29,2025-05-27,1.0734,1.0734,0.35,开放申购,开放赎回,
30,2025-05-26,1.0697,1.0697,-0.38,开放申购,开放赎回,
31,2025-05-23,1.0738,1.0738,0.06,开放申购,开放赎回,
32,2025-05-22,1.0732,1.0732,-0.37,开放申购,开放赎回,
33,2025-05-21,1.0772,1.0772,0.36,开放申购,开放赎回,
34,2025-05-20,1.0733,1.0733,0.68,开放申购,开放赎回,
35,2025-05-19,1.066,1.066,-0.03,开放申购,开放赎回,
36,2025-05-16,1.0663,1.0663,-0.27,开放申购,开放赎回,
37,2025-05-15,1.0692,1.0692,-0.26,开放申购,开放赎回,
38,2025-05-14,1.072,1.072,0.97,开放申购,开放赎回,
39,2025-05-13,1.0617,1.0617,-0.54,开放申购,开放赎回,
40,2025-05-12,1.0675,1.0675,1.06,开放申购,开放赎回,
41,2025-05-09,1.0563,1.0563,0.88,开放申购,开放赎回,
42,2025-05-08,1.0471,1.0471,0.21,开放申购,开放赎回,
43,2025-05-07,1.0449,1.0449,0.43,开放申购,开放赎回,
44,2025-05-06,1.0404,1.0404,0.86,开放申购,开放赎回,
45,2025-04-30,1.0315,1.0315,0.54,开放申购,开放赎回,
46,2025-04-29,1.026,1.026,-0.22,开放申购,开放赎回,
47,2025-04-28,1.0283,1.0283,0.65,开放申购,开放赎回,
48,2025-04-25,1.0217,1.0217,0.21,开放申购,开放赎回,
49,2025-04-24,1.0196,1.0196,-0.29,开放申购,开放赎回,
50,2025-04-23,1.0226,1.0226,0.68,开放申购,开放赎回,
51,2025-04-22,1.0157,1.0157,0.93,开放申购,开放赎回,
52,2025-04-21,1.0063,1.0063,0.0,暂停申购,暂停赎回,
53,2025-04-18,1.0063,1.0063,-0.06,暂停申购,暂停赎回,
54,2025-04-17,1.0069,1.0069,0.37,开放申购,开放赎回,
55,2025-04-16,1.0032,1.0032,-0.65,开放申购,开放赎回,
56,2025-04-15,1.0098,1.0098,0.62,开放申购,开放赎回,
57,2025-04-14,1.0036,1.0036,1.77,开放申购,开放赎回,
58,2025-04-11,0.9861,0.9861,0.71,开放申购,开放赎回,
59,2025-04-10,0.9791,0.9791,1.39,开放申购,开放赎回,
60,2025-04-09,0.9657,0.9657,0.2,开放申购,开放赎回,
61,2025-04-08,0.9638,0.9638,0.93,开放申购,开放赎回,
62,2025-04-07,0.9549,0.9549,-7.76,开放申购,开放赎回,
63,2025-04-03,1.0352,1.0352,-0.2,开放申购,开放赎回,
64,2025-04-02,1.0373,1.0373,0.58,开放申购,开放赎回,
65,2025-04-01,1.0313,1.0313,0.77,开放申购,开放赎回,
66,2025-03-31,1.0234,1.0234,-0.32,开放申购,开放赎回,
67,2025-03-28,1.0267,1.0267,-0.26,开放申购,开放赎回,
68,2025-03-27,1.0294,1.0294,-0.04,开放申购,开放赎回,
69,2025-03-26,1.0298,1.0298,0.22,开放申购,开放赎回,
70,2025-03-25,1.0275,1.0275,-0.73,开放申购,开放赎回,
71,2025-03-24,1.0351,1.0351,0.23,开放申购,开放赎回,
72,2025-03-21,1.0327,1.0327,-1.0,开放申购,开放赎回,
73,2025-03-20,1.0431,1.0431,-1.04,开放申购,开放赎回,
74,2025-03-19,1.0541,1.0541,0.1,开放申购,开放赎回,
75,2025-03-18,1.053,1.053,1.04,开放申购,开放赎回,
76,2025-03-17,1.0422,1.0422,0.67,开放申购,开放赎回,
77,2025-03-14,1.0353,1.0353,0.46,开放申购,开放赎回,
78,2025-03-13,1.0306,1.0306,0.08,开放申购,开放赎回,
79,2025-03-12,1.0298,1.0298,-0.29,开放申购,开放赎回,
80,2025-03-11,1.0328,1.0328,0.48,开放申购,开放赎回,
81,2025-03-10,1.0279,1.0279,-0.13,开放申购,开放赎回,
82,2025-03-07,1.0292,1.0292,0.07,开放申购,开放赎回,
83,2025-03-06,1.0285,1.0285,0.76,开放申购,开放赎回,
84,2025-03-05,1.0207,1.0207,2.14,开放申购,开放赎回,
85,2025-03-04,0.9993,0.9993,-0.1,开放申购,开放赎回,
86,2025-03-03,1.0003,1.0003,0.33,开放申购,开放赎回,
87,2025-02-28,0.997,0.997,-1.57,开放申购,开放赎回,
88,2025-02-27,1.0129,1.0129,0.07,开放申购,开放赎回,
89,2025-02-26,1.0122,1.0122,1.39,开放申购,开放赎回,
90,2025-02-25,0.9983,0.9983,-0.96,开放申购,开放赎回,
91,2025-02-24,1.008,1.008,0.41,开放申购,开放赎回,
92,2025-02-21,1.0039,1.0039,0.7,开放申购,开放赎回,
93,2025-02-20,0.9969,0.9969,-0.16,开放申购,开放赎回,
94,2025-02-19,0.9985,0.9985,-0.48,开放申购,开放赎回,
95,2025-02-18,1.0033,1.0033,0.28,开放申购,开放赎回,
96,2025-02-17,1.0005,1.0005,0.93,开放申购,开放赎回,
97,2025-02-14,0.9913,0.9913,1.11,开放申购,开放赎回,
98,2025-02-13,0.9804,0.9804,-0.86,开放申购,开放赎回,
99,2025-02-12,0.9889,0.9889,1.61,开放申购,开放赎回,
100,2025-02-11,0.9732,0.9732,-0.51,开放申购,开放赎回,
101,2025-02-10,0.9782,0.9782,0.17,开放申购,开放赎回,
102,2025-02-07,0.9765,0.9765,-0.27,开放申购,开放赎回,
103,2025-02-06,0.9791,0.9791,0.64,开放申购,开放赎回,
104,2025-02-05,0.9729,0.9729,-1.07,开放申购,开放赎回,
105,2025-01-27,0.9834,0.9834,0.82,开放申购,开放赎回,
106,2025-01-24,0.9754,0.9754,0.4,开放申购,开放赎回,
107,2025-01-23,0.9715,0.9715,0.5,开放申购,开放赎回,
108,2025-01-22,0.9667,0.9667,-1.05,开放申购,开放赎回,
109,2025-01-21,0.977,0.977,0.07,开放申购,开放赎回,
110,2025-01-20,0.9763,0.9763,0.45,开放申购,开放赎回,
111,2025-01-17,0.9719,0.9719,0.25,开放申购,开放赎回,
112,2025-01-16,0.9695,0.9695,0.81,开放申购,开放赎回,
113,2025-01-15,0.9617,0.9617,0.32,开放申购,开放赎回,
114,2025-01-14,0.9586,0.9586,0.87,开放申购,开放赎回,
115,2025-01-13,0.9503,0.9503,-0.75,开放申购,开放赎回,
116,2025-01-10,0.9575,0.9575,-0.78,开放申购,开放赎回,
117,2025-01-09,0.965,0.965,-0.22,开放申购,开放赎回,
118,2025-01-08,0.9671,0.9671,-0.22,开放申购,开放赎回,
119,2025-01-07,0.9692,0.9692,-0.66,开放申购,开放赎回,
120,2025-01-06,0.9756,0.9756,-0.11,开放申购,开放赎回,
121,2025-01-03,0.9767,0.9767,-0.06,开放申购,开放赎回,
122,2025-01-02,0.9773,0.9773,-2.34,开放申购,开放赎回,
123,2024-12-31,1.0007,1.0007,0.42,开放申购,开放赎回,
124,2024-12-30,0.9965,0.9965,0.17,开放申购,开放赎回,
125,2024-12-27,0.9948,0.9948,0.35,开放申购,开放赎回,
126,2024-12-26,0.9913,0.9913,0.04,暂停申购,暂停赎回,
127,2024-12-25,0.9909,0.9909,0.02,暂停申购,暂停赎回,
128,2024-12-24,0.9907,0.9907,1.31,开放申购,开放赎回,
129,2024-12-23,0.9779,0.9779,1.23,开放申购,开放赎回,
130,2024-12-20,0.966,0.966,-0.43,开放申购,开放赎回,
131,2024-12-19,0.9702,0.9702,-0.76,开放申购,开放赎回,
132,2024-12-18,0.9776,0.9776,0.74,开放申购,开放赎回,
133,2024-12-17,0.9704,0.9704,-0.72,开放申购,开放赎回,
134,2024-12-16,0.9774,0.9774,-0.24,开放申购,开放赎回,
135,2024-12-13,0.9798,0.9798,-1.32,开放申购,开放赎回,
136,2024-12-12,0.9929,0.9929,0.71,开放申购,开放赎回,
137,2024-12-11,0.9859,0.9859,-0.45,开放申购,开放赎回,
138,2024-12-10,0.9904,0.9904,-0.48,开放申购,开放赎回,
139,2024-12-09,0.9952,0.9952,1.94,开放申购,开放赎回,
140,2024-12-06,0.9763,0.9763,0.88,开放申购,开放赎回,
141,2024-12-05,0.9678,0.9678,-0.32,开放申购,开放赎回,
