,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.7932,0.7932,1.32,限制大额申购,开放赎回,
1,2025-07-07,0.7829,0.7829,-0.61,限制大额申购,开放赎回,
2,2025-07-04,0.7877,0.7877,-0.01,限制大额申购,开放赎回,
3,2025-07-03,0.7878,0.7878,0.2,限制大额申购,开放赎回,
4,2025-07-02,0.7862,0.7862,-1.13,限制大额申购,开放赎回,
5,2025-07-01,0.7952,0.7952,-0.8,限制大额申购,开放赎回,
6,2025-06-30,0.8016,0.8016,1.43,限制大额申购,开放赎回,
7,2025-06-27,0.7903,0.7903,-0.15,限制大额申购,开放赎回,
8,2025-06-26,0.7915,0.7915,-0.54,限制大额申购,开放赎回,
9,2025-06-25,0.7958,0.7958,1.63,限制大额申购,开放赎回,
10,2025-06-24,0.783,0.783,1.71,限制大额申购,开放赎回,
11,2025-06-23,0.7698,0.7698,0.43,限制大额申购,开放赎回,
12,2025-06-20,0.7665,0.7665,-0.51,限制大额申购,开放赎回,
13,2025-06-19,0.7704,0.7704,-0.53,限制大额申购,开放赎回,
14,2025-06-18,0.7745,0.7745,0.51,限制大额申购,开放赎回,
15,2025-06-17,0.7706,0.7706,-0.76,限制大额申购,开放赎回,
16,2025-06-16,0.7765,0.7765,-0.19,限制大额申购,开放赎回,
17,2025-06-13,0.778,0.778,-0.4,限制大额申购,开放赎回,
18,2025-06-12,0.7811,0.7811,-0.32,限制大额申购,开放赎回,
19,2025-06-11,0.7836,0.7836,-0.19,限制大额申购,开放赎回,
20,2025-06-10,0.7851,0.7851,-1.75,限制大额申购,开放赎回,
21,2025-06-09,0.7991,0.7991,0.63,限制大额申购,开放赎回,
22,2025-06-06,0.7941,0.7941,-0.43,限制大额申购,开放赎回,
23,2025-06-05,0.7975,0.7975,1.33,限制大额申购,开放赎回,
24,2025-06-04,0.787,0.787,0.42,限制大额申购,开放赎回,
25,2025-06-03,0.7837,0.7837,0.42,限制大额申购,开放赎回,
26,2025-05-30,0.7804,0.7804,-0.83,限制大额申购,开放赎回,
27,2025-05-29,0.7869,0.7869,1.52,限制大额申购,开放赎回,
28,2025-05-28,0.7751,0.7751,-0.23,限制大额申购,开放赎回,
29,2025-05-27,0.7769,0.7769,-0.91,限制大额申购,开放赎回,
30,2025-05-26,0.784,0.784,0.17,限制大额申购,开放赎回,
31,2025-05-23,0.7827,0.7827,-0.97,限制大额申购,开放赎回,
32,2025-05-22,0.7904,0.7904,-0.47,限制大额申购,开放赎回,
33,2025-05-21,0.7941,0.7941,-0.23,限制大额申购,开放赎回,
