,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.8755,0.8755,1.55,开放申购,开放赎回,
1,2025-07-07,0.8621,0.8621,0.22,开放申购,开放赎回,
2,2025-07-04,0.8602,0.8602,0.86,开放申购,开放赎回,
3,2025-07-03,0.8529,0.8529,0.13,开放申购,开放赎回,
4,2025-07-02,0.8518,0.8518,-1.0,开放申购,开放赎回,
5,2025-07-01,0.8604,0.8604,-0.45,开放申购,开放赎回,
6,2025-06-30,0.8643,0.8643,2.69,开放申购,开放赎回,
7,2025-06-27,0.8417,0.8417,-0.3,开放申购,开放赎回,
8,2025-06-26,0.8442,0.8442,-0.01,开放申购,开放赎回,
9,2025-06-25,0.8443,0.8443,0.97,开放申购,开放赎回,
10,2025-06-24,0.8362,0.8362,1.72,开放申购,开放赎回,
11,2025-06-23,0.8221,0.8221,0.43,开放申购,开放赎回,
12,2025-06-20,0.8186,0.8186,-1.46,开放申购,开放赎回,
13,2025-06-19,0.8307,0.8307,-0.6,开放申购,开放赎回,
14,2025-06-18,0.8357,0.8357,-0.89,开放申购,开放赎回,
15,2025-06-17,0.8432,0.8432,-1.03,开放申购,开放赎回,
16,2025-06-16,0.852,0.852,2.35,开放申购,开放赎回,
17,2025-06-13,0.8324,0.8324,-2.02,开放申购,开放赎回,
18,2025-06-12,0.8496,0.8496,1.18,开放申购,开放赎回,
19,2025-06-11,0.8397,0.8397,1.06,开放申购,开放赎回,
20,2025-06-10,0.8309,0.8309,-0.41,开放申购,开放赎回,
21,2025-06-09,0.8343,0.8343,0.8,开放申购,开放赎回,
22,2025-06-06,0.8277,0.8277,-0.6,开放申购,开放赎回,
23,2025-06-05,0.8327,0.8327,1.23,开放申购,开放赎回,
24,2025-06-04,0.8226,0.8226,0.43,开放申购,开放赎回,
25,2025-06-03,0.8191,0.8191,1.46,开放申购,开放赎回,
26,2025-05-30,0.8073,0.8073,-1.09,开放申购,开放赎回,
27,2025-05-29,0.8162,0.8162,1.33,开放申购,开放赎回,
28,2025-05-28,0.8055,0.8055,0.16,开放申购,开放赎回,
29,2025-05-27,0.8042,0.8042,-0.86,开放申购,开放赎回,
30,2025-05-26,0.8112,0.8112,1.59,开放申购,开放赎回,
31,2025-05-23,0.7985,0.7985,-1.64,开放申购,开放赎回,
32,2025-05-22,0.8118,0.8118,0.4,开放申购,开放赎回,
33,2025-05-21,0.8086,0.8086,-0.58,开放申购,开放赎回,
34,2025-05-20,0.8133,0.8133,1.32,开放申购,开放赎回,
35,2025-05-19,0.8027,0.8027,0.07,开放申购,开放赎回,
36,2025-05-16,0.8021,0.8021,0.02,开放申购,开放赎回,
37,2025-05-15,0.8019,0.8019,-2.18,开放申购,开放赎回,
38,2025-05-14,0.8198,0.8198,0.49,开放申购,开放赎回,
39,2025-05-13,0.8158,0.8158,-0.29,开放申购,开放赎回,
40,2025-05-12,0.8182,0.8182,0.83,开放申购,开放赎回,
41,2025-05-09,0.8115,0.8115,-1.78,开放申购,开放赎回,
42,2025-05-08,0.8262,0.8262,0.49,开放申购,开放赎回,
43,2025-05-07,0.8222,0.8222,-0.59,开放申购,开放赎回,
44,2025-05-06,0.8271,0.8271,2.77,开放申购,开放赎回,
45,2025-04-30,0.8048,0.8048,1.05,开放申购,开放赎回,
46,2025-04-29,0.7964,0.7964,1.17,开放申购,开放赎回,
47,2025-04-28,0.7872,0.7872,0.01,开放申购,开放赎回,
48,2025-04-25,0.7871,0.7871,0.32,开放申购,开放赎回,
49,2025-04-24,0.7846,0.7846,-1.56,开放申购,开放赎回,
50,2025-04-23,0.797,0.797,-0.23,开放申购,开放赎回,
51,2025-04-22,0.7988,0.7988,-1.04,开放申购,开放赎回,
52,2025-04-21,0.8072,0.8072,2.1,开放申购,开放赎回,
53,2025-04-18,0.7906,0.7906,0.74,开放申购,开放赎回,
54,2025-04-17,0.7848,0.7848,-0.27,开放申购,开放赎回,
55,2025-04-16,0.7869,0.7869,-0.51,开放申购,开放赎回,
56,2025-04-15,0.7909,0.7909,0.41,开放申购,开放赎回,
57,2025-04-14,0.7877,0.7877,1.26,开放申购,开放赎回,
58,2025-04-11,0.7779,0.7779,-0.56,开放申购,开放赎回,
59,2025-04-10,0.7823,0.7823,2.7,开放申购,开放赎回,
60,2025-04-09,0.7617,0.7617,2.5,开放申购,开放赎回,
61,2025-04-08,0.7431,0.7431,0.87,开放申购,开放赎回,
62,2025-04-07,0.7367,0.7367,-10.78,开放申购,开放赎回,
63,2025-04-03,0.8257,0.8257,0.12,开放申购,开放赎回,
64,2025-04-02,0.8247,0.8247,0.41,开放申购,开放赎回,
65,2025-04-01,0.8213,0.8213,-0.23,开放申购,开放赎回,
66,2025-03-31,0.8232,0.8232,-1.14,开放申购,开放赎回,
67,2025-03-28,0.8327,0.8327,0.4,开放申购,开放赎回,
68,2025-03-27,0.8294,0.8294,-0.13,开放申购,开放赎回,
69,2025-03-26,0.8305,0.8305,0.02,开放申购,开放赎回,
70,2025-03-25,0.8303,0.8303,-1.65,开放申购,开放赎回,
71,2025-03-24,0.8442,0.8442,-0.12,开放申购,开放赎回,
72,2025-03-21,0.8452,0.8452,-1.76,开放申购,开放赎回,
73,2025-03-20,0.8603,0.8603,-1.13,开放申购,开放赎回,
