,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-06-16,2.4541,2.4541,0.76%,限制大额申购,开放赎回,
1,2025-06-13,2.4356,2.4356,-1.22%,限制大额申购,开放赎回,
2,2025-06-12,2.4657,2.4657,0.13%,限制大额申购,开放赎回,
3,2025-06-11,2.4626,2.4626,0.67%,限制大额申购,开放赎回,
4,2025-06-10,2.4462,2.4462,-0.73%,限制大额申购,开放赎回,
5,2025-06-09,2.4642,2.4642,0.92%,限制大额申购,开放赎回,
6,2025-06-06,2.4418,2.4418,0.55%,限制大额申购,开放赎回,
7,2025-06-05,2.4285,2.4285,0.08%,限制大额申购,开放赎回,
8,2025-06-04,2.4265,2.4265,0.86%,限制大额申购,开放赎回,
9,2025-06-03,2.4059,2.4059,1.12%,限制大额申购,开放赎回,
10,2025-05-30,2.3793,2.3793,-0.91%,限制大额申购,开放赎回,
11,2025-05-29,2.4011,2.4011,1.17%,限制大额申购,开放赎回,
12,2025-05-28,2.3734,2.3734,-0.16%,限制大额申购,开放赎回,
13,2025-05-27,2.3773,2.3773,0.30%,限制大额申购,开放赎回,
14,2025-05-26,2.3702,2.3702,0.13%,限制大额申购,开放赎回,
15,2025-05-23,2.3671,2.3671,-0.43%,限制大额申购,开放赎回,
16,2025-05-22,2.3773,2.3773,-1.04%,限制大额申购,开放赎回,
17,2025-05-21,2.4023,2.4023,-0.49%,限制大额申购,开放赎回,
18,2025-05-20,2.4142,2.4142,1.50%,限制大额申购,开放赎回,
19,2025-05-19,2.3785,2.3785,0.93%,限制大额申购,开放赎回,
20,2025-05-16,2.3566,2.3566,0.47%,限制大额申购,开放赎回,
21,2025-05-15,2.3455,2.3455,0.53%,限制大额申购,开放赎回,
22,2025-05-14,2.3332,2.3332,-0.37%,限制大额申购,开放赎回,
23,2025-05-13,2.3418,2.3418,-0.04%,限制大额申购,开放赎回,
24,2025-05-12,2.3428,2.3428,0.73%,限制大额申购,开放赎回,
25,2025-05-09,2.3258,2.3258,-0.16%,限制大额申购,开放赎回,
26,2025-05-08,2.3296,2.3296,1.10%,限制大额申购,开放赎回,
27,2025-05-07,2.3043,2.3043,1.36%,限制大额申购,开放赎回,
28,2025-05-06,2.2734,2.2734,2.32%,限制大额申购,开放赎回,
29,2025-04-30,2.2219,2.2219,1.01%,限制大额申购,开放赎回,
30,2025-04-29,2.1997,2.1997,1.34%,限制大额申购,开放赎回,
31,2025-04-28,2.1707,2.1707,-1.07%,限制大额申购,开放赎回,
32,2025-04-25,2.1942,2.1942,0.05%,限制大额申购,开放赎回,
33,2025-04-24,2.1932,2.1932,-0.47%,限制大额申购,开放赎回,
34,2025-04-23,2.2036,2.2036,0.10%,限制大额申购,开放赎回,
35,2025-04-22,2.2014,2.2014,0.58%,限制大额申购,开放赎回,
