,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.853,0.853,-0.35,开放申购,开放赎回,
1,2025-07-07,0.856,0.856,,开放申购,开放赎回,
2,2025-07-03,0.855,0.855,-0.35,开放申购,开放赎回,
3,2025-07-02,0.858,0.858,,开放申购,开放赎回,
4,2025-06-30,0.847,0.847,0.59,开放申购,开放赎回,
5,2025-06-27,0.842,0.842,-0.94,开放申购,开放赎回,
6,2025-06-26,0.85,0.85,-0.12,开放申购,开放赎回,
7,2025-06-25,0.851,0.851,0.12,开放申购,开放赎回,
8,2025-06-24,0.85,0.85,-1.85,开放申购,开放赎回,
9,2025-06-23,0.866,0.866,-0.23,开放申购,开放赎回,
10,2025-06-20,0.868,0.868,,开放申购,开放赎回,
11,2025-06-18,0.867,0.867,-0.34,开放申购,开放赎回,
12,2025-06-17,0.87,0.87,0.93,开放申购,开放赎回,
13,2025-06-16,0.862,0.862,-1.26,开放申购,开放赎回,
14,2025-06-13,0.873,0.873,1.87,开放申购,开放赎回,
15,2025-06-12,0.857,0.857,0.94,开放申购,开放赎回,
16,2025-06-11,0.849,0.849,0.71,开放申购,开放赎回,
17,2025-06-10,0.843,0.843,0.12,开放申购,开放赎回,
18,2025-06-09,0.842,0.842,0.48,开放申购,开放赎回,
19,2025-06-06,0.838,0.838,-0.71,开放申购,开放赎回,
20,2025-06-05,0.844,0.844,0.0,开放申购,开放赎回,
21,2025-06-04,0.844,0.844,0.12,开放申购,开放赎回,
22,2025-06-03,0.843,0.843,2.18,开放申购,开放赎回,
23,2025-05-30,0.825,0.825,-0.72,开放申购,开放赎回,
24,2025-05-29,0.831,0.831,0.12,开放申购,开放赎回,
25,2025-05-28,0.83,0.83,0.12,开放申购,开放赎回,
26,2025-05-27,0.829,0.829,,开放申购,开放赎回,
27,2025-05-23,0.842,0.842,1.69,开放申购,开放赎回,
28,2025-05-22,0.828,0.828,-0.84,开放申购,开放赎回,
29,2025-05-21,0.835,0.835,0.36,开放申购,开放赎回,
30,2025-05-20,0.832,0.832,1.34,开放申购,开放赎回,
31,2025-05-19,0.821,0.821,0.86,开放申购,开放赎回,
32,2025-05-16,0.814,0.814,-0.73,开放申购,开放赎回,
33,2025-05-15,0.82,0.82,0.61,开放申购,开放赎回,
34,2025-05-14,0.815,0.815,-1.57,开放申购,开放赎回,
35,2025-05-13,0.828,0.828,0.61,开放申购,开放赎回,
36,2025-05-12,0.823,0.823,-1.67,开放申购,开放赎回,
37,2025-05-09,0.837,0.837,0.84,开放申购,开放赎回,
38,2025-05-08,0.83,0.83,-0.84,开放申购,开放赎回,
39,2025-05-07,0.837,0.837,-1.41,开放申购,开放赎回,
40,2025-05-06,0.849,0.849,2.78,开放申购,开放赎回,
41,2025-04-30,0.826,0.826,-0.96,开放申购,开放赎回,
42,2025-04-29,0.834,0.834,-0.95,开放申购,开放赎回,
43,2025-04-28,0.842,0.842,0.6,开放申购,开放赎回,
44,2025-04-25,0.837,0.837,-0.59,开放申购,开放赎回,
45,2025-04-24,0.842,0.842,1.08,开放申购,开放赎回,
46,2025-04-23,0.833,0.833,-1.88,开放申购,开放赎回,
47,2025-04-22,0.849,0.849,,开放申购,开放赎回,
48,2025-04-17,0.841,0.841,0.24,开放申购,开放赎回,
49,2025-04-16,0.839,0.839,2.57,开放申购,开放赎回,
50,2025-04-15,0.818,0.818,0.25,开放申购,开放赎回,
51,2025-04-14,0.816,0.816,0.0,开放申购,开放赎回,
52,2025-04-11,0.816,0.816,0.99,开放申购,开放赎回,
53,2025-04-10,0.808,0.808,0.87,开放申购,开放赎回,
54,2025-04-09,0.801,0.801,0.63,开放申购,开放赎回,
55,2025-04-08,0.796,0.796,-0.62,开放申购,开放赎回,
56,2025-04-07,0.801,0.801,-2.91,开放申购,开放赎回,
57,2025-04-03,0.825,0.825,-1.79,开放申购,开放赎回,
58,2025-04-02,0.84,0.84,0.12,开放申购,开放赎回,
59,2025-04-01,0.839,0.839,0.12,开放申购,开放赎回,
60,2025-03-31,0.838,0.838,1.58,开放申购,开放赎回,
61,2025-03-28,0.825,0.825,0.12,开放申购,开放赎回,
62,2025-03-27,0.824,0.824,0.61,开放申购,开放赎回,
63,2025-03-26,0.819,0.819,0.24,开放申购,开放赎回,
64,2025-03-25,0.817,0.817,0.12,开放申购,开放赎回,
65,2025-03-24,0.816,0.816,0.25,开放申购,开放赎回,
66,2025-03-21,0.814,0.814,-0.37,开放申购,开放赎回,
67,2025-03-20,0.817,0.817,0.37,开放申购,开放赎回,
68,2025-03-19,0.814,0.814,0.37,开放申购,开放赎回,
69,2025-03-18,0.811,0.811,0.37,开放申购,开放赎回,
70,2025-03-17,0.808,0.808,0.62,开放申购,开放赎回,
71,2025-03-14,0.803,0.803,0.12,开放申购,开放赎回,
72,2025-03-13,0.802,0.802,0.5,开放申购,开放赎回,
73,2025-03-12,0.798,0.798,0.63,开放申购,开放赎回,
74,2025-03-11,0.793,0.793,0.76,开放申购,开放赎回,
75,2025-03-10,0.787,0.787,-0.88,开放申购,开放赎回,
76,2025-03-07,0.794,0.794,0.76,开放申购,开放赎回,
77,2025-03-06,0.788,0.788,-0.13,开放申购,开放赎回,
78,2025-03-05,0.789,0.789,-0.63,开放申购,开放赎回,
79,2025-03-04,0.794,0.794,-0.5,开放申购,开放赎回,
80,2025-03-03,0.798,0.798,0.38,开放申购,开放赎回,
81,2025-02-28,0.795,0.795,-0.5,开放申购,开放赎回,
82,2025-02-27,0.799,0.799,-0.37,开放申购,开放赎回,
83,2025-02-26,0.802,0.802,0.0,开放申购,开放赎回,
84,2025-02-25,0.802,0.802,-1.47,开放申购,开放赎回,
85,2025-02-24,0.814,0.814,0.12,开放申购,开放赎回,
