,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-10,1.2383,1.2383,-0.19%,限制大额申购,开放赎回,
1,2025-07-09,1.2407,1.2407,0.68%,限制大额申购,开放赎回,
2,2025-07-08,1.2323,1.2323,0.08%,限制大额申购,开放赎回,
3,2025-07-07,1.2313,1.2313,-0.75%,限制大额申购,开放赎回,
4,2025-07-04,1.2406,1.2406,0.00%,暂停申购,暂停赎回,
5,2025-07-03,1.2406,1.2406,0.82%,限制大额申购,开放赎回,
6,2025-07-02,1.2305,1.2305,0.64%,限制大额申购,开放赎回,
7,2025-07-01,1.2227,1.2227,-0.84%,限制大额申购,开放赎回,
8,2025-06-30,1.2331,1.2331,0.53%,限制大额申购,开放赎回,
9,2025-06-27,1.2266,1.2266,0.38%,限制大额申购,开放赎回,
10,2025-06-26,1.2220,1.2220,0.83%,限制大额申购,开放赎回,
11,2025-06-25,1.2120,1.2120,0.21%,限制大额申购,开放赎回,
12,2025-06-24,1.2094,1.2094,1.38%,限制大额申购,开放赎回,
13,2025-06-23,1.1929,1.1929,1.02%,限制大额申购,开放赎回,
14,2025-06-20,1.1808,1.1808,-0.45%,限制大额申购,开放赎回,
15,2025-06-19,1.1861,1.1861,-0.05%,暂停申购,暂停赎回,
16,2025-06-18,1.1867,1.1867,0.03%,限制大额申购,开放赎回,
17,2025-06-17,1.1864,1.1864,-1.01%,限制大额申购,开放赎回,
18,2025-06-16,1.1985,1.1985,1.37%,限制大额申购,开放赎回,
19,2025-06-13,1.1823,1.1823,-1.26%,限制大额申购,开放赎回,
20,2025-06-12,1.1974,1.1974,0.21%,限制大额申购,开放赎回,
21,2025-06-11,1.1949,1.1949,-0.38%,限制大额申购,开放赎回,
22,2025-06-10,1.1995,1.1995,0.60%,限制大额申购,开放赎回,
23,2025-06-09,1.1923,1.1923,0.17%,限制大额申购,开放赎回,
24,2025-06-06,1.1903,1.1903,0.92%,限制大额申购,开放赎回,
25,2025-06-05,1.1794,1.1794,-0.78%,限制大额申购,开放赎回,
26,2025-06-04,1.1887,1.1887,0.29%,限制大额申购,开放赎回,
