,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.9718,0.9718,1.99,开放申购,开放赎回,
1,2025-07-07,0.9528,0.9528,0.0,开放申购,开放赎回,
2,2025-07-04,0.9528,0.9528,-0.28,开放申购,开放赎回,
3,2025-07-03,0.9555,0.9555,-1.35,开放申购,开放赎回,
4,2025-07-02,0.9686,0.9686,-0.89,开放申购,开放赎回,
5,2025-07-01,0.9773,0.9773,-0.07,暂停申购,暂停赎回,
6,2025-06-30,0.978,0.978,-0.55,开放申购,开放赎回,
7,2025-06-27,0.9834,0.9834,0.82,开放申购,开放赎回,
8,2025-06-26,0.9754,0.9754,-0.48,开放申购,开放赎回,
9,2025-06-25,0.9801,0.9801,0.85,开放申购,开放赎回,
10,2025-06-24,0.9718,0.9718,2.09,开放申购,开放赎回,
11,2025-06-23,0.9519,0.9519,0.6,开放申购,开放赎回,
12,2025-06-20,0.9462,0.9462,0.73,开放申购,开放赎回,
13,2025-06-19,0.9393,0.9393,-2.68,开放申购,开放赎回,
14,2025-06-18,0.9652,0.9652,-1.13,开放申购,开放赎回,
15,2025-06-17,0.9762,0.9762,-0.31,开放申购,开放赎回,
16,2025-06-16,0.9792,0.9792,2.1,开放申购,开放赎回,
17,2025-06-13,0.9591,0.9591,-1.58,开放申购,开放赎回,
18,2025-06-12,0.9745,0.9745,-0.91,开放申购,开放赎回,
19,2025-06-11,0.9834,0.9834,1.04,开放申购,开放赎回,
20,2025-06-10,0.9733,0.9733,-0.64,开放申购,开放赎回,
21,2025-06-09,0.9796,0.9796,2.89,开放申购,开放赎回,
22,2025-06-06,0.9521,0.9521,-1.01,开放申购,开放赎回,
23,2025-06-05,0.9618,0.9618,2.17,开放申购,开放赎回,
24,2025-06-04,0.9414,0.9414,0.82,开放申购,开放赎回,
25,2025-06-03,0.9337,0.9337,0.43,开放申购,开放赎回,
26,2025-05-30,0.9297,0.9297,-2.68,开放申购,开放赎回,
27,2025-05-29,0.9553,0.9553,2.18,开放申购,开放赎回,
28,2025-05-28,0.9349,0.9349,-0.52,开放申购,开放赎回,
29,2025-05-27,0.9398,0.9398,1.06,开放申购,开放赎回,
