,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,1.4422,1.4422,1.61,开放申购,开放赎回,
1,2025-07-07,1.4225,1.4225,0.09,开放申购,开放赎回,
2,2025-07-04,1.4214,1.4214,0.53,开放申购,开放赎回,
3,2025-07-03,1.415,1.415,-0.02,开放申购,开放赎回,
4,2025-07-02,1.4152,1.4152,3.28,开放申购,开放赎回,
5,2025-07-01,1.3766,1.3766,0.81,开放申购,开放赎回,
6,2025-06-30,1.3672,1.3672,0.52,开放申购,开放赎回,
7,2025-06-27,1.3612,1.3612,0.63,开放申购,开放赎回,
8,2025-06-26,1.3539,1.3539,-0.76,开放申购,开放赎回,
9,2025-06-25,1.3627,1.3627,0.84,开放申购,开放赎回,
10,2025-06-24,1.353,1.353,1.03,开放申购,开放赎回,
11,2025-06-23,1.3413,1.3413,-0.08,开放申购,开放赎回,
12,2025-06-20,1.3422,1.3422,0.12,开放申购,开放赎回,
13,2025-06-19,1.3408,1.3408,-1.2,开放申购,开放赎回,
14,2025-06-18,1.3546,1.3546,-0.81,开放申购,开放赎回,
15,2025-06-17,1.364,1.364,0.26,开放申购,开放赎回,
16,2025-06-16,1.361,1.361,-0.11,开放申购,开放赎回,
17,2025-06-13,1.3623,1.3623,-0.79,开放申购,开放赎回,
18,2025-06-12,1.3716,1.3716,-0.22,开放申购,开放赎回,
19,2025-06-11,1.3742,1.3742,1.02,开放申购,开放赎回,
20,2025-06-10,1.3623,1.3623,-0.39,开放申购,开放赎回,
21,2025-06-09,1.3669,1.3669,0.66,开放申购,开放赎回,
22,2025-06-06,1.3593,1.3593,0.32,开放申购,开放赎回,
23,2025-06-05,1.3556,1.3556,-0.25,开放申购,开放赎回,
24,2025-06-04,1.3585,1.3585,1.07,开放申购,开放赎回,
25,2025-06-03,1.3462,1.3462,-1.37,开放申购,开放赎回,
26,2025-05-30,1.3621,1.3621,-0.04,开放申购,开放赎回,
27,2025-05-29,1.3626,1.3626,0.31,开放申购,开放赎回,
28,2025-05-28,1.359,1.359,-0.45,开放申购,开放赎回,
29,2025-05-27,1.3642,1.3642,-0.64,开放申购,开放赎回,
30,2025-05-26,1.3717,1.3717,0.14,开放申购,开放赎回,
31,2025-05-23,1.3701,1.3701,-0.56,开放申购,开放赎回,
32,2025-05-22,1.3767,1.3767,-0.9,开放申购,开放赎回,
33,2025-05-21,1.3874,1.3874,-0.1,开放申购,开放赎回,
34,2025-05-20,1.3886,1.3886,-0.09,开放申购,开放赎回,
35,2025-05-19,1.3897,1.3897,0.8,开放申购,开放赎回,
36,2025-05-16,1.3803,1.3803,-0.34,开放申购,开放赎回,
37,2025-05-15,1.3843,1.3843,-0.69,开放申购,开放赎回,
38,2025-05-14,1.3925,1.3925,0.24,开放申购,开放赎回,
39,2025-05-13,1.3897,1.3897,0.29,开放申购,开放赎回,
40,2025-05-12,1.3863,1.3863,0.41,开放申购,开放赎回,
41,2025-05-09,1.3814,1.3814,-0.68,开放申购,开放赎回,
42,2025-05-08,1.3895,1.3895,-0.42,开放申购,开放赎回,
43,2025-05-07,1.3945,1.3945,0.78,开放申购,开放赎回,
44,2025-05-06,1.3852,1.3852,1.94,开放申购,开放赎回,
45,2025-04-30,1.3626,1.3626,-1.17,开放申购,开放赎回,
46,2025-04-29,1.3764,1.3764,0.03,开放申购,开放赎回,
47,2025-04-28,1.376,1.376,0.79,开放申购,开放赎回,
48,2025-04-25,1.3668,1.3668,0.94,开放申购,开放赎回,
49,2025-04-24,1.3559,1.3559,-0.15,开放申购,开放赎回,
50,2025-04-23,1.3576,1.3576,0.43,开放申购,开放赎回,
51,2025-04-22,1.3527,1.3527,-0.21,开放申购,开放赎回,
52,2025-04-21,1.3551,1.3551,1.04,开放申购,开放赎回,
53,2025-04-18,1.3432,1.3432,0.52,开放申购,开放赎回,
54,2025-04-17,1.3373,1.3373,0.05,开放申购,开放赎回,
55,2025-04-16,1.3367,1.3367,-0.56,开放申购,开放赎回,
56,2025-04-15,1.3431,1.3431,-1.0,开放申购,开放赎回,
57,2025-04-14,1.3546,1.3546,1.33,开放申购,开放赎回,
58,2025-04-11,1.3395,1.3395,0.04,开放申购,开放赎回,
59,2025-04-10,1.339,1.339,1.77,开放申购,开放赎回,
60,2025-04-09,1.3192,1.3192,0.58,开放申购,开放赎回,
61,2025-04-08,1.3128,1.3128,0.56,开放申购,开放赎回,
62,2025-04-07,1.3066,1.3066,-9.04,开放申购,开放赎回,
