,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.5652,0.5652,0.27,开放申购,开放赎回,
1,2025-07-07,0.5637,0.5637,-1.93,开放申购,开放赎回,
2,2025-07-04,0.5748,0.5748,0.61,开放申购,开放赎回,
3,2025-07-03,0.5713,0.5713,1.96,开放申购,开放赎回,
4,2025-07-02,0.5603,0.5603,-1.34,开放申购,开放赎回,
5,2025-07-01,0.5679,0.5679,2.01,开放申购,开放赎回,
6,2025-06-30,0.5567,0.5567,1.14,开放申购,开放赎回,
7,2025-06-27,0.5504,0.5504,0.13,开放申购,开放赎回,
8,2025-06-26,0.5497,0.5497,-1.61,开放申购,开放赎回,
9,2025-06-25,0.5587,0.5587,0.45,开放申购,开放赎回,
10,2025-06-24,0.5562,0.5562,1.05,开放申购,开放赎回,
11,2025-06-23,0.5504,0.5504,0.84,开放申购,开放赎回,
12,2025-06-20,0.5458,0.5458,-0.04,开放申购,开放赎回,
13,2025-06-19,0.546,0.546,-1.44,开放申购,开放赎回,
14,2025-06-18,0.554,0.554,-0.52,开放申购,开放赎回,
15,2025-06-17,0.5569,0.5569,-2.62,开放申购,开放赎回,
16,2025-06-16,0.5719,0.5719,-0.49,开放申购,开放赎回,
17,2025-06-13,0.5747,0.5747,-2.03,开放申购,开放赎回,
18,2025-06-12,0.5866,0.5866,2.55,开放申购,开放赎回,
19,2025-06-11,0.572,0.572,-0.83,开放申购,开放赎回,
20,2025-06-10,0.5768,0.5768,0.86,开放申购,开放赎回,
21,2025-06-09,0.5719,0.5719,2.38,开放申购,开放赎回,
22,2025-06-06,0.5586,0.5586,-0.66,开放申购,开放赎回,
23,2025-06-05,0.5623,0.5623,-1.32,开放申购,开放赎回,
24,2025-06-04,0.5698,0.5698,1.41,开放申购,开放赎回,
25,2025-06-03,0.5619,0.5619,0.99,开放申购,开放赎回,
26,2025-05-30,0.5564,0.5564,0.69,开放申购,开放赎回,
27,2025-05-29,0.5526,0.5526,3.15,开放申购,开放赎回,
28,2025-05-28,0.5357,0.5357,-0.46,开放申购,开放赎回,
29,2025-05-27,0.5382,0.5382,1.26,开放申购,开放赎回,
30,2025-05-26,0.5315,0.5315,-1.63,开放申购,开放赎回,
31,2025-05-23,0.5403,0.5403,0.2,开放申购,开放赎回,
32,2025-05-22,0.5392,0.5392,-0.15,开放申购,开放赎回,
33,2025-05-21,0.54,0.54,1.29,开放申购,开放赎回,
34,2025-05-20,0.5331,0.5331,2.3,开放申购,开放赎回,
35,2025-05-19,0.5211,0.5211,-0.23,开放申购,开放赎回,
36,2025-05-16,0.5223,0.5223,0.89,开放申购,开放赎回,
37,2025-05-15,0.5177,0.5177,0.21,开放申购,开放赎回,
38,2025-05-14,0.5166,0.5166,0.41,开放申购,开放赎回,
39,2025-05-13,0.5145,0.5145,1.08,开放申购,开放赎回,
40,2025-05-12,0.509,0.509,-1.41,开放申购,开放赎回,
41,2025-05-09,0.5163,0.5163,0.27,开放申购,开放赎回,
42,2025-05-08,0.5149,0.5149,-0.04,开放申购,开放赎回,
43,2025-05-07,0.5151,0.5151,-1.09,开放申购,开放赎回,
44,2025-05-06,0.5208,0.5208,0.68,开放申购,开放赎回,
45,2025-04-30,0.5173,0.5173,0.78,开放申购,开放赎回,
46,2025-04-29,0.5133,0.5133,0.53,开放申购,开放赎回,
47,2025-04-28,0.5106,0.5106,0.06,开放申购,开放赎回,
48,2025-04-25,0.5103,0.5103,-0.78,开放申购,开放赎回,
49,2025-04-24,0.5143,0.5143,0.76,开放申购,开放赎回,
50,2025-04-23,0.5104,0.5104,-0.82,开放申购,开放赎回,
51,2025-04-22,0.5146,0.5146,1.16,开放申购,开放赎回,
52,2025-04-21,0.5087,0.5087,1.64,开放申购,开放赎回,
53,2025-04-18,0.5005,0.5005,-0.16,开放申购,开放赎回,
54,2025-04-17,0.5013,0.5013,-0.48,开放申购,开放赎回,
55,2025-04-16,0.5037,0.5037,-0.69,开放申购,开放赎回,
56,2025-04-15,0.5072,0.5072,-0.43,开放申购,开放赎回,
57,2025-04-14,0.5094,0.5094,1.19,开放申购,开放赎回,
58,2025-04-11,0.5034,0.5034,0.62,开放申购,开放赎回,
59,2025-04-10,0.5003,0.5003,2.27,开放申购,开放赎回,
60,2025-04-09,0.4892,0.4892,-0.55,开放申购,开放赎回,
61,2025-04-08,0.4919,0.4919,-0.12,开放申购,开放赎回,
62,2025-04-07,0.4925,0.4925,-8.18,开放申购,开放赎回,
63,2025-04-03,0.5364,0.5364,-0.37,开放申购,开放赎回,
64,2025-04-02,0.5384,0.5384,-0.85,开放申购,开放赎回,
65,2025-04-01,0.543,0.543,4.12,开放申购,开放赎回,
66,2025-03-31,0.5215,0.5215,-0.97,开放申购,开放赎回,
67,2025-03-28,0.5266,0.5266,0.11,开放申购,开放赎回,
68,2025-03-27,0.526,0.526,3.44,开放申购,开放赎回,
69,2025-03-26,0.5085,0.5085,-0.2,开放申购,开放赎回,
70,2025-03-25,0.5095,0.5095,0.14,开放申购,开放赎回,
71,2025-03-24,0.5088,0.5088,-0.41,开放申购,开放赎回,
72,2025-03-21,0.5109,0.5109,-1.86,开放申购,开放赎回,
73,2025-03-20,0.5206,0.5206,-0.69,开放申购,开放赎回,
74,2025-03-19,0.5242,0.5242,0.25,开放申购,开放赎回,
75,2025-03-18,0.5229,0.5229,1.79,开放申购,开放赎回,
76,2025-03-17,0.5137,0.5137,0.1,开放申购,开放赎回,
77,2025-03-14,0.5132,0.5132,2.29,开放申购,开放赎回,
78,2025-03-13,0.5017,0.5017,-0.59,开放申购,开放赎回,
79,2025-03-12,0.5047,0.5047,-0.84,开放申购,开放赎回,
80,2025-03-11,0.509,0.509,0.14,开放申购,开放赎回,
81,2025-03-10,0.5083,0.5083,0.12,开放申购,开放赎回,
82,2025-03-07,0.5077,0.5077,-0.92,开放申购,开放赎回,
83,2025-03-06,0.5124,0.5124,1.57,开放申购,开放赎回,
84,2025-03-05,0.5045,0.5045,-0.41,开放申购,开放赎回,
85,2025-03-04,0.5066,0.5066,-0.1,开放申购,开放赎回,
86,2025-03-03,0.5071,0.5071,0.34,开放申购,开放赎回,
87,2025-02-28,0.5054,0.5054,-2.3,开放申购,开放赎回,
88,2025-02-27,0.5173,0.5173,0.25,开放申购,开放赎回,
89,2025-02-26,0.516,0.516,1.84,开放申购,开放赎回,
90,2025-02-25,0.5067,0.5067,-1.0,开放申购,开放赎回,
91,2025-02-24,0.5118,0.5118,-1.35,开放申购,开放赎回,
92,2025-02-21,0.5188,0.5188,2.85,开放申购,开放赎回,
93,2025-02-20,0.5044,0.5044,1.92,开放申购,开放赎回,
94,2025-02-19,0.4949,0.4949,0.26,开放申购,开放赎回,
95,2025-02-18,0.4936,0.4936,-1.06,开放申购,开放赎回,
96,2025-02-17,0.4989,0.4989,0.54,开放申购,开放赎回,
97,2025-02-14,0.4962,0.4962,1.78,开放申购,开放赎回,
98,2025-02-13,0.4875,0.4875,-0.51,开放申购,开放赎回,
99,2025-02-12,0.49,0.49,0.12,开放申购,开放赎回,
100,2025-02-11,0.4894,0.4894,-1.21,开放申购,开放赎回,
101,2025-02-10,0.4954,0.4954,0.81,开放申购,开放赎回,
102,2025-02-07,0.4914,0.4914,0.82,开放申购,开放赎回,
103,2025-02-06,0.4874,0.4874,1.2,开放申购,开放赎回,
104,2025-02-05,0.4816,0.4816,0.33,开放申购,开放赎回,
105,2025-01-27,0.48,0.48,-0.06,开放申购,开放赎回,
106,2025-01-24,0.4803,0.4803,0.52,开放申购,开放赎回,
107,2025-01-23,0.4778,0.4778,-0.52,开放申购,开放赎回,
108,2025-01-22,0.4803,0.4803,-0.37,开放申购,开放赎回,
109,2025-01-21,0.4821,0.4821,-0.47,开放申购,开放赎回,
110,2025-01-20,0.4844,0.4844,1.94,开放申购,开放赎回,
111,2025-01-17,0.4752,0.4752,0.42,开放申购,开放赎回,
112,2025-01-16,0.4732,0.4732,-0.17,开放申购,开放赎回,
113,2025-01-15,0.474,0.474,-1.02,开放申购,开放赎回,
114,2025-01-14,0.4789,0.4789,2.81,开放申购,开放赎回,
115,2025-01-13,0.4658,0.4658,0.5,开放申购,开放赎回,
116,2025-01-10,0.4635,0.4635,-0.98,开放申购,开放赎回,
117,2025-01-09,0.4681,0.4681,-0.19,开放申购,开放赎回,
118,2025-01-08,0.469,0.469,-0.95,开放申购,开放赎回,
119,2025-01-07,0.4735,0.4735,-1.33,开放申购,开放赎回,
120,2025-01-06,0.4799,0.4799,0.63,开放申购,开放赎回,
121,2025-01-03,0.4769,0.4769,-0.91,开放申购,开放赎回,
122,2025-01-02,0.4813,0.4813,-2.29,开放申购,开放赎回,
123,2024-12-31,0.4926,0.4926,-1.85,开放申购,开放赎回,
124,2024-12-30,0.5019,0.5019,0.18,开放申购,开放赎回,
125,2024-12-27,0.501,0.501,0.1,开放申购,开放赎回,
126,2024-12-26,0.5005,0.5005,-0.48,开放申购,开放赎回,
127,2024-12-25,0.5029,0.5029,-0.65,开放申购,开放赎回,
128,2024-12-24,0.5062,0.5062,0.84,开放申购,开放赎回,
129,2024-12-23,0.502,0.502,-1.28,开放申购,开放赎回,
130,2024-12-20,0.5085,0.5085,-0.06,开放申购,开放赎回,
131,2024-12-19,0.5088,0.5088,-0.25,开放申购,开放赎回,
132,2024-12-18,0.5101,0.5101,0.12,开放申购,开放赎回,
133,2024-12-17,0.5095,0.5095,-0.62,开放申购,开放赎回,
134,2024-12-16,0.5127,0.5127,-1.08,开放申购,开放赎回,
135,2024-12-13,0.5183,0.5183,-1.95,开放申购,开放赎回,
136,2024-12-12,0.5286,0.5286,0.15,开放申购,开放赎回,
137,2024-12-11,0.5278,0.5278,0.06,开放申购,开放赎回,
138,2024-12-10,0.5275,0.5275,-0.66,开放申购,开放赎回,
139,2024-12-09,0.531,0.531,0.49,开放申购,开放赎回,
140,2024-12-06,0.5284,0.5284,2.52,开放申购,开放赎回,
141,2024-12-05,0.5154,0.5154,-0.27,开放申购,开放赎回,
142,2024-12-04,0.5168,0.5168,-1.66,开放申购,开放赎回,
143,2024-12-03,0.5255,0.5255,-0.04,开放申购,开放赎回,
144,2024-12-02,0.5257,0.5257,0.94,开放申购,开放赎回,
145,2024-11-29,0.5208,0.5208,1.76,开放申购,开放赎回,
146,2024-11-28,0.5118,0.5118,-0.76,开放申购,开放赎回,
147,2024-11-27,0.5157,0.5157,2.28,开放申购,开放赎回,
148,2024-11-26,0.5042,0.5042,0.22,开放申购,开放赎回,
149,2024-11-25,0.5031,0.5031,0.02,开放申购,开放赎回,
150,2024-11-22,0.503,0.503,-4.03,开放申购,开放赎回,
151,2024-11-21,0.5241,0.5241,-0.19,开放申购,开放赎回,
152,2024-11-20,0.5251,0.5251,3.1,开放申购,开放赎回,
153,2024-11-19,0.5093,0.5093,0.97,开放申购,开放赎回,
154,2024-11-18,0.5044,0.5044,-1.56,开放申购,开放赎回,
155,2024-11-15,0.5124,0.5124,-1.86,开放申购,开放赎回,
156,2024-11-14,0.5221,0.5221,-2.81,开放申购,开放赎回,
157,2024-11-13,0.5372,0.5372,-1.07,开放申购,开放赎回,
158,2024-11-12,0.543,0.543,0.87,开放申购,开放赎回,
159,2024-11-11,0.5383,0.5383,1.37,开放申购,开放赎回,
160,2024-11-08,0.531,0.531,-0.84,开放申购,开放赎回,
161,2024-11-07,0.5355,0.5355,2.37,开放申购,开放赎回,
162,2024-11-06,0.5231,0.5231,0.02,开放申购,开放赎回,
163,2024-11-05,0.523,0.523,2.05,开放申购,开放赎回,
164,2024-11-04,0.5125,0.5125,1.3,开放申购,开放赎回,
165,2024-11-01,0.5059,0.5059,0.0,开放申购,开放赎回,
166,2024-10-31,0.5059,0.5059,-0.57,开放申购,开放赎回,
167,2024-10-30,0.5088,0.5088,-1.59,开放申购,开放赎回,
168,2024-10-29,0.517,0.517,-1.99,开放申购,开放赎回,
169,2024-10-28,0.5275,0.5275,1.21,开放申购,开放赎回,
170,2024-10-25,0.5212,0.5212,1.46,开放申购,开放赎回,
171,2024-10-24,0.5137,0.5137,-0.91,开放申购,开放赎回,
172,2024-10-23,0.5184,0.5184,0.04,开放申购,开放赎回,
173,2024-10-22,0.5182,0.5182,0.45,开放申购,开放赎回,
174,2024-10-21,0.5159,0.5159,0.64,开放申购,开放赎回,
175,2024-10-18,0.5126,0.5126,3.89,开放申购,开放赎回,
176,2024-10-17,0.4934,0.4934,-0.46,开放申购,开放赎回,
177,2024-10-16,0.4957,0.4957,-1.39,开放申购,开放赎回,
178,2024-10-15,0.5027,0.5027,-2.39,开放申购,开放赎回,
179,2024-10-14,0.515,0.515,1.18,开放申购,开放赎回,
180,2024-10-11,0.509,0.509,-5.25,开放申购,开放赎回,
181,2024-10-10,0.5372,0.5372,-0.78,开放申购,开放赎回,
