,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.9559,0.9559,0.85,开放申购,开放赎回,
1,2025-07-07,0.9478,0.9478,-0.39,开放申购,开放赎回,
2,2025-07-04,0.9515,0.9515,0.35,开放申购,开放赎回,
3,2025-07-03,0.9482,0.9482,0.64,开放申购,开放赎回,
4,2025-07-02,0.9422,0.9422,0.02,开放申购,开放赎回,
5,2025-07-01,0.942,0.942,0.15,开放申购,开放赎回,
6,2025-06-30,0.9406,0.9406,0.42,开放申购,开放赎回,
7,2025-06-27,0.9367,0.9367,-0.55,开放申购,开放赎回,
8,2025-06-26,0.9419,0.9419,-0.24,开放申购,开放赎回,
9,2025-06-25,0.9442,0.9442,1.52,开放申购,开放赎回,
10,2025-06-24,0.9301,0.9301,1.19,开放申购,开放赎回,
11,2025-06-23,0.9192,0.9192,0.34,开放申购,开放赎回,
12,2025-06-20,0.9161,0.9161,0.2,开放申购,开放赎回,
13,2025-06-19,0.9143,0.9143,-0.84,开放申购,开放赎回,
14,2025-06-18,0.922,0.922,0.15,开放申购,开放赎回,
15,2025-06-17,0.9206,0.9206,-0.09,开放申购,开放赎回,
16,2025-06-16,0.9214,0.9214,0.26,开放申购,开放赎回,
17,2025-06-13,0.919,0.919,-0.66,开放申购,开放赎回,
18,2025-06-12,0.9251,0.9251,0.04,开放申购,开放赎回,
19,2025-06-11,0.9247,0.9247,0.81,开放申购,开放赎回,
20,2025-06-10,0.9173,0.9173,-0.52,开放申购,开放赎回,
21,2025-06-09,0.9221,0.9221,0.3,开放申购,开放赎回,
22,2025-06-06,0.9193,0.9193,-0.03,开放申购,开放赎回,
23,2025-06-05,0.9196,0.9196,0.24,开放申购,开放赎回,
24,2025-06-04,0.9174,0.9174,0.44,开放申购,开放赎回,
25,2025-06-03,0.9134,0.9134,0.29,开放申购,开放赎回,
26,2025-05-30,0.9108,0.9108,-0.46,开放申购,开放赎回,
27,2025-05-29,0.915,0.915,0.6,开放申购,开放赎回,
28,2025-05-28,0.9095,0.9095,-0.09,开放申购,开放赎回,
29,2025-05-27,0.9103,0.9103,-0.51,开放申购,开放赎回,
30,2025-05-26,0.915,0.915,-0.58,开放申购,开放赎回,
31,2025-05-23,0.9203,0.9203,-0.78,开放申购,开放赎回,
32,2025-05-22,0.9275,0.9275,-0.06,开放申购,开放赎回,
33,2025-05-21,0.9281,0.9281,0.49,开放申购,开放赎回,
34,2025-05-20,0.9236,0.9236,0.56,开放申购,开放赎回,
35,2025-05-19,0.9185,0.9185,-0.28,开放申购,开放赎回,
36,2025-05-16,0.9211,0.9211,-0.48,开放申购,开放赎回,
37,2025-05-15,0.9255,0.9255,-0.89,开放申购,开放赎回,
38,2025-05-14,0.9338,0.9338,1.2,开放申购,开放赎回,
39,2025-05-13,0.9227,0.9227,0.15,开放申购,开放赎回,
40,2025-05-12,0.9213,0.9213,1.13,开放申购,开放赎回,
41,2025-05-09,0.911,0.911,-0.15,开放申购,开放赎回,
42,2025-05-08,0.9124,0.9124,0.58,开放申购,开放赎回,
43,2025-05-07,0.9071,0.9071,0.58,开放申购,开放赎回,
