,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,1.128,1.128,0.82,开放申购,开放赎回,
1,2025-07-07,1.1188,1.1188,-0.11,开放申购,开放赎回,
2,2025-07-04,1.12,1.12,-0.41,开放申购,开放赎回,
3,2025-07-03,1.1246,1.1246,-0.2,开放申购,开放赎回,
4,2025-07-02,1.1269,1.1269,1.03,开放申购,开放赎回,
5,2025-07-01,1.1154,1.1154,0.83,开放申购,开放赎回,
6,2025-06-30,1.1062,1.1062,0.21,开放申购,开放赎回,
7,2025-06-27,1.1039,1.1039,0.74,开放申购,开放赎回,
8,2025-06-26,1.0958,1.0958,0.11,开放申购,开放赎回,
9,2025-06-25,1.0946,1.0946,0.42,开放申购,开放赎回,
10,2025-06-24,1.09,1.09,0.0,开放申购,开放赎回,
11,2025-06-23,1.09,1.09,0.41,开放申购,开放赎回,
12,2025-06-20,1.0855,1.0855,-0.21,开放申购,开放赎回,
13,2025-06-19,1.0878,1.0878,-1.05,开放申购,开放赎回,
14,2025-06-18,1.0993,1.0993,-0.43,开放申购,开放赎回,
15,2025-06-17,1.104,1.104,0.21,开放申购,开放赎回,
16,2025-06-16,1.1017,1.1017,0.1,开放申购,开放赎回,
17,2025-06-13,1.1006,1.1006,0.32,开放申购,开放赎回,
18,2025-06-12,1.0971,1.0971,0.42,开放申购,开放赎回,
19,2025-06-11,1.0925,1.0925,0.97,开放申购,开放赎回,
20,2025-06-10,1.082,1.082,-0.32,开放申购,开放赎回,
21,2025-06-09,1.0855,1.0855,-0.01,开放申购,开放赎回,
22,2025-06-06,1.0856,1.0856,0.97,开放申购,开放赎回,
23,2025-06-05,1.0752,1.0752,-0.21,开放申购,开放赎回,
24,2025-06-04,1.0775,1.0775,0.87,开放申购,开放赎回,
25,2025-06-03,1.0682,1.0682,0.43,开放申购,开放赎回,
26,2025-05-30,1.0636,1.0636,-0.55,开放申购,开放赎回,
27,2025-05-29,1.0695,1.0695,0.33,开放申购,开放赎回,
28,2025-05-28,1.066,1.066,0.33,开放申购,开放赎回,
29,2025-05-27,1.0625,1.0625,-0.98,开放申购,开放赎回,
30,2025-05-26,1.073,1.073,0.11,开放申购,开放赎回,
31,2025-05-23,1.0718,1.0718,-0.33,开放申购,开放赎回,
32,2025-05-22,1.0753,1.0753,-0.87,开放申购,开放赎回,
33,2025-05-21,1.0847,1.0847,1.41,开放申购,开放赎回,
