,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,1.0469,1.0469,-0.38,开放申购,开放赎回,
1,2025-07-07,1.0509,1.0509,1.68,开放申购,开放赎回,
2,2025-07-04,1.0335,1.0335,0.8,开放申购,开放赎回,
3,2025-07-03,1.0253,1.0253,-0.06,开放申购,开放赎回,
4,2025-07-02,1.0259,1.0259,0.26,开放申购,开放赎回,
5,2025-07-01,1.0232,1.0232,1.03,开放申购,开放赎回,
6,2025-06-30,1.0128,1.0128,0.31,开放申购,开放赎回,
7,2025-06-27,1.0097,1.0097,-0.92,开放申购,开放赎回,
8,2025-06-26,1.0191,1.0191,-0.09,开放申购,开放赎回,
9,2025-06-25,1.02,1.02,0.95,开放申购,开放赎回,
10,2025-06-24,1.0104,1.0104,0.43,开放申购,开放赎回,
11,2025-06-23,1.0061,1.0061,-0.26,开放申购,开放赎回,
12,2025-06-20,1.0087,1.0087,-0.47,开放申购,开放赎回,
13,2025-06-19,1.0135,1.0135,-1.07,开放申购,开放赎回,
14,2025-06-18,1.0245,1.0245,0.09,开放申购,开放赎回,
15,2025-06-17,1.0236,1.0236,0.91,开放申购,开放赎回,
16,2025-06-16,1.0144,1.0144,-0.2,开放申购,开放赎回,
17,2025-06-13,1.0164,1.0164,0.63,开放申购,开放赎回,
18,2025-06-12,1.01,1.01,-0.39,开放申购,开放赎回,
19,2025-06-11,1.014,1.014,0.08,开放申购,开放赎回,
20,2025-06-10,1.0132,1.0132,-0.09,开放申购,开放赎回,
21,2025-06-09,1.0141,1.0141,0.09,开放申购,开放赎回,
22,2025-06-06,1.0132,1.0132,0.27,开放申购,开放赎回,
23,2025-06-05,1.0105,1.0105,-0.11,开放申购,开放赎回,
24,2025-06-04,1.0116,1.0116,-0.22,开放申购,开放赎回,
25,2025-06-03,1.0138,1.0138,-0.42,开放申购,开放赎回,
26,2025-05-30,1.0181,1.0181,-0.38,开放申购,开放赎回,
27,2025-05-29,1.022,1.022,0.16,开放申购,开放赎回,
28,2025-05-28,1.0204,1.0204,-0.27,开放申购,开放赎回,
29,2025-05-27,1.0232,1.0232,-0.17,开放申购,开放赎回,
30,2025-05-26,1.0249,1.0249,0.74,开放申购,开放赎回,
31,2025-05-23,1.0174,1.0174,-0.94,开放申购,开放赎回,
32,2025-05-22,1.0271,1.0271,-0.67,开放申购,开放赎回,
33,2025-05-21,1.034,1.034,0.07,开放申购,开放赎回,
34,2025-05-20,1.0333,1.0333,1.06,开放申购,开放赎回,
35,2025-05-19,1.0225,1.0225,0.64,开放申购,开放赎回,
36,2025-05-16,1.016,1.016,-0.44,开放申购,开放赎回,
37,2025-05-15,1.0205,1.0205,0.2,开放申购,开放赎回,
38,2025-05-14,1.0185,1.0185,0.18,开放申购,开放赎回,
39,2025-05-13,1.0167,1.0167,0.19,开放申购,开放赎回,
40,2025-05-12,1.0148,1.0148,-0.34,开放申购,开放赎回,
41,2025-05-09,1.0183,1.0183,0.6,开放申购,开放赎回,
42,2025-05-08,1.0122,1.0122,0.28,开放申购,开放赎回,
43,2025-05-07,1.0094,1.0094,0.25,开放申购,开放赎回,
44,2025-05-06,1.0069,1.0069,0.77,开放申购,开放赎回,
45,2025-04-30,0.9992,0.9992,-0.76,开放申购,开放赎回,
46,2025-04-29,1.0069,1.0069,-1.83,开放申购,开放赎回,
47,2025-04-28,1.0257,1.0257,0.72,开放申购,开放赎回,
48,2025-04-25,1.0184,1.0184,1.14,开放申购,开放赎回,
49,2025-04-24,1.0069,1.0069,0.97,开放申购,开放赎回,
50,2025-04-23,0.9972,0.9972,-0.31,开放申购,开放赎回,
51,2025-04-22,1.0003,1.0003,-0.22,开放申购,开放赎回,
52,2025-04-21,1.0025,1.0025,0.24,开放申购,开放赎回,
53,2025-04-18,1.0001,1.0001,-0.44,开放申购,开放赎回,
54,2025-04-17,1.0045,1.0045,-0.17,开放申购,开放赎回,
55,2025-04-16,1.0062,1.0062,0.43,开放申购,开放赎回,
56,2025-04-15,1.0019,1.0019,0.52,开放申购,开放赎回,
57,2025-04-14,0.9967,0.9967,1.17,开放申购,开放赎回,
58,2025-04-11,0.9852,0.9852,-0.6,开放申购,开放赎回,
59,2025-04-10,0.9911,0.9911,0.02,开放申购,开放赎回,
60,2025-04-09,0.9909,0.9909,0.42,开放申购,开放赎回,
61,2025-04-08,0.9868,0.9868,2.51,开放申购,开放赎回,
62,2025-04-07,0.9626,0.9626,-4.93,开放申购,开放赎回,
63,2025-04-03,1.0125,1.0125,1.34,开放申购,开放赎回,
64,2025-04-02,0.9991,0.9991,-0.86,开放申购,开放赎回,
65,2025-04-01,1.0078,1.0078,1.76,开放申购,开放赎回,
66,2025-03-31,0.9904,0.9904,0.4,开放申购,开放赎回,
67,2025-03-28,0.9865,0.9865,-0.42,开放申购,开放赎回,
68,2025-03-27,0.9907,0.9907,-1.14,开放申购,开放赎回,
69,2025-03-26,1.0021,1.0021,-0.61,开放申购,开放赎回,
70,2025-03-25,1.0083,1.0083,1.54,开放申购,开放赎回,
71,2025-03-24,0.993,0.993,0.24,开放申购,开放赎回,
72,2025-03-21,0.9906,0.9906,-0.12,开放申购,开放赎回,
73,2025-03-20,0.9918,0.9918,-0.01,开放申购,开放赎回,
74,2025-03-19,0.9919,0.9919,1.28,开放申购,开放赎回,
75,2025-03-18,0.9794,0.9794,-0.38,开放申购,开放赎回,
76,2025-03-17,0.9831,0.9831,-0.13,开放申购,开放赎回,
77,2025-03-14,0.9844,0.9844,0.38,开放申购,开放赎回,
78,2025-03-13,0.9807,0.9807,0.85,开放申购,开放赎回,
79,2025-03-12,0.9724,0.9724,0.56,开放申购,开放赎回,
80,2025-03-11,0.967,0.967,0.3,开放申购,开放赎回,
81,2025-03-10,0.9641,0.9641,-0.22,开放申购,开放赎回,
82,2025-03-07,0.9662,0.9662,-0.32,开放申购,开放赎回,
83,2025-03-06,0.9693,0.9693,-0.24,开放申购,开放赎回,
84,2025-03-05,0.9716,0.9716,0.27,开放申购,开放赎回,
85,2025-03-04,0.969,0.969,-0.02,开放申购,开放赎回,
86,2025-03-03,0.9692,0.9692,-0.31,开放申购,开放赎回,
87,2025-02-28,0.9722,0.9722,-0.75,开放申购,开放赎回,
