,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.8403,0.8403,1.82,开放申购,开放赎回,
1,2025-07-07,0.8253,0.8253,0.15,开放申购,开放赎回,
2,2025-07-04,0.8241,0.8241,-1.54,开放申购,开放赎回,
3,2025-07-03,0.837,0.837,0.32,开放申购,开放赎回,
4,2025-07-02,0.8343,0.8343,-0.61,开放申购,开放赎回,
5,2025-07-01,0.8394,0.8394,0.11,开放申购,开放赎回,
6,2025-06-30,0.8385,0.8385,1.96,开放申购,开放赎回,
7,2025-06-27,0.8224,0.8224,1.14,开放申购,开放赎回,
8,2025-06-26,0.8131,0.8131,-1.11,开放申购,开放赎回,
9,2025-06-25,0.8222,0.8222,0.59,开放申购,开放赎回,
10,2025-06-24,0.8174,0.8174,1.65,开放申购,开放赎回,
11,2025-06-23,0.8041,0.8041,1.0,开放申购,开放赎回,
12,2025-06-20,0.7961,0.7961,-0.26,开放申购,开放赎回,
13,2025-06-19,0.7982,0.7982,-1.81,开放申购,开放赎回,
14,2025-06-18,0.8129,0.8129,-1.67,开放申购,开放赎回,
15,2025-06-17,0.8267,0.8267,-0.7,开放申购,开放赎回,
16,2025-06-16,0.8325,0.8325,1.23,开放申购,开放赎回,
17,2025-06-13,0.8224,0.8224,-1.09,开放申购,开放赎回,
18,2025-06-12,0.8315,0.8315,-0.02,开放申购,开放赎回,
19,2025-06-11,0.8317,0.8317,3.11,开放申购,开放赎回,
20,2025-06-10,0.8066,0.8066,-0.1,开放申购,开放赎回,
21,2025-06-09,0.8074,0.8074,2.07,开放申购,开放赎回,
22,2025-06-06,0.791,0.791,-0.29,开放申购,开放赎回,
23,2025-06-05,0.7933,0.7933,0.76,开放申购,开放赎回,
24,2025-06-04,0.7873,0.7873,2.1,开放申购,开放赎回,
25,2025-06-03,0.7711,0.7711,1.27,开放申购,开放赎回,
26,2025-05-30,0.7614,0.7614,-1.32,开放申购,开放赎回,
27,2025-05-29,0.7716,0.7716,1.39,开放申购,开放赎回,
28,2025-05-28,0.761,0.761,-0.31,开放申购,开放赎回,
29,2025-05-27,0.7634,0.7634,-1.0,开放申购,开放赎回,
30,2025-05-26,0.7711,0.7711,0.68,开放申购,开放赎回,
31,2025-05-23,0.7659,0.7659,-0.56,开放申购,开放赎回,
32,2025-05-22,0.7702,0.7702,-1.65,开放申购,开放赎回,
33,2025-05-21,0.7831,0.7831,-0.41,开放申购,开放赎回,
34,2025-05-20,0.7863,0.7863,0.56,开放申购,开放赎回,
35,2025-05-19,0.7819,0.7819,-1.0,开放申购,开放赎回,
36,2025-05-16,0.7898,0.7898,-0.28,开放申购,开放赎回,
37,2025-05-15,0.792,0.792,-0.11,开放申购,开放赎回,
38,2025-05-14,0.7929,0.7929,1.04,开放申购,开放赎回,
39,2025-05-13,0.7847,0.7847,-0.87,开放申购,开放赎回,
40,2025-05-12,0.7916,0.7916,1.83,开放申购,开放赎回,
41,2025-05-09,0.7774,0.7774,-0.72,开放申购,开放赎回,
42,2025-05-08,0.783,0.783,0.67,开放申购,开放赎回,
43,2025-05-07,0.7778,0.7778,-0.42,开放申购,开放赎回,
44,2025-05-06,0.7811,0.7811,4.37,开放申购,开放赎回,
45,2025-04-30,0.7484,0.7484,0.74,开放申购,开放赎回,
46,2025-04-29,0.7429,0.7429,0.13,开放申购,开放赎回,
47,2025-04-28,0.7419,0.7419,-0.09,开放申购,开放赎回,
48,2025-04-25,0.7426,0.7426,0.3,开放申购,开放赎回,
49,2025-04-24,0.7404,0.7404,-1.27,开放申购,开放赎回,
50,2025-04-23,0.7499,0.7499,1.92,开放申购,开放赎回,
