,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.7305,0.7305,1.71,开放申购,开放赎回,
1,2025-07-07,0.7182,0.7182,-0.58,开放申购,开放赎回,
2,2025-07-04,0.7224,0.7224,-0.21,开放申购,开放赎回,
3,2025-07-03,0.7239,0.7239,0.72,开放申购,开放赎回,
4,2025-07-02,0.7187,0.7187,-1.45,开放申购,开放赎回,
5,2025-07-01,0.7293,0.7293,-1.03,开放申购,开放赎回,
6,2025-06-30,0.7369,0.7369,0.97,开放申购,开放赎回,
7,2025-06-27,0.7298,0.7298,-0.08,开放申购,开放赎回,
8,2025-06-26,0.7304,0.7304,-0.03,开放申购,开放赎回,
9,2025-06-25,0.7306,0.7306,3.1,开放申购,开放赎回,
10,2025-06-24,0.7086,0.7086,2.41,开放申购,开放赎回,
11,2025-06-23,0.6919,0.6919,0.95,开放申购,开放赎回,
12,2025-06-20,0.6854,0.6854,-1.38,开放申购,开放赎回,
13,2025-06-19,0.695,0.695,-1.42,开放申购,开放赎回,
14,2025-06-18,0.705,0.705,0.06,开放申购,开放赎回,
15,2025-06-17,0.7046,0.7046,-0.33,开放申购,开放赎回,
16,2025-06-16,0.7069,0.7069,0.9,开放申购,开放赎回,
17,2025-06-13,0.7006,0.7006,-1.34,开放申购,开放赎回,
18,2025-06-12,0.7101,0.7101,-0.34,开放申购,开放赎回,
19,2025-06-11,0.7125,0.7125,0.27,开放申购,开放赎回,
20,2025-06-10,0.7106,0.7106,-1.72,开放申购,开放赎回,
21,2025-06-09,0.723,0.723,0.89,开放申购,开放赎回,
22,2025-06-06,0.7166,0.7166,-0.29,开放申购,开放赎回,
23,2025-06-05,0.7187,0.7187,1.78,开放申购,开放赎回,
24,2025-06-04,0.7061,0.7061,0.89,开放申购,开放赎回,
25,2025-06-03,0.6999,0.6999,0.26,开放申购,开放赎回,
26,2025-05-30,0.6981,0.6981,-1.47,开放申购,开放赎回,
27,2025-05-29,0.7085,0.7085,2.43,开放申购,开放赎回,
28,2025-05-28,0.6917,0.6917,-0.79,开放申购,开放赎回,
29,2025-05-27,0.6972,0.6972,-0.73,开放申购,开放赎回,
30,2025-05-26,0.7023,0.7023,1.15,开放申购,开放赎回,
31,2025-05-23,0.6943,0.6943,-1.55,开放申购,开放赎回,
32,2025-05-22,0.7052,0.7052,-0.87,开放申购,开放赎回,
33,2025-05-21,0.7114,0.7114,-0.35,开放申购,开放赎回,
34,2025-05-20,0.7139,0.7139,0.31,开放申购,开放赎回,
35,2025-05-19,0.7117,0.7117,-0.34,开放申购,开放赎回,
36,2025-05-16,0.7141,0.7141,-0.28,开放申购,开放赎回,
37,2025-05-15,0.7161,0.7161,-2.64,开放申购,开放赎回,
38,2025-05-14,0.7355,0.7355,0.55,开放申购,开放赎回,
39,2025-05-13,0.7315,0.7315,-0.75,开放申购,开放赎回,
40,2025-05-12,0.737,0.737,1.53,开放申购,开放赎回,
41,2025-05-09,0.7259,0.7259,-1.68,开放申购,开放赎回,
42,2025-05-08,0.7383,0.7383,0.56,开放申购,开放赎回,
43,2025-05-07,0.7342,0.7342,-0.64,开放申购,开放赎回,
44,2025-05-06,0.7389,0.7389,3.08,开放申购,开放赎回,
45,2025-04-30,0.7168,0.7168,2.14,开放申购,开放赎回,
46,2025-04-29,0.7018,0.7018,0.53,开放申购,开放赎回,
47,2025-04-28,0.6981,0.6981,-0.39,开放申购,开放赎回,
48,2025-04-25,0.7008,0.7008,0.72,开放申购,开放赎回,
49,2025-04-24,0.6958,0.6958,-2.12,开放申购,开放赎回,
50,2025-04-23,0.7109,0.7109,0.49,开放申购,开放赎回,
51,2025-04-22,0.7074,0.7074,-1.42,开放申购,开放赎回,
52,2025-04-21,0.7176,0.7176,2.0,开放申购,开放赎回,
53,2025-04-18,0.7035,0.7035,0.03,开放申购,开放赎回,
54,2025-04-17,0.7033,0.7033,0.16,开放申购,开放赎回,
55,2025-04-16,0.7022,0.7022,-0.86,开放申购,开放赎回,
56,2025-04-15,0.7083,0.7083,-0.71,开放申购,开放赎回,
57,2025-04-14,0.7134,0.7134,0.27,开放申购,开放赎回,
58,2025-04-11,0.7115,0.7115,0.81,开放申购,开放赎回,
59,2025-04-10,0.7058,0.7058,1.35,开放申购,开放赎回,
60,2025-04-09,0.6964,0.6964,3.48,开放申购,开放赎回,
61,2025-04-08,0.673,0.673,0.54,开放申购,开放赎回,
62,2025-04-07,0.6694,0.6694,-9.98,开放申购,开放赎回,
63,2025-04-03,0.7436,0.7436,-0.69,开放申购,开放赎回,
64,2025-04-02,0.7488,0.7488,0.46,开放申购,开放赎回,
65,2025-04-01,0.7454,0.7454,-0.92,开放申购,开放赎回,
66,2025-03-31,0.7523,0.7523,-0.46,开放申购,开放赎回,
67,2025-03-28,0.7558,0.7558,-0.43,开放申购,开放赎回,
68,2025-03-27,0.7591,0.7591,0.13,开放申购,开放赎回,
69,2025-03-26,0.7581,0.7581,-0.14,开放申购,开放赎回,
70,2025-03-25,0.7592,0.7592,-1.86,开放申购,开放赎回,
71,2025-03-24,0.7736,0.7736,-0.62,开放申购,开放赎回,
72,2025-03-21,0.7784,0.7784,-3.08,开放申购,开放赎回,
73,2025-03-20,0.8031,0.8031,-1.69,开放申购,开放赎回,
74,2025-03-19,0.8169,0.8169,-1.6,开放申购,开放赎回,
75,2025-03-18,0.8302,0.8302,0.35,开放申购,开放赎回,
76,2025-03-17,0.8273,0.8273,-0.19,开放申购,开放赎回,
77,2025-03-14,0.8289,0.8289,1.76,开放申购,开放赎回,
78,2025-03-13,0.8146,0.8146,-1.93,开放申购,开放赎回,
79,2025-03-12,0.8306,0.8306,0.47,开放申购,开放赎回,
80,2025-03-11,0.8267,0.8267,-0.22,开放申购,开放赎回,
81,2025-03-10,0.8285,0.8285,-1.79,开放申购,开放赎回,
82,2025-03-07,0.8436,0.8436,-1.32,开放申购,开放赎回,
83,2025-03-06,0.8549,0.8549,4.55,开放申购,开放赎回,
84,2025-03-05,0.8177,0.8177,1.34,开放申购,开放赎回,
85,2025-03-04,0.8069,0.8069,1.23,开放申购,开放赎回,
86,2025-03-03,0.7971,0.7971,0.11,开放申购,开放赎回,
87,2025-02-28,0.7962,0.7962,-4.85,开放申购,开放赎回,
88,2025-02-27,0.8368,0.8368,-2.23,开放申购,开放赎回,
89,2025-02-26,0.8559,0.8559,0.47,开放申购,开放赎回,
90,2025-02-25,0.8519,0.8519,-1.93,开放申购,开放赎回,
91,2025-02-24,0.8687,0.8687,0.39,开放申购,开放赎回,
92,2025-02-21,0.8653,0.8653,4.92,开放申购,开放赎回,
93,2025-02-20,0.8247,0.8247,-0.31,开放申购,开放赎回,
94,2025-02-19,0.8273,0.8273,2.41,开放申购,开放赎回,
95,2025-02-18,0.8078,0.8078,-3.49,开放申购,开放赎回,
96,2025-02-17,0.837,0.837,0.55,开放申购,开放赎回,
97,2025-02-14,0.8324,0.8324,3.67,开放申购,开放赎回,
98,2025-02-13,0.8029,0.8029,-1.74,开放申购,开放赎回,
99,2025-02-12,0.8171,0.8171,2.34,开放申购,开放赎回,
100,2025-02-11,0.7984,0.7984,-1.07,开放申购,开放赎回,
101,2025-02-10,0.807,0.807,2.48,开放申购,开放赎回,
102,2025-02-07,0.7875,0.7875,2.95,开放申购,开放赎回,
103,2025-02-06,0.7649,0.7649,2.91,开放申购,开放赎回,
104,2025-02-05,0.7433,0.7433,6.52,开放申购,开放赎回,
105,2025-01-27,0.6978,0.6978,-1.68,开放申购,开放赎回,
106,2025-01-24,0.7097,0.7097,3.39,开放申购,开放赎回,
107,2025-01-23,0.6864,0.6864,-0.54,开放申购,开放赎回,
108,2025-01-22,0.6901,0.6901,-0.07,开放申购,开放赎回,
109,2025-01-21,0.6906,0.6906,1.04,开放申购,开放赎回,
110,2025-01-20,0.6835,0.6835,0.43,开放申购,开放赎回,
111,2025-01-17,0.6806,0.6806,0.16,开放申购,开放赎回,
112,2025-01-16,0.6795,0.6795,0.37,开放申购,开放赎回,
113,2025-01-15,0.677,0.677,-1.24,开放申购,开放赎回,
114,2025-01-14,0.6855,0.6855,5.53,开放申购,开放赎回,
115,2025-01-13,0.6496,0.6496,0.31,开放申购,开放赎回,
116,2025-01-10,0.6476,0.6476,-2.48,开放申购,开放赎回,
117,2025-01-09,0.6641,0.6641,0.99,开放申购,开放赎回,
118,2025-01-08,0.6576,0.6576,-1.01,开放申购,开放赎回,
119,2025-01-07,0.6643,0.6643,2.06,开放申购,开放赎回,
120,2025-01-06,0.6509,0.6509,-0.72,开放申购,开放赎回,
121,2025-01-03,0.6556,0.6556,-3.89,开放申购,开放赎回,
122,2025-01-02,0.6821,0.6821,-4.87,开放申购,开放赎回,
123,2024-12-31,0.717,0.717,-3.59,开放申购,开放赎回,
124,2024-12-30,0.7437,0.7437,-0.2,开放申购,开放赎回,
125,2024-12-27,0.7452,0.7452,-1.09,开放申购,开放赎回,
126,2024-12-26,0.7534,0.7534,1.66,开放申购,开放赎回,
127,2024-12-25,0.7411,0.7411,-0.56,开放申购,开放赎回,
128,2024-12-24,0.7453,0.7453,0.44,开放申购,开放赎回,
129,2024-12-23,0.742,0.742,-1.92,开放申购,开放赎回,
130,2024-12-20,0.7565,0.7565,0.2,开放申购,开放赎回,
131,2024-12-19,0.755,0.755,2.85,开放申购,开放赎回,
132,2024-12-18,0.7341,0.7341,1.54,开放申购,开放赎回,
133,2024-12-17,0.723,0.723,-1.26,开放申购,开放赎回,
134,2024-12-16,0.7322,0.7322,-1.73,开放申购,开放赎回,
135,2024-12-13,0.7451,0.7451,-2.31,开放申购,开放赎回,
136,2024-12-12,0.7627,0.7627,0.33,开放申购,开放赎回,
137,2024-12-11,0.7602,0.7602,-0.09,开放申购,开放赎回,
138,2024-12-10,0.7609,0.7609,1.41,开放申购,开放赎回,
139,2024-12-09,0.7503,0.7503,-0.54,开放申购,开放赎回,
140,2024-12-06,0.7544,0.7544,0.99,开放申购,开放赎回,
141,2024-12-05,0.747,0.747,1.3,开放申购,开放赎回,
142,2024-12-04,0.7374,0.7374,-1.05,开放申购,开放赎回,
143,2024-12-03,0.7452,0.7452,-1.52,开放申购,开放赎回,
144,2024-12-02,0.7567,0.7567,0.53,开放申购,开放赎回,
145,2024-11-29,0.7527,0.7527,2.91,开放申购,开放赎回,
146,2024-11-28,0.7314,0.7314,-0.49,开放申购,开放赎回,
147,2024-11-27,0.735,0.735,2.97,开放申购,开放赎回,
148,2024-11-26,0.7138,0.7138,-1.99,开放申购,开放赎回,
149,2024-11-25,0.7283,0.7283,-0.26,开放申购,开放赎回,
150,2024-11-22,0.7302,0.7302,-3.17,开放申购,开放赎回,
151,2024-11-21,0.7541,0.7541,1.32,开放申购,开放赎回,
152,2024-11-20,0.7443,0.7443,1.31,开放申购,开放赎回,
153,2024-11-19,0.7347,0.7347,2.65,开放申购,开放赎回,
154,2024-11-18,0.7157,0.7157,-4.62,开放申购,开放赎回,
155,2024-11-15,0.7504,0.7504,-3.3,开放申购,开放赎回,
156,2024-11-14,0.776,0.776,-3.71,开放申购,开放赎回,
157,2024-11-13,0.8059,0.8059,1.12,开放申购,开放赎回,
158,2024-11-12,0.797,0.797,-1.91,开放申购,开放赎回,
159,2024-11-11,0.8125,0.8125,4.92,开放申购,开放赎回,
160,2024-11-08,0.7744,0.7744,1.52,开放申购,开放赎回,
161,2024-11-07,0.7628,0.7628,3.49,开放申购,开放赎回,
162,2024-11-06,0.7371,0.7371,0.83,开放申购,开放赎回,
163,2024-11-05,0.731,0.731,5.83,开放申购,开放赎回,
164,2024-11-04,0.6907,0.6907,2.54,开放申购,开放赎回,
165,2024-11-01,0.6736,0.6736,-4.11,开放申购,开放赎回,
166,2024-10-31,0.7025,0.7025,1.49,开放申购,开放赎回,
