,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,0.8991,0.8991,0.9,开放申购,开放赎回,
1,2025-07-07,0.8911,0.8911,0.81,开放申购,开放赎回,
2,2025-07-04,0.8839,0.8839,-0.5,开放申购,开放赎回,
3,2025-07-03,0.8883,0.8883,0.85,开放申购,开放赎回,
4,2025-07-02,0.8808,0.8808,1.74,开放申购,开放赎回,
5,2025-07-01,0.8657,0.8657,-0.03,开放申购,开放赎回,
6,2025-06-30,0.866,0.866,0.06,开放申购,开放赎回,
7,2025-06-27,0.8655,0.8655,0.34,开放申购,开放赎回,
8,2025-06-26,0.8626,0.8626,-0.06,开放申购,开放赎回,
9,2025-06-25,0.8631,0.8631,0.74,开放申购,开放赎回,
10,2025-06-24,0.8568,0.8568,1.49,开放申购,开放赎回,
11,2025-06-23,0.8442,0.8442,0.25,开放申购,开放赎回,
12,2025-06-20,0.8421,0.8421,0.41,开放申购,开放赎回,
13,2025-06-19,0.8387,0.8387,-1.21,开放申购,开放赎回,
14,2025-06-18,0.849,0.849,-1.32,开放申购,开放赎回,
15,2025-06-17,0.8604,0.8604,0.17,开放申购,开放赎回,
16,2025-06-16,0.8589,0.8589,0.17,开放申购,开放赎回,
17,2025-06-13,0.8574,0.8574,-1.58,开放申购,开放赎回,
18,2025-06-12,0.8712,0.8712,-0.33,开放申购,开放赎回,
19,2025-06-11,0.8741,0.8741,0.38,开放申购,开放赎回,
20,2025-06-10,0.8708,0.8708,-0.96,开放申购,开放赎回,
21,2025-06-09,0.8792,0.8792,0.18,开放申购,开放赎回,
22,2025-06-06,0.8776,0.8776,0.65,开放申购,开放赎回,
23,2025-06-05,0.8719,0.8719,-0.62,开放申购,开放赎回,
24,2025-06-04,0.8773,0.8773,1.16,开放申购,开放赎回,
25,2025-06-03,0.8672,0.8672,-0.46,开放申购,开放赎回,
26,2025-05-30,0.8712,0.8712,0.2,开放申购,开放赎回,
27,2025-05-29,0.8695,0.8695,0.87,开放申购,开放赎回,
28,2025-05-28,0.862,0.862,-0.39,开放申购,开放赎回,
29,2025-05-27,0.8654,0.8654,0.07,开放申购,开放赎回,
30,2025-05-26,0.8648,0.8648,-0.16,开放申购,开放赎回,
31,2025-05-23,0.8662,0.8662,-0.93,开放申购,开放赎回,
32,2025-05-22,0.8743,0.8743,-1.03,开放申购,开放赎回,
33,2025-05-21,0.8834,0.8834,0.17,开放申购,开放赎回,
34,2025-05-20,0.8819,0.8819,0.11,开放申购,开放赎回,
35,2025-05-19,0.8809,0.8809,0.64,开放申购,开放赎回,
36,2025-05-16,0.8753,0.8753,-0.03,开放申购,开放赎回,
37,2025-05-15,0.8756,0.8756,-0.83,开放申购,开放赎回,
38,2025-05-14,0.8829,0.8829,0.08,开放申购,开放赎回,
39,2025-05-13,0.8822,0.8822,0.14,开放申购,开放赎回,
40,2025-05-12,0.881,0.881,0.2,开放申购,开放赎回,
41,2025-05-09,0.8792,0.8792,-0.32,开放申购,开放赎回,
42,2025-05-08,0.882,0.882,0.23,开放申购,开放赎回,
43,2025-05-07,0.88,0.88,0.74,开放申购,开放赎回,
44,2025-05-06,0.8735,0.8735,1.19,开放申购,开放赎回,
45,2025-04-30,0.8632,0.8632,-0.83,开放申购,开放赎回,
46,2025-04-29,0.8704,0.8704,-0.03,开放申购,开放赎回,
47,2025-04-28,0.8707,0.8707,-1.65,开放申购,开放赎回,
48,2025-04-25,0.8853,0.8853,-0.16,开放申购,开放赎回,
49,2025-04-24,0.8867,0.8867,-0.54,开放申购,开放赎回,
