,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
0,2025-07-08,1.2699,1.2699,1.4,开放申购,开放赎回,
1,2025-07-07,1.2524,1.2524,0.11,开放申购,开放赎回,
2,2025-07-04,1.251,1.251,-0.41,开放申购,开放赎回,
3,2025-07-03,1.2561,1.2561,0.71,开放申购,开放赎回,
4,2025-07-02,1.2473,1.2473,-0.71,开放申购,开放赎回,
5,2025-07-01,1.2562,1.2562,0.4,开放申购,开放赎回,
6,2025-06-30,1.2512,1.2512,1.43,开放申购,开放赎回,
7,2025-06-27,1.2335,1.2335,0.57,开放申购,开放赎回,
8,2025-06-26,1.2265,1.2265,-0.62,开放申购,开放赎回,
9,2025-06-25,1.2341,1.2341,1.22,开放申购,开放赎回,
10,2025-06-24,1.2192,1.2192,2.12,开放申购,开放赎回,
11,2025-06-23,1.1939,1.1939,0.86,开放申购,开放赎回,
12,2025-06-20,1.1837,1.1837,-0.45,开放申购,开放赎回,
13,2025-06-19,1.1891,1.1891,-1.17,开放申购,开放赎回,
14,2025-06-18,1.2032,1.2032,-0.03,开放申购,开放赎回,
15,2025-06-17,1.2036,1.2036,0.02,开放申购,开放赎回,
16,2025-06-16,1.2033,1.2033,0.44,开放申购,开放赎回,
17,2025-06-13,1.198,1.198,-1.42,开放申购,开放赎回,
18,2025-06-12,1.2152,1.2152,0.31,开放申购,开放赎回,
19,2025-06-11,1.2115,1.2115,0.66,开放申购,开放赎回,
20,2025-06-10,1.2036,1.2036,-0.88,开放申购,开放赎回,
21,2025-06-09,1.2143,1.2143,0.87,开放申购,开放赎回,
22,2025-06-06,1.2038,1.2038,0.1,开放申购,开放赎回,
23,2025-06-05,1.2026,1.2026,0.8,开放申购,开放赎回,
24,2025-06-04,1.193,1.193,0.96,开放申购,开放赎回,
25,2025-06-03,1.1816,1.1816,0.61,开放申购,开放赎回,
26,2025-05-30,1.1744,1.1744,-0.71,开放申购,开放赎回,
27,2025-05-29,1.1828,1.1828,1.8,开放申购,开放赎回,
28,2025-05-28,1.1619,1.1619,-0.03,开放申购,开放赎回,
29,2025-05-27,1.1622,1.1622,-0.28,开放申购,开放赎回,
30,2025-05-26,1.1655,1.1655,0.45,开放申购,开放赎回,
31,2025-05-23,1.1603,1.1603,-0.96,开放申购,开放赎回,
32,2025-05-22,1.1715,1.1715,-0.88,开放申购,开放赎回,
33,2025-05-21,1.1819,1.1819,-0.13,开放申购,开放赎回,
34,2025-05-20,1.1834,1.1834,0.83,开放申购,开放赎回,
35,2025-05-19,1.1737,1.1737,0.31,开放申购,开放赎回,
36,2025-05-16,1.1701,1.1701,0.43,开放申购,开放赎回,
37,2025-05-15,1.1651,1.1651,-1.43,开放申购,开放赎回,
38,2025-05-14,1.182,1.182,-0.08,开放申购,开放赎回,
39,2025-05-13,1.1829,1.1829,-0.16,开放申购,开放赎回,
40,2025-05-12,1.1848,1.1848,1.18,开放申购,开放赎回,
41,2025-05-09,1.171,1.171,-1.16,开放申购,开放赎回,
42,2025-05-08,1.1848,1.1848,0.93,开放申购,开放赎回,
43,2025-05-07,1.1739,1.1739,0.04,开放申购,开放赎回,
44,2025-05-06,1.1734,1.1734,2.33,开放申购,开放赎回,
