end_day,alpha,beta,gamma,season,rss
-600,0.05,0.01,0.2,7,0.0
-580,0.05,0.01,0.2,7,0.0
-560,0.05,0.01,0.2,7,0.0
-540,0.05,0.01,0.2,7,0.0
-520,0.05,0.01,0.2,7,0.0
-500,0.05,0.01,0.2,7,0.0
-480,0.05,0.01,0.2,7,0.0
-460,0.05,0.01,0.2,7,0.0
-440,0.05,0.01,0.2,7,0.0
-420,0.05,0.01,0.2,7,0.0
-400,0.05,0.01,0.2,7,0.0
-380,0.05,0.01,0.2,7,0.0
-360,0.05,0.01,0.2,7,0.0
-340,0.05,0.01,0.2,7,0.0
-320,0.05,0.01,0.2,7,0.0
-300,0.05,0.01,0.2,7,0.0
-280,0.05,0.01,0.2,7,0.0
-260,0.05,0.01,0.2,7,0.0
-240,0.05,0.01,0.2,7,0.0
-220,0.21535818461108633,0.0001,0.2,14,0.0005241930250105924
-200,0.010458315329624015,0.059622492158233384,1.0,16,0.0007112710966489264
-180,0.023779224200387958,0.09681477472107712,1.0,16,0.0010055665638790676
-160,0.0001,0.0001,0.3038378334050892,13,0.0019018586027426424
-140,0.0014609119821543666,0.48854238452761733,0.24897331378851498,14,0.0023405048341961486
-120,0.0022593675189865993,0.5,0.11181561932314593,12,0.002773531425066479
-100,0.03717685672884403,0.004542691801805367,0.472249350574444,16,0.003986013967639577
-80,0.022579416334223557,0.02683023198963043,0.19117364742354495,14,0.004378087250794473
-60,0.024326988916320014,0.02514295897957784,0.20573063661871627,14,0.004720560788118857
-40,0.026842629294420845,0.023080337955933103,0.19498145233451078,14,0.00560536985795094
-20,0.02694686341673313,0.022525810011314543,0.18911291085817214,14,0.005810659450625874
-1,0.02659161337981486,0.02273472652655807,0.18739158186345384,14,0.005930482142698085
