净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.7257,0.8107,0.95%,限制大额申购,开放赎回,
2025-07-07,0.7189,0.8039,-0.39%,限制大额申购,开放赎回,
2025-07-04,0.7217,0.8067,0.14%,限制大额申购,开放赎回,
2025-07-03,0.7207,0.8057,0.25%,限制大额申购,开放赎回,
2025-07-02,0.7189,0.8039,0.57%,限制大额申购,开放赎回,
2025-07-01,0.7148,0.7998,-0.64%,限制大额申购,开放赎回,
2025-06-30,0.7194,0.8044,0.63%,限制大额申购,开放赎回,
2025-06-27,0.7149,0.7999,-0.94%,限制大额申购,开放赎回,
2025-06-26,0.7217,0.8067,0.15%,限制大额申购,开放赎回,
2025-06-25,0.7206,0.8056,0.19%,限制大额申购,开放赎回,
2025-06-24,0.7192,0.8042,0.81%,限制大额申购,开放赎回,
2025-06-23,0.7134,0.7984,-1.31%,限制大额申购,开放赎回,
2025-06-20,0.7229,0.8079,2.13%,限制大额申购,开放赎回,
2025-06-19,0.7078,0.7928,-0.51%,限制大额申购,开放赎回,
2025-06-18,0.7114,0.7964,0.65%,限制大额申购,开放赎回,
2025-06-17,0.7068,0.7918,0.17%,限制大额申购,开放赎回,
2025-06-16,0.7056,0.7906,0.16%,限制大额申购,开放赎回,
2025-06-13,0.7045,0.7895,-2.59%,限制大额申购,开放赎回,
2025-06-12,0.7232,0.8082,-1.54%,限制大额申购,开放赎回,
2025-06-11,0.7345,0.8195,0.29%,限制大额申购,开放赎回,
2025-06-10,0.7324,0.8174,-0.88%,限制大额申购,开放赎回,
2025-06-09,0.7389,0.8239,-0.69%,限制大额申购,开放赎回,
2025-06-06,0.7440,0.8290,-0.08%,限制大额申购,开放赎回,
2025-06-05,0.7446,0.8296,0.66%,限制大额申购,开放赎回,
2025-06-04,0.7397,0.8247,-0.05%,限制大额申购,开放赎回,
2025-06-03,0.7401,0.8251,-1.00%,限制大额申购,开放赎回,
2025-05-30,0.7476,0.8326,-1.23%,限制大额申购,开放赎回,
2025-05-29,0.7569,0.8419,0.17%,限制大额申购,开放赎回,
2025-05-28,0.7556,0.8406,-0.21%,限制大额申购,开放赎回,
2025-05-27,0.7572,0.8422,-0.04%,限制大额申购,开放赎回,
2025-05-26,0.7575,0.8425,-1.15%,限制大额申购,开放赎回,
2025-05-23,0.7663,0.8513,-0.67%,限制大额申购,开放赎回,
2025-05-22,0.7715,0.8565,-0.59%,限制大额申购,开放赎回,
2025-05-21,0.7761,0.8611,-0.19%,限制大额申购,开放赎回,
2025-05-20,0.7776,0.8626,-0.12%,限制大额申购,开放赎回,
2025-05-19,0.7785,0.8635,-1.67%,限制大额申购,开放赎回,
2025-05-16,0.7917,0.8767,-1.38%,限制大额申购,开放赎回,
2025-05-15,0.8028,0.8878,-1.08%,限制大额申购,开放赎回,
2025-05-14,0.8116,0.8966,1.90%,限制大额申购,开放赎回,
2025-05-13,0.7965,0.8815,-0.31%,限制大额申购,开放赎回,
2025-05-12,0.7990,0.8840,0.57%,限制大额申购,开放赎回,
2025-05-09,0.7945,0.8795,-0.19%,限制大额申购,开放赎回,
2025-05-08,0.7960,0.8810,0.79%,限制大额申购,开放赎回,
