净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.4724,0.4724,3.05%,开放申购,开放赎回,
2025-07-07,0.4584,0.4584,-0.30%,开放申购,开放赎回,
2025-07-04,0.4598,0.4598,-0.91%,开放申购,开放赎回,
2025-07-03,0.4640,0.4640,1.09%,开放申购,开放赎回,
2025-07-02,0.4590,0.4590,1.17%,开放申购,开放赎回,
2025-07-01,0.4537,0.4537,-0.26%,开放申购,开放赎回,
2025-06-30,0.4549,0.4549,1.22%,开放申购,开放赎回,
2025-06-27,0.4494,0.4494,0.40%,开放申购,开放赎回,
2025-06-26,0.4476,0.4476,-0.62%,开放申购,开放赎回,
2025-06-25,0.4504,0.4504,1.35%,开放申购,开放赎回,
2025-06-24,0.4444,0.4444,2.25%,开放申购,开放赎回,
2025-06-23,0.4346,0.4346,1.19%,开放申购,开放赎回,
2025-06-20,0.4295,0.4295,-0.23%,开放申购,开放赎回,
2025-06-19,0.4305,0.4305,-1.22%,开放申购,开放赎回,
2025-06-18,0.4358,0.4358,0.30%,开放申购,开放赎回,
2025-06-17,0.4345,0.4345,0.30%,开放申购,开放赎回,
2025-06-16,0.4332,0.4332,0.14%,开放申购,开放赎回,
2025-06-13,0.4326,0.4326,-0.89%,开放申购,开放赎回,
2025-06-12,0.4365,0.4365,-0.25%,开放申购,开放赎回,
2025-06-11,0.4376,0.4376,1.34%,开放申购,开放赎回,
2025-06-10,0.4318,0.4318,-0.90%,开放申购,开放赎回,
2025-06-09,0.4357,0.4357,0.83%,开放申购,开放赎回,
2025-06-06,0.4321,0.4321,-0.14%,开放申购,开放赎回,
2025-06-05,0.4327,0.4327,0.05%,开放申购,开放赎回,
2025-06-04,0.4325,0.4325,1.03%,开放申购,开放赎回,
2025-06-03,0.4281,0.4281,0.12%,开放申购,开放赎回,
2025-05-30,0.4276,0.4276,-1.06%,开放申购,开放赎回,
2025-05-29,0.4322,0.4322,0.72%,开放申购,开放赎回,
2025-05-28,0.4291,0.4291,-0.76%,开放申购,开放赎回,
2025-05-27,0.4324,0.4324,-0.53%,开放申购,开放赎回,
2025-05-26,0.4347,0.4347,-0.57%,开放申购,开放赎回,
2025-05-23,0.4372,0.4372,-0.93%,开放申购,开放赎回,
2025-05-22,0.4413,0.4413,-1.25%,开放申购,开放赎回,
2025-05-21,0.4469,0.4469,1.02%,开放申购,开放赎回,
2025-05-20,0.4424,0.4424,0.29%,开放申购,开放赎回,
2025-05-19,0.4411,0.4411,0.02%,开放申购,开放赎回,
2025-05-16,0.4410,0.4410,0.11%,开放申购,开放赎回,
2025-05-15,0.4405,0.4405,-1.61%,开放申购,开放赎回,
2025-05-14,0.4477,0.4477,-0.07%,开放申购,开放赎回,
2025-05-13,0.4480,0.4480,0.74%,开放申购,开放赎回,
2025-05-12,0.4447,0.4447,2.39%,开放申购,开放赎回,
2025-05-09,0.4343,0.4343,-0.55%,开放申购,开放赎回,
2025-05-08,0.4367,0.4367,1.30%,开放申购,开放赎回,
2025-05-07,0.4311,0.4311,0.56%,开放申购,开放赎回,
2025-05-06,0.4287,0.4287,1.76%,开放申购,开放赎回,
2025-04-30,0.4213,0.4213,0.07%,开放申购,开放赎回,
2025-04-29,0.4210,0.4210,-0.57%,开放申购,开放赎回,
2025-04-28,0.4234,0.4234,-0.24%,开放申购,开放赎回,
2025-04-25,0.4244,0.4244,0.52%,开放申购,开放赎回,
2025-04-24,0.4222,0.4222,-0.31%,开放申购,开放赎回,
2025-04-23,0.4235,0.4235,0.55%,开放申购,开放赎回,
2025-04-22,0.4212,0.4212,-0.28%,开放申购,开放赎回,
2025-04-21,0.4224,0.4224,1.03%,开放申购,开放赎回,
2025-04-18,0.4181,0.4181,0.17%,开放申购,开放赎回,
2025-04-17,0.4174,0.4174,-0.38%,开放申购,开放赎回,
2025-04-16,0.4190,0.4190,-0.69%,开放申购,开放赎回,
2025-04-15,0.4219,0.4219,0.05%,开放申购,开放赎回,
2025-04-14,0.4217,0.4217,0.72%,开放申购,开放赎回,
2025-04-11,0.4187,0.4187,0.48%,开放申购,开放赎回,
2025-04-10,0.4167,0.4167,1.91%,开放申购,开放赎回,
2025-04-09,0.4089,0.4089,0.39%,开放申购,开放赎回,
2025-04-08,0.4073,0.4073,0.97%,开放申购,开放赎回,
2025-04-07,0.4034,0.4034,-10.51%,开放申购,开放赎回,
2025-04-03,0.4508,0.4508,-1.51%,开放申购,开放赎回,
2025-04-02,0.4577,0.4577,-0.15%,开放申购,开放赎回,
2025-04-01,0.4584,0.4584,0.61%,开放申购,开放赎回,
2025-03-31,0.4556,0.4556,-2.21%,开放申购,开放赎回,
2025-03-28,0.4659,0.4659,-0.89%,开放申购,开放赎回,
2025-03-27,0.4701,0.4701,-0.99%,开放申购,开放赎回,
2025-03-26,0.4748,0.4748,0.40%,开放申购,开放赎回,
