净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-09,1.0977,1.0977,-1.00%,开放申购,开放赎回,
2025-07-08,1.1088,1.1088,1.05%,开放申购,开放赎回,
2025-07-07,1.0973,1.0973,-0.16%,开放申购,开放赎回,
2025-07-04,1.0991,1.0991,-0.61%,开放申购,开放赎回,
2025-07-03,1.1058,1.1058,-0.54%,开放申购,开放赎回,
2025-07-02,1.1118,1.1118,0.63%,开放申购,开放赎回,
2025-07-01,1.1048,1.1048,-0.07%,暂停申购,暂停赎回,
2025-06-30,1.1056,1.1056,-0.94%,开放申购,开放赎回,
2025-06-27,1.1161,1.1161,-0.11%,开放申购,开放赎回,
2025-06-26,1.1173,1.1173,-0.58%,开放申购,开放赎回,
2025-06-25,1.1238,1.1238,1.12%,开放申购,开放赎回,
2025-06-24,1.1113,1.1113,1.84%,开放申购,开放赎回,
2025-06-23,1.0912,1.0912,0.64%,开放申购,开放赎回,
2025-06-20,1.0843,1.0843,1.14%,开放申购,开放赎回,
2025-06-19,1.0721,1.0721,-2.02%,开放申购,开放赎回,
2025-06-18,1.0942,1.0942,-1.03%,开放申购,开放赎回,
2025-06-17,1.1056,1.1056,-0.35%,开放申购,开放赎回,
2025-06-16,1.1095,1.1095,0.68%,开放申购,开放赎回,
2025-06-13,1.1020,1.1020,-0.56%,开放申购,开放赎回,
2025-06-12,1.1082,1.1082,-1.28%,开放申购,开放赎回,
2025-06-11,1.1226,1.1226,0.85%,开放申购,开放赎回,
2025-06-10,1.1131,1.1131,-0.07%,开放申购,开放赎回,
2025-06-09,1.1139,1.1139,1.49%,开放申购,开放赎回,
2025-06-06,1.0975,1.0975,-0.36%,开放申购,开放赎回,
2025-06-05,1.1015,1.1015,1.02%,开放申购,开放赎回,
2025-06-04,1.0904,1.0904,0.66%,开放申购,开放赎回,
2025-06-03,1.0833,1.0833,0.84%,开放申购,开放赎回,
2025-05-30,1.0743,1.0743,-1.25%,开放申购,开放赎回,
2025-05-29,1.0879,1.0879,1.34%,开放申购,开放赎回,
2025-05-28,1.0735,1.0735,-0.46%,开放申购,开放赎回,
2025-05-27,1.0785,1.0785,0.51%,开放申购,开放赎回,
2025-05-26,1.0730,1.0730,-1.49%,开放申购,开放赎回,
2025-05-23,1.0892,1.0892,0.23%,开放申购,开放赎回,
2025-05-22,1.0867,1.0867,-1.16%,开放申购,开放赎回,
2025-05-21,1.0995,1.0995,0.59%,开放申购,开放赎回,
2025-05-20,1.0931,1.0931,1.35%,开放申购,开放赎回,
2025-05-19,1.0785,1.0785,-0.19%,开放申购,开放赎回,
2025-05-16,1.0806,1.0806,-0.60%,开放申购,开放赎回,
2025-05-15,1.0871,1.0871,-0.72%,开放申购,开放赎回,
2025-05-14,1.0950,1.0950,2.13%,开放申购,开放赎回,
2025-05-13,1.0722,1.0722,-2.12%,开放申购,开放赎回,
2025-05-12,1.0954,1.0954,2.67%,开放申购,开放赎回,
2025-05-09,1.0669,1.0669,0.27%,开放申购,开放赎回,
2025-05-08,1.0640,1.0640,0.42%,开放申购,开放赎回,
2025-05-07,1.0595,1.0595,0.05%,开放申购,开放赎回,
2025-05-06,1.0590,1.0590,2.48%,开放申购,开放赎回,
2025-04-30,1.0334,1.0334,0.55%,开放申购,开放赎回,
2025-04-29,1.0277,1.0277,0.09%,开放申购,开放赎回,
2025-04-28,1.0268,1.0268,-0.06%,开放申购,开放赎回,
2025-04-25,1.0274,1.0274,0.27%,开放申购,开放赎回,
2025-04-24,1.0246,1.0246,-0.70%,开放申购,开放赎回,
2025-04-23,1.0318,1.0318,2.32%,开放申购,开放赎回,
2025-04-22,1.0084,1.0084,0.90%,开放申购,开放赎回,
2025-04-21,0.9994,0.9994,0.01%,暂停申购,暂停赎回,
2025-04-18,0.9993,0.9993,-0.06%,暂停申购,暂停赎回,
2025-04-17,0.9999,0.9999,1.38%,开放申购,开放赎回,
2025-04-16,0.9863,0.9863,-1.75%,开放申购,开放赎回,
2025-04-15,1.0039,1.0039,0.23%,开放申购,开放赎回,
2025-04-14,1.0016,1.0016,2.26%,开放申购,开放赎回,
2025-04-11,0.9795,0.9795,1.03%,开放申购,开放赎回,
2025-04-10,0.9695,0.9695,1.93%,开放申购,开放赎回,
2025-04-09,0.9511,0.9511,0.88%,开放申购,开放赎回,
2025-04-08,0.9428,0.9428,1.40%,开放申购,开放赎回,
2025-04-07,0.9298,0.9298,-11.84%,开放申购,开放赎回,
2025-04-03,1.0547,1.0547,-1.28%,开放申购,开放赎回,
2025-04-02,1.0684,1.0684,-0.05%,开放申购,开放赎回,
2025-04-01,1.0689,1.0689,0.34%,开放申购,开放赎回,
2025-03-31,1.0653,1.0653,-1.25%,开放申购,开放赎回,
2025-03-28,1.0788,1.0788,-0.63%,开放申购,开放赎回,
2025-03-27,1.0856,1.0856,0.41%,开放申购,开放赎回,
2025-03-26,1.0812,1.0812,0.50%,开放申购,开放赎回,
2025-03-25,1.0758,1.0758,-2.28%,开放申购,开放赎回,
2025-03-24,1.1009,1.1009,0.82%,开放申购,开放赎回,
2025-03-21,1.0919,1.0919,-2.05%,开放申购,开放赎回,
2025-03-20,1.1148,1.1148,-2.06%,开放申购,开放赎回,
2025-03-19,1.1382,1.1382,0.07%,开放申购,开放赎回,
2025-03-18,1.1374,1.1374,2.31%,开放申购,开放赎回,
2025-03-17,1.1117,1.1117,0.65%,开放申购,开放赎回,
2025-03-14,1.1045,1.1045,1.98%,开放申购,开放赎回,
2025-03-13,1.0831,1.0831,-0.59%,开放申购,开放赎回,
2025-03-12,1.0895,1.0895,-0.74%,开放申购,开放赎回,
2025-03-11,1.0976,1.0976,0.06%,开放申购,开放赎回,
2025-03-10,1.0969,1.0969,-1.82%,开放申购,开放赎回,
2025-03-07,1.1172,1.1172,-0.41%,开放申购,开放赎回,
2025-03-06,1.1218,1.1218,3.36%,开放申购,开放赎回,
2025-03-05,1.0853,1.0853,2.77%,开放申购,开放赎回,
2025-03-04,1.0560,1.0560,-0.30%,开放申购,开放赎回,
2025-03-03,1.0592,1.0592,0.30%,开放申购,开放赎回,
2025-02-28,1.0560,1.0560,-3.20%,开放申购,开放赎回,
2025-02-27,1.0909,1.0909,-0.25%,开放申购,开放赎回,
2025-02-26,1.0936,1.0936,3.15%,开放申购,开放赎回,
2025-02-25,1.0602,1.0602,-1.32%,开放申购,开放赎回,
2025-02-24,1.0744,1.0744,-0.50%,开放申购,开放赎回,
2025-02-21,1.0798,1.0798,4.12%,开放申购,开放赎回,
2025-02-20,1.0371,1.0371,-1.66%,开放申购,开放赎回,
2025-02-19,1.0546,1.0546,-0.08%,开放申购,开放赎回,
2025-02-18,1.0554,1.0554,1.68%,开放申购,开放赎回,
2025-02-17,1.0380,1.0380,0.13%,开放申购,开放赎回,
2025-02-14,1.0367,1.0367,3.72%,开放申购,开放赎回,
2025-02-13,0.9995,0.9995,0.00%,开放申购,开放赎回,
2025-02-12,0.9995,0.9995,2.72%,开放申购,开放赎回,
2025-02-11,0.9730,0.9730,-0.95%,开放申购,开放赎回,
2025-02-10,0.9823,0.9823,1.83%,开放申购,开放赎回,
2025-02-07,0.9646,0.9646,1.24%,开放申购,开放赎回,
2025-02-06,0.9528,0.9528,1.31%,开放申购,开放赎回,
2025-02-05,0.9405,0.9405,2.14%,开放申购,开放赎回,
2025-01-27,0.9208,0.9208,0.64%,开放申购,开放赎回,
2025-01-24,0.9149,0.9149,1.70%,开放申购,开放赎回,
2025-01-23,0.8996,0.8996,-0.37%,开放申购,开放赎回,
2025-01-22,0.9029,0.9029,-1.54%,开放申购,开放赎回,
2025-01-21,0.9170,0.9170,0.63%,开放申购,开放赎回,
2025-01-20,0.9113,0.9113,1.65%,开放申购,开放赎回,
2025-01-17,0.8965,0.8965,0.19%,开放申购,开放赎回,
2025-01-16,0.8948,0.8948,1.13%,开放申购,开放赎回,
2025-01-15,0.8848,0.8848,0.23%,开放申购,开放赎回,
2025-01-14,0.8828,0.8828,1.79%,开放申购,开放赎回,
2025-01-13,0.8673,0.8673,-0.98%,开放申购,开放赎回,
2025-01-10,0.8759,0.8759,-0.91%,开放申购,开放赎回,
2025-01-09,0.8839,0.8839,-0.21%,开放申购,开放赎回,
2025-01-08,0.8858,0.8858,-0.91%,开放申购,开放赎回,
2025-01-07,0.8939,0.8939,-1.17%,开放申购,开放赎回,
2025-01-06,0.9045,0.9045,-0.42%,开放申购,开放赎回,
2025-01-03,0.9083,0.9083,0.61%,开放申购,开放赎回,
2025-01-02,0.9028,0.9028,-1.97%,开放申购,开放赎回,
2024-12-31,0.9209,0.9209,0.09%,暂停申购,暂停赎回,
2024-12-30,0.9201,0.9201,-0.21%,开放申购,开放赎回,
2024-12-27,0.9220,0.9220,0.00%,开放申购,开放赎回,
2024-12-26,0.9220,0.9220,0.04%,暂停申购,暂停赎回,
2024-12-25,0.9216,0.9216,0.02%,暂停申购,暂停赎回,
2024-12-24,0.9214,0.9214,1.11%,暂停申购,暂停赎回,
2024-12-23,0.9113,0.9113,0.62%,开放申购,开放赎回,
2024-12-20,0.9057,0.9057,-0.09%,开放申购,开放赎回,
2024-12-19,0.9065,0.9065,-0.46%,开放申购,开放赎回,
2024-12-18,0.9107,0.9107,0.74%,开放申购,开放赎回,
2024-12-17,0.9040,0.9040,-0.35%,开放申购,开放赎回,
2024-12-16,0.9072,0.9072,-0.86%,开放申购,开放赎回,
2024-12-13,0.9151,0.9151,-1.97%,开放申购,开放赎回,
2024-12-12,0.9335,0.9335,1.23%,开放申购,开放赎回,
2024-12-11,0.9222,0.9222,-0.82%,开放申购,开放赎回,
2024-12-10,0.9298,0.9298,-0.33%,开放申购,开放赎回,
2024-12-09,0.9329,0.9329,2.63%,开放申购,开放赎回,
2024-12-06,0.9090,0.9090,1.42%,开放申购,开放赎回,
2024-12-05,0.8963,0.8963,-0.99%,开放申购,开放赎回,
2024-12-04,0.9053,0.9053,-0.17%,开放申购,开放赎回,
2024-12-03,0.9068,0.9068,1.15%,开放申购,开放赎回,
2024-12-02,0.8965,0.8965,0.52%,开放申购,开放赎回,
2024-11-29,0.8919,0.8919,0.17%,开放申购,开放赎回,
2024-11-28,0.8904,0.8904,-1.28%,开放申购,开放赎回,
2024-11-27,0.9019,0.9019,2.31%,开放申购,开放赎回,
2024-11-26,0.8815,0.8815,-0.01%,开放申购,开放赎回,
2024-11-25,0.8816,0.8816,-0.35%,开放申购,开放赎回,
2024-11-22,0.8847,0.8847,-1.82%,开放申购,开放赎回,
2024-11-21,0.9011,0.9011,-0.58%,开放申购,开放赎回,
2024-11-20,0.9064,0.9064,0.27%,开放申购,开放赎回,
2024-11-19,0.9040,0.9040,0.43%,开放申购,开放赎回,
2024-11-18,0.9001,0.9001,0.54%,开放申购,开放赎回,
2024-11-15,0.8953,0.8953,-0.13%,开放申购,开放赎回,
2024-11-14,0.8965,0.8965,-1.86%,开放申购,开放赎回,
2024-11-13,0.9135,0.9135,-0.02%,开放申购,开放赎回,
2024-11-12,0.9137,0.9137,-2.53%,开放申购,开放赎回,
2024-11-11,0.9374,0.9374,-0.96%,开放申购,开放赎回,
2024-11-08,0.9465,0.9465,-1.35%,开放申购,开放赎回,
2024-11-07,0.9595,0.9595,3.02%,开放申购,开放赎回,
2024-11-06,0.9314,0.9314,-2.19%,开放申购,开放赎回,
2024-11-05,0.9523,0.9523,1.88%,开放申购,开放赎回,
2024-11-04,0.9347,0.9347,0.39%,开放申购,开放赎回,
2024-11-01,0.9311,0.9311,0.75%,开放申购,开放赎回,
2024-10-31,0.9242,0.9242,-0.53%,开放申购,开放赎回,
2024-10-30,0.9291,0.9291,-1.31%,开放申购,开放赎回,
2024-10-29,0.9414,0.9414,0.39%,开放申购,开放赎回,
2024-10-28,0.9377,0.9377,0.26%,开放申购,开放赎回,
2024-10-25,0.9353,0.9353,0.17%,开放申购,开放赎回,
2024-10-24,0.9337,0.9337,-1.16%,开放申购,开放赎回,
2024-10-23,0.9447,0.9447,1.28%,开放申购,开放赎回,
