end_day,alpha,beta,gamma,season,rss
-600,0.1827123150115533,0.0030123572711809846,0.04137459061013281,22,0.03440045446376242
-580,0.16821547401920928,0.002777078940411762,0.041603369010367694,22,0.03591343248213864
-560,0.16287436454060894,0.0031758574575710655,0.16013730580348848,17,0.03812926753200313
-540,0.16182597097604617,0.0030063021838435166,0.04090181369536684,20,0.039580016741195816
-520,0.16362427466864926,0.0028966719885552454,0.04271088542197396,20,0.04022498773544139
-500,0.15256120563517145,0.0030132534580527026,0.05133670269159647,23,0.04409022657502673
-480,0.15093870756274658,0.003050709192939161,0.05519802887042953,23,0.04572165784518526
-460,0.13894459783668411,0.003284195126585799,0.14252568782735456,17,0.05084260359234154
-440,0.13611082070551644,0.003323403314358016,0.15173041355538255,17,0.05189786769142519
-420,0.1372639840551978,0.003210556273802036,0.1443842139963472,17,0.05301181955543613
-400,0.14719411726248674,0.002958228000531164,0.04763886460675569,20,0.05433845251278181
-380,0.13728274501656948,0.0026404681989797723,0.13989371227254918,24,0.05745679125134488
-360,0.1369092154894521,0.0025559551894640637,0.14617512077372405,24,0.058725372928454894
-340,0.13045168780188715,0.002663411583400903,0.1364666658393431,24,0.06209740050710867
-320,0.1310585528971914,0.0027273979297011393,0.13751654237878547,24,0.06320858115569007
-300,0.13383402030810845,0.0028074489240032968,0.14034497562931236,24,0.06420699523071184
-280,0.1402216251176968,0.00318627754057367,0.04601885077585073,20,0.07859511210918899
-260,0.12143451143658336,0.0031289261591359277,0.17515288710197024,23,0.07984139793623456
-240,0.13200293723816822,0.0029196266890958488,0.041184104934532284,24,0.07877210669139587
-220,0.130660101684124,0.0028718178195627337,0.03829093597896488,24,0.08113870008682145
-200,0.1308968084547035,0.0029288655012136063,0.03762088577810359,24,0.08204917614823934
-180,0.13095003358373355,0.003277543387149431,0.03491073258573785,24,0.10216472338327443
-160,0.13015116458833775,0.0031119567172230795,0.03305380315714773,24,0.10467864299539788
-140,0.12939537053890088,0.003194482462271718,0.032140986757099026,24,0.10547360573002867
-120,0.1291891140346416,0.0030435241531133,0.03294424302784733,24,0.10706401878265066
-100,0.11521058149393913,0.0038294695391004143,0.029444643495339762,24,0.1276538149449376
-80,0.12362464060701496,0.004097362172166534,0.030547084181794335,24,0.13076358466982435
-60,0.10152417865672332,0.0038054880697716855,0.15261721127126615,17,0.15431021917072665
-40,0.10047109066151334,0.0037762923528687755,0.02805386271416454,24,0.15692470163067868
-20,0.10150831245575219,0.0038167816255964436,0.027462854627928846,24,0.15776021176403954
-1,0.10165172119187446,0.0037552040775655593,0.02797085471833137,24,0.1588221882728918
