净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.8342,0.8342,0.17%,开放申购,开放赎回,
2025-07-07,0.8328,0.8328,-0.11%,开放申购,开放赎回,
2025-07-04,0.8337,0.8337,0.13%,开放申购,开放赎回,
2025-07-03,0.8326,0.8326,0.57%,开放申购,开放赎回,
2025-07-02,0.8279,0.8279,0.69%,开放申购,开放赎回,
2025-07-01,0.8222,0.8222,0.50%,开放申购,开放赎回,
2025-06-30,0.8181,0.8181,0.22%,开放申购,开放赎回,
2025-06-27,0.8163,0.8163,0.16%,开放申购,开放赎回,
2025-06-26,0.8150,0.8150,-0.45%,开放申购,开放赎回,
2025-06-25,0.8187,0.8187,0.23%,开放申购,开放赎回,
2025-06-24,0.8168,0.8168,0.94%,开放申购,开放赎回,
2025-06-23,0.8092,0.8092,0.11%,开放申购,开放赎回,
2025-06-20,0.8083,0.8083,-0.04%,开放申购,开放赎回,
2025-06-19,0.8086,0.8086,-0.92%,开放申购,开放赎回,
2025-06-18,0.8161,0.8161,-0.93%,开放申购,开放赎回,
2025-06-17,0.8238,0.8238,-0.04%,开放申购,开放赎回,
2025-06-16,0.8241,0.8241,-0.77%,开放申购,开放赎回,
2025-06-13,0.8305,0.8305,-0.79%,开放申购,开放赎回,
2025-06-12,0.8371,0.8371,-0.90%,开放申购,开放赎回,
2025-06-11,0.8447,0.8447,1.60%,开放申购,开放赎回,
2025-06-10,0.8314,0.8314,-0.24%,开放申购,开放赎回,
2025-06-09,0.8334,0.8334,1.20%,开放申购,开放赎回,
2025-06-06,0.8235,0.8235,0.26%,开放申购,开放赎回,
2025-06-05,0.8214,0.8214,-1.75%,开放申购,开放赎回,
2025-06-04,0.8360,0.8360,0.47%,开放申购,开放赎回,
2025-06-03,0.8321,0.8321,1.64%,开放申购,开放赎回,
2025-05-30,0.8187,0.8187,1.29%,开放申购,开放赎回,
2025-05-29,0.8083,0.8083,0.38%,开放申购,开放赎回,
2025-05-28,0.8052,0.8052,-0.84%,开放申购,开放赎回,
2025-05-27,0.8120,0.8120,0.32%,开放申购,开放赎回,
2025-05-26,0.8094,0.8094,0.51%,开放申购,开放赎回,
2025-05-23,0.8053,0.8053,-0.83%,开放申购,开放赎回,
2025-05-22,0.8120,0.8120,-0.75%,开放申购,开放赎回,
2025-05-21,0.8181,0.8181,-0.29%,开放申购,开放赎回,
2025-05-20,0.8205,0.8205,1.12%,开放申购,开放赎回,
2025-05-19,0.8114,0.8114,0.58%,开放申购,开放赎回,
2025-05-16,0.8067,0.8067,-0.44%,开放申购,开放赎回,
2025-05-15,0.8103,0.8103,0.01%,开放申购,开放赎回,
2025-05-14,0.8102,0.8102,1.11%,开放申购,开放赎回,
2025-05-13,0.8013,0.8013,0.00%,开放申购,开放赎回,
2025-05-12,0.8013,0.8013,-0.16%,开放申购,开放赎回,
2025-05-09,0.8026,0.8026,-0.27%,开放申购,开放赎回,
2025-05-08,0.8048,0.8048,-0.17%,开放申购,开放赎回,
2025-05-07,0.8062,0.8062,0.06%,开放申购,开放赎回,
2025-05-06,0.8057,0.8057,0.65%,开放申购,开放赎回,
2025-04-30,0.8005,0.8005,-0.32%,开放申购,开放赎回,
2025-04-29,0.8031,0.8031,0.41%,开放申购,开放赎回,
2025-04-28,0.7998,0.7998,-0.89%,开放申购,开放赎回,
2025-04-25,0.8070,0.8070,-0.44%,开放申购,开放赎回,
2025-04-24,0.8106,0.8106,0.76%,开放申购,开放赎回,
2025-04-23,0.8045,0.8045,-1.69%,开放申购,开放赎回,
2025-04-22,0.8183,0.8183,1.09%,开放申购,开放赎回,
2025-04-21,0.8095,0.8095,0.57%,开放申购,开放赎回,
2025-04-18,0.8049,0.8049,-1.28%,开放申购,开放赎回,
2025-04-17,0.8153,0.8153,0.01%,开放申购,开放赎回,
2025-04-16,0.8152,0.8152,-0.82%,开放申购,开放赎回,
2025-04-15,0.8219,0.8219,-0.22%,开放申购,开放赎回,
2025-04-14,0.8237,0.8237,0.67%,开放申购,开放赎回,
2025-04-11,0.8182,0.8182,-2.76%,开放申购,开放赎回,
2025-04-10,0.8414,0.8414,0.24%,开放申购,开放赎回,
2025-04-09,0.8394,0.8394,0.17%,开放申购,开放赎回,
2025-04-08,0.8380,0.8380,7.08%,开放申购,开放赎回,
2025-04-07,0.7826,0.7826,-2.13%,开放申购,开放赎回,
2025-04-03,0.7996,0.7996,2.08%,开放申购,开放赎回,
2025-04-02,0.7833,0.7833,-0.11%,开放申购,开放赎回,
2025-04-01,0.7842,0.7842,1.16%,开放申购,开放赎回,
2025-03-31,0.7752,0.7752,-1.40%,开放申购,开放赎回,
2025-03-28,0.7862,0.7862,-1.11%,开放申购,开放赎回,
2025-03-27,0.7950,0.7950,-0.03%,开放申购,开放赎回,
2025-03-26,0.7952,0.7952,1.26%,开放申购,开放赎回,
2025-03-25,0.7853,0.7853,0.98%,开放申购,开放赎回,
2025-03-24,0.7777,0.7777,0.03%,开放申购,开放赎回,
2025-03-21,0.7775,0.7775,-0.65%,开放申购,开放赎回,
2025-03-20,0.7826,0.7826,-0.72%,开放申购,开放赎回,
2025-03-19,0.7883,0.7883,0.10%,开放申购,开放赎回,
2025-03-18,0.7875,0.7875,-0.13%,开放申购,开放赎回,
2025-03-17,0.7885,0.7885,0.73%,开放申购,开放赎回,
2025-03-14,0.7828,0.7828,0.97%,开放申购,开放赎回,
2025-03-13,0.7753,0.7753,0.06%,开放申购,开放赎回,
2025-03-12,0.7748,0.7748,-0.92%,开放申购,开放赎回,
2025-03-11,0.7820,0.7820,1.88%,开放申购,开放赎回,
2025-03-10,0.7676,0.7676,0.26%,开放申购,开放赎回,
2025-03-07,0.7656,0.7656,0.13%,开放申购,开放赎回,
2025-03-06,0.7646,0.7646,0.51%,开放申购,开放赎回,
2025-03-05,0.7607,0.7607,-0.87%,开放申购,开放赎回,
2025-03-04,0.7674,0.7674,0.85%,开放申购,开放赎回,
2025-03-03,0.7609,0.7609,0.89%,开放申购,开放赎回,
2025-02-28,0.7542,0.7542,-0.24%,开放申购,开放赎回,
2025-02-27,0.7560,0.7560,-0.20%,开放申购,开放赎回,
2025-02-26,0.7575,0.7575,0.72%,开放申购,开放赎回,
2025-02-25,0.7521,0.7521,-1.65%,开放申购,开放赎回,
2025-02-24,0.7647,0.7647,0.76%,开放申购,开放赎回,
2025-02-21,0.7589,0.7589,-0.29%,开放申购,开放赎回,
2025-02-20,0.7611,0.7611,-0.67%,开放申购,开放赎回,
2025-02-19,0.7662,0.7662,1.27%,开放申购,开放赎回,
2025-02-18,0.7566,0.7566,-1.27%,开放申购,开放赎回,
2025-02-17,0.7663,0.7663,-0.09%,开放申购,开放赎回,
2025-02-14,0.7670,0.7670,0.31%,开放申购,开放赎回,
2025-02-13,0.7646,0.7646,1.49%,开放申购,开放赎回,
2025-02-12,0.7534,0.7534,0.11%,开放申购,开放赎回,
2025-02-11,0.7526,0.7526,-0.49%,开放申购,开放赎回,
2025-02-10,0.7563,0.7563,0.04%,开放申购,开放赎回,
2025-02-07,0.7560,0.7560,0.23%,开放申购,开放赎回,
2025-02-06,0.7543,0.7543,0.23%,开放申购,开放赎回,
2025-02-05,0.7526,0.7526,-0.62%,开放申购,开放赎回,
2025-01-27,0.7573,0.7573,0.68%,开放申购,开放赎回,
2025-01-24,0.7522,0.7522,0.64%,开放申购,开放赎回,
2025-01-23,0.7474,0.7474,0.20%,开放申购,开放赎回,
2025-01-22,0.7459,0.7459,-0.25%,开放申购,开放赎回,
2025-01-21,0.7478,0.7478,-0.76%,开放申购,开放赎回,
2025-01-20,0.7535,0.7535,-0.17%,开放申购,开放赎回,
2025-01-17,0.7548,0.7548,0.81%,开放申购,开放赎回,
2025-01-16,0.7487,0.7487,0.05%,开放申购,开放赎回,
2025-01-15,0.7483,0.7483,-0.33%,开放申购,开放赎回,
2025-01-14,0.7508,0.7508,2.44%,开放申购,开放赎回,
2025-01-13,0.7329,0.7329,0.53%,开放申购,开放赎回,
2025-01-10,0.7290,0.7290,-1.46%,开放申购,开放赎回,
2025-01-09,0.7398,0.7398,-0.66%,开放申购,开放赎回,
2025-01-08,0.7447,0.7447,-1.04%,开放申购,开放赎回,
2025-01-07,0.7525,0.7525,0.27%,开放申购,开放赎回,
2025-01-06,0.7505,0.7505,0.32%,开放申购,开放赎回,
2025-01-03,0.7481,0.7481,-2.13%,开放申购,开放赎回,
2025-01-02,0.7644,0.7644,-1.90%,开放申购,开放赎回,
2024-12-31,0.7792,0.7792,-1.52%,开放申购,开放赎回,
2024-12-30,0.7912,0.7912,-0.78%,开放申购,开放赎回,
2024-12-27,0.7974,0.7974,1.76%,开放申购,开放赎回,
2024-12-26,0.7836,0.7836,-0.50%,开放申购,开放赎回,
2024-12-25,0.7875,0.7875,-0.79%,开放申购,开放赎回,
2024-12-24,0.7938,0.7938,0.79%,开放申购,开放赎回,
2024-12-23,0.7876,0.7876,-1.51%,开放申购,开放赎回,
2024-12-20,0.7997,0.7997,-0.42%,开放申购,开放赎回,
2024-12-19,0.8031,0.8031,0.07%,开放申购,开放赎回,
2024-12-18,0.8025,0.8025,-0.72%,开放申购,开放赎回,
2024-12-17,0.8083,0.8083,-1.64%,开放申购,开放赎回,
2024-12-16,0.8218,0.8218,-1.07%,开放申购,开放赎回,
2024-12-13,0.8307,0.8307,-1.21%,开放申购,开放赎回,
2024-12-12,0.8409,0.8409,1.84%,开放申购,开放赎回,
2024-12-11,0.8257,0.8257,1.71%,开放申购,开放赎回,
2024-12-10,0.8118,0.8118,1.30%,开放申购,开放赎回,
2024-12-09,0.8014,0.8014,-0.77%,开放申购,开放赎回,
2024-12-06,0.8076,0.8076,0.32%,开放申购,开放赎回,
2024-12-05,0.8050,0.8050,-0.38%,开放申购,开放赎回,
2024-12-04,0.8081,0.8081,-1.50%,开放申购,开放赎回,
2024-12-03,0.8204,0.8204,1.20%,开放申购,开放赎回,
2024-12-02,0.8107,0.8107,1.40%,开放申购,开放赎回,
2024-11-29,0.7995,0.7995,1.34%,开放申购,开放赎回,
2024-11-28,0.7889,0.7889,-0.39%,开放申购,开放赎回,
2024-11-27,0.7920,0.7920,0.81%,开放申购,开放赎回,
2024-11-26,0.7856,0.7856,0.41%,开放申购,开放赎回,
2024-11-25,0.7824,0.7824,0.32%,开放申购,开放赎回,
2024-11-22,0.7799,0.7799,-3.12%,开放申购,开放赎回,
2024-11-21,0.8050,0.8050,0.46%,开放申购,开放赎回,
2024-11-20,0.8013,0.8013,0.68%,开放申购,开放赎回,
2024-11-19,0.7959,0.7959,0.93%,开放申购,开放赎回,
2024-11-18,0.7886,0.7886,-0.60%,开放申购,开放赎回,
2024-11-15,0.7934,0.7934,-1.12%,开放申购,开放赎回,
2024-11-14,0.8024,0.8024,-2.24%,开放申购,开放赎回,
2024-11-13,0.8208,0.8208,-0.73%,开放申购,开放赎回,
2024-11-12,0.8268,0.8268,-0.18%,开放申购,开放赎回,
2024-11-11,0.8283,0.8283,-0.20%,开放申购,开放赎回,
2024-11-08,0.8300,0.8300,-1.50%,开放申购,开放赎回,
2024-11-07,0.8426,0.8426,2.77%,开放申购,开放赎回,
2024-11-06,0.8199,0.8199,0.95%,开放申购,开放赎回,
2024-11-05,0.8122,0.8122,1.26%,开放申购,开放赎回,
2024-11-04,0.8021,0.8021,1.57%,开放申购,开放赎回,
2024-11-01,0.7897,0.7897,-0.11%,开放申购,开放赎回,
2024-10-31,0.7906,0.7906,-0.52%,开放申购,开放赎回,
2024-10-30,0.7947,0.7947,0.74%,开放申购,开放赎回,
2024-10-29,0.7889,0.7889,-2.44%,开放申购,开放赎回,
2024-10-28,0.8086,0.8086,2.38%,开放申购,开放赎回,
2024-10-25,0.7898,0.7898,1.18%,开放申购,开放赎回,
2024-10-24,0.7806,0.7806,-0.67%,开放申购,开放赎回,
2024-10-23,0.7859,0.7859,0.08%,开放申购,开放赎回,
2024-10-22,0.7853,0.7853,2.04%,开放申购,开放赎回,
2024-10-21,0.7696,0.7696,1.24%,开放申购,开放赎回,
2024-10-18,0.7602,0.7602,2.18%,开放申购,开放赎回,
2024-10-17,0.7440,0.7440,-1.54%,开放申购,开放赎回,
2024-10-16,0.7556,0.7556,-0.29%,开放申购,开放赎回,
2024-10-15,0.7578,0.7578,-2.19%,开放申购,开放赎回,
2024-10-14,0.7748,0.7748,1.43%,开放申购,开放赎回,
2024-10-11,0.7639,0.7639,-3.52%,开放申购,开放赎回,
2024-10-10,0.7918,0.7918,2.10%,开放申购,开放赎回,
2024-10-09,0.7755,0.7755,-8.96%,开放申购,开放赎回,
2024-10-08,0.8518,0.8518,1.50%,开放申购,开放赎回,
2024-09-30,0.8392,0.8392,8.31%,开放申购,开放赎回,
2024-09-27,0.7748,0.7748,5.17%,开放申购,开放赎回,
2024-09-26,0.7367,0.7367,4.97%,开放申购,开放赎回,
2024-09-25,0.7018,0.7018,0.37%,开放申购,开放赎回,
2024-09-24,0.6992,0.6992,4.91%,开放申购,开放赎回,
2024-09-23,0.6665,0.6665,-0.43%,开放申购,开放赎回,
2024-09-20,0.6694,0.6694,-1.08%,开放申购,开放赎回,
2024-09-19,0.6767,0.6767,2.11%,开放申购,开放赎回,
2024-09-18,0.6627,0.6627,-2.10%,开放申购,开放赎回,
2024-09-13,0.6769,0.6769,-0.73%,开放申购,开放赎回,
2024-09-12,0.6819,0.6819,-0.99%,开放申购,开放赎回,
2024-09-11,0.6887,0.6887,-0.84%,开放申购,开放赎回,
2024-09-10,0.6945,0.6945,-0.98%,开放申购,开放赎回,
