净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.2699,1.2699,1.40%,开放申购,开放赎回,
2025-07-07,1.2524,1.2524,0.11%,开放申购,开放赎回,
2025-07-04,1.2510,1.2510,-0.41%,开放申购,开放赎回,
2025-07-03,1.2561,1.2561,0.71%,开放申购,开放赎回,
2025-07-02,1.2473,1.2473,-0.71%,开放申购,开放赎回,
2025-07-01,1.2562,1.2562,0.40%,开放申购,开放赎回,
2025-06-30,1.2512,1.2512,1.43%,开放申购,开放赎回,
2025-06-27,1.2335,1.2335,0.57%,开放申购,开放赎回,
2025-06-26,1.2265,1.2265,-0.62%,开放申购,开放赎回,
2025-06-25,1.2341,1.2341,1.22%,开放申购,开放赎回,
2025-06-24,1.2192,1.2192,2.12%,开放申购,开放赎回,
2025-06-23,1.1939,1.1939,0.86%,开放申购,开放赎回,
2025-06-20,1.1837,1.1837,-0.45%,开放申购,开放赎回,
2025-06-19,1.1891,1.1891,-1.17%,开放申购,开放赎回,
2025-06-18,1.2032,1.2032,-0.03%,开放申购,开放赎回,
2025-06-17,1.2036,1.2036,0.02%,开放申购,开放赎回,
2025-06-16,1.2033,1.2033,0.44%,开放申购,开放赎回,
2025-06-13,1.1980,1.1980,-1.42%,开放申购,开放赎回,
2025-06-12,1.2152,1.2152,0.31%,开放申购,开放赎回,
2025-06-11,1.2115,1.2115,0.66%,开放申购,开放赎回,
2025-06-10,1.2036,1.2036,-0.88%,开放申购,开放赎回,
2025-06-09,1.2143,1.2143,0.87%,开放申购,开放赎回,
2025-06-06,1.2038,1.2038,0.10%,开放申购,开放赎回,
2025-06-05,1.2026,1.2026,0.80%,开放申购,开放赎回,
2025-06-04,1.1930,1.1930,0.96%,开放申购,开放赎回,
2025-06-03,1.1816,1.1816,0.61%,开放申购,开放赎回,
2025-05-30,1.1744,1.1744,-0.71%,开放申购,开放赎回,
2025-05-29,1.1828,1.1828,1.80%,开放申购,开放赎回,
2025-05-28,1.1619,1.1619,-0.03%,开放申购,开放赎回,
2025-05-27,1.1622,1.1622,-0.28%,开放申购,开放赎回,
2025-05-26,1.1655,1.1655,0.45%,开放申购,开放赎回,
2025-05-23,1.1603,1.1603,-0.96%,开放申购,开放赎回,
2025-05-22,1.1715,1.1715,-0.88%,开放申购,开放赎回,
2025-05-21,1.1819,1.1819,-0.13%,开放申购,开放赎回,
2025-05-20,1.1834,1.1834,0.83%,开放申购,开放赎回,
2025-05-19,1.1737,1.1737,0.31%,开放申购,开放赎回,
2025-05-16,1.1701,1.1701,0.43%,开放申购,开放赎回,
2025-05-15,1.1651,1.1651,-1.43%,开放申购,开放赎回,
2025-05-14,1.1820,1.1820,-0.08%,开放申购,开放赎回,
2025-05-13,1.1829,1.1829,-0.16%,开放申购,开放赎回,
2025-05-12,1.1848,1.1848,1.18%,开放申购,开放赎回,
2025-05-09,1.1710,1.1710,-1.16%,开放申购,开放赎回,
2025-05-08,1.1848,1.1848,0.93%,开放申购,开放赎回,
2025-05-07,1.1739,1.1739,0.04%,开放申购,开放赎回,
2025-05-06,1.1734,1.1734,2.33%,开放申购,开放赎回,
2025-04-30,1.1467,1.1467,0.70%,开放申购,开放赎回,
2025-04-29,1.1387,1.1387,0.40%,开放申购,开放赎回,
2025-04-28,1.1342,1.1342,-1.08%,开放申购,开放赎回,
2025-04-25,1.1466,1.1466,0.15%,开放申购,开放赎回,
2025-04-24,1.1449,1.1449,-0.80%,开放申购,开放赎回,
2025-04-23,1.1541,1.1541,0.94%,开放申购,开放赎回,
2025-04-22,1.1434,1.1434,0.02%,开放申购,开放赎回,
2025-04-21,1.1432,1.1432,2.18%,开放申购,开放赎回,
2025-04-18,1.1188,1.1188,0.22%,开放申购,开放赎回,
2025-04-17,1.1163,1.1163,0.31%,开放申购,开放赎回,
2025-04-16,1.1129,1.1129,-1.31%,开放申购,开放赎回,
2025-04-15,1.1277,1.1277,-0.30%,开放申购,开放赎回,
2025-04-14,1.1311,1.1311,1.15%,开放申购,开放赎回,
2025-04-11,1.1182,1.1182,1.41%,开放申购,开放赎回,
2025-04-10,1.1026,1.1026,2.39%,开放申购,开放赎回,
2025-04-09,1.0769,1.0769,2.13%,开放申购,开放赎回,
2025-04-08,1.0544,1.0544,1.09%,开放申购,开放赎回,
2025-04-07,1.0430,1.0430,-11.66%,开放申购,开放赎回,
2025-04-03,1.1806,1.1806,-1.53%,开放申购,开放赎回,
2025-04-02,1.1989,1.1989,0.43%,开放申购,开放赎回,
2025-04-01,1.1938,1.1938,0.56%,开放申购,开放赎回,
2025-03-31,1.1871,1.1871,-0.50%,开放申购,开放赎回,
2025-03-28,1.1931,1.1931,-0.72%,开放申购,开放赎回,
2025-03-27,1.2018,1.2018,-0.02%,开放申购,开放赎回,
2025-03-26,1.2020,1.2020,0.28%,开放申购,开放赎回,
2025-03-25,1.1986,1.1986,-0.42%,开放申购,开放赎回,
2025-03-24,1.2036,1.2036,-0.11%,开放申购,开放赎回,
2025-03-21,1.2049,1.2049,-1.48%,开放申购,开放赎回,
2025-03-20,1.2230,1.2230,-0.09%,开放申购,开放赎回,
2025-03-19,1.2241,1.2241,-0.60%,开放申购,开放赎回,
2025-03-18,1.2315,1.2315,0.51%,开放申购,开放赎回,
2025-03-17,1.2253,1.2253,0.26%,开放申购,开放赎回,
2025-03-14,1.2221,1.2221,1.72%,开放申购,开放赎回,
2025-03-13,1.2014,1.2014,-1.27%,开放申购,开放赎回,
2025-03-12,1.2169,1.2169,0.16%,开放申购,开放赎回,
2025-03-11,1.2150,1.2150,0.34%,开放申购,开放赎回,
2025-03-10,1.2109,1.2109,0.37%,开放申购,开放赎回,
2025-03-07,1.2064,1.2064,-0.35%,开放申购,开放赎回,
2025-03-06,1.2106,1.2106,1.84%,开放申购,开放赎回,
2025-03-05,1.1887,1.1887,0.54%,开放申购,开放赎回,
2025-03-04,1.1823,1.1823,1.16%,开放申购,开放赎回,
2025-03-03,1.1688,1.1688,0.68%,开放申购,开放赎回,
2025-02-28,1.1609,1.1609,-3.17%,开放申购,开放赎回,
2025-02-27,1.1989,1.1989,-0.14%,开放申购,开放赎回,
2025-02-26,1.2006,1.2006,1.53%,开放申购,开放赎回,
2025-02-25,1.1825,1.1825,-0.13%,开放申购,开放赎回,
2025-02-24,1.1840,1.1840,0.04%,开放申购,开放赎回,
2025-02-21,1.1835,1.1835,1.70%,开放申购,开放赎回,
2025-02-20,1.1637,1.1637,0.66%,开放申购,开放赎回,
2025-02-19,1.1561,1.1561,1.89%,开放申购,开放赎回,
2025-02-18,1.1347,1.1347,-2.04%,开放申购,开放赎回,
2025-02-17,1.1583,1.1583,0.34%,开放申购,开放赎回,
2025-02-14,1.1544,1.1544,0.75%,开放申购,开放赎回,
2025-02-13,1.1458,1.1458,-1.11%,开放申购,开放赎回,
2025-02-12,1.1587,1.1587,1.14%,开放申购,开放赎回,
2025-02-11,1.1456,1.1456,-0.35%,开放申购,开放赎回,
2025-02-10,1.1496,1.1496,1.07%,开放申购,开放赎回,
2025-02-07,1.1374,1.1374,1.67%,开放申购,开放赎回,
2025-02-06,1.1187,1.1187,2.62%,开放申购,开放赎回,
2025-02-05,1.0901,1.0901,0.42%,开放申购,开放赎回,
2025-01-27,1.0855,1.0855,-0.95%,开放申购,开放赎回,
2025-01-24,1.0959,1.0959,1.70%,开放申购,开放赎回,
2025-01-23,1.0776,1.0776,-0.20%,开放申购,开放赎回,
2025-01-22,1.0798,1.0798,-0.62%,开放申购,开放赎回,
2025-01-21,1.0865,1.0865,0.24%,开放申购,开放赎回,
2025-01-20,1.0839,1.0839,0.74%,开放申购,开放赎回,
2025-01-17,1.0759,1.0759,1.15%,开放申购,开放赎回,
2025-01-16,1.0637,1.0637,0.35%,开放申购,开放赎回,
2025-01-15,1.0600,1.0600,-0.49%,开放申购,开放赎回,
2025-01-14,1.0652,1.0652,3.95%,开放申购,开放赎回,
2025-01-13,1.0247,1.0247,0.41%,开放申购,开放赎回,
2025-01-10,1.0205,1.0205,-1.68%,开放申购,开放赎回,
2025-01-09,1.0379,1.0379,-0.10%,开放申购,开放赎回,
2025-01-08,1.0389,1.0389,-0.21%,开放申购,开放赎回,
2025-01-07,1.0411,1.0411,1.22%,开放申购,开放赎回,
2025-01-06,1.0286,1.0286,0.25%,开放申购,开放赎回,
2025-01-03,1.0260,1.0260,-2.37%,开放申购,开放赎回,
2025-01-02,1.0509,1.0509,-2.76%,开放申购,开放赎回,
2024-12-31,1.0807,1.0807,-2.64%,开放申购,开放赎回,
2024-12-30,1.1100,1.1100,0.25%,开放申购,开放赎回,
2024-12-27,1.1072,1.1072,0.09%,开放申购,开放赎回,
2024-12-26,1.1062,1.1062,1.32%,开放申购,开放赎回,
2024-12-25,1.0918,1.0918,-0.71%,开放申购,开放赎回,
2024-12-24,1.0996,1.0996,1.35%,开放申购,开放赎回,
2024-12-23,1.0850,1.0850,-2.18%,开放申购,开放赎回,
2024-12-20,1.1092,1.1092,0.74%,开放申购,开放赎回,
2024-12-19,1.1010,1.1010,1.07%,开放申购,开放赎回,
2024-12-18,1.0893,1.0893,0.98%,开放申购,开放赎回,
2024-12-17,1.0787,1.0787,-1.61%,开放申购,开放赎回,
2024-12-16,1.0964,1.0964,-0.79%,开放申购,开放赎回,
2024-12-13,1.1051,1.1051,-1.53%,开放申购,开放赎回,
2024-12-12,1.1223,1.1223,0.92%,开放申购,开放赎回,
2024-12-11,1.1121,1.1121,1.47%,开放申购,开放赎回,
2024-12-10,1.0960,1.0960,1.14%,开放申购,开放赎回,
2024-12-09,1.0836,1.0836,-0.29%,开放申购,开放赎回,
2024-12-06,1.0868,1.0868,1.06%,开放申购,开放赎回,
2024-12-05,1.0754,1.0754,1.20%,开放申购,开放赎回,
2024-12-04,1.0626,1.0626,-1.48%,开放申购,开放赎回,
2024-12-03,1.0786,1.0786,-0.20%,开放申购,开放赎回,
2024-12-02,1.0808,1.0808,1.80%,开放申购,开放赎回,
2024-11-29,1.0617,1.0617,1.96%,开放申购,开放赎回,
2024-11-28,1.0413,1.0413,-0.67%,开放申购,开放赎回,
2024-11-27,1.0483,1.0483,2.09%,开放申购,开放赎回,
2024-11-26,1.0268,1.0268,-0.71%,开放申购,开放赎回,
2024-11-25,1.0341,1.0341,0.60%,开放申购,开放赎回,
2024-11-22,1.0279,1.0279,-3.57%,开放申购,开放赎回,
2024-11-21,1.0660,1.0660,0.13%,开放申购,开放赎回,
2024-11-20,1.0646,1.0646,1.82%,开放申购,开放赎回,
2024-11-19,1.0456,1.0456,2.56%,开放申购,开放赎回,
2024-11-18,1.0195,1.0195,-2.22%,开放申购,开放赎回,
2024-11-15,1.0427,1.0427,-1.63%,开放申购,开放赎回,
2024-11-14,1.0600,1.0600,-2.85%,开放申购,开放赎回,
2024-11-13,1.0911,1.0911,0.11%,开放申购,开放赎回,
2024-11-12,1.0899,1.0899,-1.10%,开放申购,开放赎回,
2024-11-11,1.1020,1.1020,2.62%,开放申购,开放赎回,
2024-11-08,1.0739,1.0739,0.19%,开放申购,开放赎回,
2024-11-07,1.0719,1.0719,2.03%,开放申购,开放赎回,
2024-11-06,1.0506,1.0506,0.36%,开放申购,开放赎回,
2024-11-05,1.0468,1.0468,3.02%,开放申购,开放赎回,
2024-11-04,1.0161,1.0161,2.35%,开放申购,开放赎回,
2024-11-01,0.9928,0.9928,-2.39%,开放申购,开放赎回,
2024-10-31,1.0171,1.0171,0.42%,开放申购,开放赎回,
2024-10-30,1.0128,1.0128,-0.21%,开放申购,开放赎回,
2024-10-29,1.0149,1.0149,-1.71%,开放申购,开放赎回,
