净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.5197,0.5197,1.15%,开放申购,开放赎回,
2025-07-07,0.5138,0.5138,1.02%,开放申购,开放赎回,
2025-07-04,0.5086,0.5086,-1.28%,开放申购,开放赎回,
2025-07-03,0.5152,0.5152,0.41%,开放申购,开放赎回,
2025-07-02,0.5131,0.5131,0.85%,开放申购,开放赎回,
2025-07-01,0.5088,0.5088,0.85%,开放申购,开放赎回,
2025-06-30,0.5045,0.5045,0.80%,开放申购,开放赎回,
2025-06-27,0.5005,0.5005,0.18%,开放申购,开放赎回,
2025-06-26,0.4996,0.4996,-0.06%,开放申购,开放赎回,
2025-06-25,0.4999,0.4999,0.81%,开放申购,开放赎回,
2025-06-24,0.4959,0.4959,1.64%,开放申购,开放赎回,
2025-06-23,0.4879,0.4879,1.14%,开放申购,开放赎回,
2025-06-20,0.4824,0.4824,-0.25%,开放申购,开放赎回,
2025-06-19,0.4836,0.4836,-1.53%,开放申购,开放赎回,
2025-06-18,0.4911,0.4911,-0.57%,开放申购,开放赎回,
2025-06-17,0.4939,0.4939,0.28%,开放申购,开放赎回,
2025-06-16,0.4925,0.4925,-0.04%,开放申购,开放赎回,
2025-06-13,0.4927,0.4927,-1.34%,开放申购,开放赎回,
2025-06-12,0.4994,0.4994,-0.14%,开放申购,开放赎回,
2025-06-11,0.5001,0.5001,0.36%,开放申购,开放赎回,
2025-06-10,0.4983,0.4983,-0.99%,开放申购,开放赎回,
2025-06-09,0.5033,0.5033,0.66%,开放申购,开放赎回,
2025-06-06,0.5000,0.5000,-0.44%,开放申购,开放赎回,
2025-06-05,0.5022,0.5022,0.10%,开放申购,开放赎回,
2025-06-04,0.5017,0.5017,0.54%,开放申购,开放赎回,
2025-06-03,0.4990,0.4990,-0.16%,开放申购,开放赎回,
2025-05-30,0.4998,0.4998,-1.07%,开放申购,开放赎回,
2025-05-29,0.5052,0.5052,1.55%,开放申购,开放赎回,
2025-05-28,0.4975,0.4975,0.75%,开放申购,开放赎回,
2025-05-27,0.4938,0.4938,0.84%,开放申购,开放赎回,
2025-05-26,0.4897,0.4897,1.47%,开放申购,开放赎回,
2025-05-23,0.4826,0.4826,-0.68%,开放申购,开放赎回,
2025-05-22,0.4859,0.4859,-1.24%,开放申购,开放赎回,
2025-05-21,0.4920,0.4920,-0.28%,开放申购,开放赎回,
2025-05-20,0.4934,0.4934,0.39%,开放申购,开放赎回,
2025-05-19,0.4915,0.4915,1.03%,开放申购,开放赎回,
2025-05-16,0.4865,0.4865,0.41%,开放申购,开放赎回,
2025-05-15,0.4845,0.4845,-1.10%,开放申购,开放赎回,
2025-05-14,0.4899,0.4899,0.00%,开放申购,开放赎回,
2025-05-13,0.4899,0.4899,0.39%,开放申购,开放赎回,
2025-05-12,0.4880,0.4880,1.04%,开放申购,开放赎回,
2025-05-09,0.4830,0.4830,-0.33%,开放申购,开放赎回,
2025-05-08,0.4846,0.4846,0.79%,开放申购,开放赎回,
2025-05-07,0.4808,0.4808,0.56%,开放申购,开放赎回,
2025-05-06,0.4781,0.4781,2.03%,开放申购,开放赎回,
2025-04-30,0.4686,0.4686,-0.02%,开放申购,开放赎回,
2025-04-29,0.4687,0.4687,0.28%,开放申购,开放赎回,
2025-04-28,0.4674,0.4674,-1.33%,开放申购,开放赎回,
2025-04-25,0.4737,0.4737,0.34%,开放申购,开放赎回,
2025-04-24,0.4721,0.4721,-0.53%,开放申购,开放赎回,
2025-04-23,0.4746,0.4746,0.23%,开放申购,开放赎回,
2025-04-22,0.4735,0.4735,0.49%,开放申购,开放赎回,
2025-04-21,0.4712,0.4712,0.55%,开放申购,开放赎回,
2025-04-18,0.4686,0.4686,-0.38%,开放申购,开放赎回,
2025-04-17,0.4704,0.4704,0.15%,开放申购,开放赎回,
2025-04-16,0.4697,0.4697,-1.24%,开放申购,开放赎回,
2025-04-15,0.4756,0.4756,-0.27%,开放申购,开放赎回,
2025-04-14,0.4769,0.4769,0.97%,开放申购,开放赎回,
2025-04-11,0.4723,0.4723,0.47%,开放申购,开放赎回,
2025-04-10,0.4701,0.4701,1.23%,开放申购,开放赎回,
2025-04-09,0.4644,0.4644,1.46%,开放申购,开放赎回,
