净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.1901,1.1901,1.13%,开放申购,开放赎回,
2025-07-07,1.1768,1.1768,0.08%,开放申购,开放赎回,
2025-07-04,1.1759,1.1759,0.00%,开放申购,开放赎回,
2025-07-03,1.1759,1.1759,0.62%,开放申购,开放赎回,
2025-07-02,1.1687,1.1687,-0.40%,开放申购,开放赎回,
2025-07-01,1.1734,1.1734,-0.44%,开放申购,开放赎回,
2025-06-30,1.1786,1.1786,-0.38%,开放申购,开放赎回,
2025-06-27,1.1831,1.1831,-0.08%,开放申购,开放赎回,
2025-06-26,1.1840,1.1840,-1.64%,开放申购,开放赎回,
2025-06-25,1.2038,1.2038,5.20%,开放申购,开放赎回,
2025-06-24,1.1443,1.1443,2.46%,开放申购,开放赎回,
2025-06-23,1.1168,1.1168,1.09%,开放申购,开放赎回,
2025-06-20,1.1048,1.1048,-0.26%,开放申购,开放赎回,
2025-06-19,1.1077,1.1077,-1.75%,开放申购,开放赎回,
2025-06-18,1.1274,1.1274,-1.17%,开放申购,开放赎回,
2025-06-17,1.1408,1.1408,0.33%,开放申购,开放赎回,
2025-06-16,1.1370,1.1370,1.33%,开放申购,开放赎回,
2025-06-13,1.1221,1.1221,-0.99%,开放申购,开放赎回,
2025-06-12,1.1333,1.1333,-0.14%,开放申购,开放赎回,
2025-06-11,1.1349,1.1349,1.85%,开放申购,开放赎回,
2025-06-10,1.1143,1.1143,-1.32%,开放申购,开放赎回,
2025-06-09,1.1292,1.1292,1.44%,开放申购,开放赎回,
2025-06-06,1.1132,1.1132,-0.78%,开放申购,开放赎回,
2025-06-05,1.1219,1.1219,0.90%,开放申购,开放赎回,
2025-06-04,1.1119,1.1119,1.27%,开放申购,开放赎回,
2025-06-03,1.0980,1.0980,0.91%,开放申购,开放赎回,
2025-05-30,1.0881,1.0881,-0.48%,开放申购,开放赎回,
2025-05-29,1.0934,1.0934,1.08%,开放申购,开放赎回,
2025-05-28,1.0817,1.0817,-0.48%,开放申购,开放赎回,
2025-05-27,1.0869,1.0869,-0.15%,开放申购,开放赎回,
2025-05-26,1.0885,1.0885,-0.06%,开放申购,开放赎回,
2025-05-23,1.0892,1.0892,-1.33%,开放申购,开放赎回,
2025-05-22,1.1039,1.1039,-0.54%,开放申购,开放赎回,
2025-05-21,1.1099,1.1099,-0.28%,开放申购,开放赎回,
2025-05-20,1.1130,1.1130,0.06%,开放申购,开放赎回,
2025-05-19,1.1123,1.1123,-0.03%,开放申购,开放赎回,
2025-05-16,1.1126,1.1126,-1.04%,开放申购,开放赎回,
2025-05-15,1.1243,1.1243,-1.88%,开放申购,开放赎回,
2025-05-14,1.1458,1.1458,3.33%,开放申购,开放赎回,
2025-05-13,1.1089,1.1089,-0.65%,开放申购,开放赎回,
2025-05-12,1.1162,1.1162,2.28%,开放申购,开放赎回,
2025-05-09,1.0913,1.0913,-1.08%,开放申购,开放赎回,
2025-05-08,1.1032,1.1032,0.26%,开放申购,开放赎回,
2025-05-07,1.1003,1.1003,0.61%,开放申购,开放赎回,
2025-05-06,1.0936,1.0936,1.37%,开放申购,开放赎回,
2025-04-30,1.0788,1.0788,0.25%,开放申购,开放赎回,
2025-04-29,1.0761,1.0761,-0.25%,开放申购,开放赎回,
2025-04-28,1.0788,1.0788,-0.73%,开放申购,开放赎回,
2025-04-25,1.0867,1.0867,0.80%,开放申购,开放赎回,
2025-04-24,1.0781,1.0781,-0.47%,开放申购,开放赎回,
2025-04-23,1.0832,1.0832,0.14%,开放申购,开放赎回,
2025-04-22,1.0817,1.0817,-0.18%,开放申购,开放赎回,
2025-04-21,1.0836,1.0836,0.53%,开放申购,开放赎回,
2025-04-18,1.0779,1.0779,0.58%,开放申购,开放赎回,
2025-04-17,1.0717,1.0717,-0.06%,开放申购,开放赎回,
2025-04-16,1.0723,1.0723,-0.15%,开放申购,开放赎回,
2025-04-15,1.0739,1.0739,-0.30%,开放申购,开放赎回,
2025-04-14,1.0771,1.0771,0.04%,开放申购,开放赎回,
2025-04-11,1.0767,1.0767,0.21%,开放申购,开放赎回,
2025-04-10,1.0744,1.0744,1.34%,开放申购,开放赎回,
2025-04-09,1.0602,1.0602,1.85%,开放申购,开放赎回,
2025-04-08,1.0409,1.0409,1.52%,开放申购,开放赎回,
2025-04-07,1.0253,1.0253,-9.47%,开放申购,开放赎回,
2025-04-03,1.1326,1.1326,-0.17%,开放申购,开放赎回,
2025-04-02,1.1345,1.1345,0.50%,开放申购,开放赎回,
2025-04-01,1.1288,1.1288,-0.20%,开放申购,开放赎回,
