end_day,alpha,beta,gamma,season,rss
-300,0.1063477428993255,0.005264476196272625,0.09725471801280215,13,0.043688702697050386
-400,0.10960422026243213,0.005573326384965429,0.10181410002818705,13,0.034775648158757666
-200,0.10801070487901623,0.005034360205211358,0.09521429996715079,13,0.047315307559446226
-250,0.10647513288859255,0.0052599509201260945,0.0958444334588385,13,0.045921532497071316
-600,0.11470778697189302,0.004945084011645074,0.10326881197077377,13,0.0248206020552753
-450,0.11516338131307172,0.005786856677381218,0.10544251347202911,13,0.03102694198124235
-350,0.10745538889449278,0.005693619003643585,0.09789746587255109,13,0.036362729919070635
-550,0.11176064812087674,0.005944185597612586,0.1041199042426003,13,0.027495431466311837
-150,0.10541404921364046,0.00504286881256043,0.1017577323713616,13,0.08285898406856887
-100,0.10632058600107902,0.004422064136790616,0.09106935183263708,13,0.09129465558953472
-50,0.10201444896806515,0.004484536350394059,0.08812477731055181,13,0.09604245698546163
-1,0.1017890284056659,0.0045475726686245175,0.08614521892746635,13,0.09856896459365143
-500,0.11486138654327543,0.00560979158994433,0.10370915521427572,13,0.02936163851732315
