end_day,alpha,beta,gamma,season,rss
-600,0.1156453697799795,0.0037936793814442207,0.03000254806129317,14,0.019522043298317856
-50,0.11257854701394404,0.006963015407859217,0.030006441367482393,14,0.17339047412583516
-450,0.11602017814190917,0.0031901935245178268,0.030171628326616476,14,0.03162848012466173
-550,0.11059254335340192,0.0036736050518373906,0.03446288174097735,12,0.02293433091583462
-1,0.11061965514756866,0.006093915759412236,0.02771325548342979,14,0.2610575645434711
-400,0.11115682339384607,0.003099983302906818,0.031758020518407065,14,0.042251328720972224
-300,0.1013370695260939,0.002973501638192327,0.031708038956906125,14,0.054463957382345246
-500,0.1156769952553711,0.0031298695727242443,0.03419059830314264,14,0.029916592061937048
-350,0.10665437086798803,0.003114679520829238,0.03466691734891347,14,0.04546092804771906
-100,0.11177781700036836,0.002631909336600353,0.03260373275330239,14,0.13517412136576684
-200,0.11941103813173223,0.002763744327653329,0.03165477214242738,14,0.10396511452178264
-150,0.1229404384510072,0.0026142792389381928,0.031584661258065715,14,0.12005023061251964
-250,0.08797229359746421,0.003285030826572287,0.3225621580949411,14,0.09790681250176697
