end_day,alpha,beta,gamma,season,rss
-280,0.09214354479076144,0.011705669934820792,0.30890615911232006,22,0.09137396840839326
-80,0.09486014121102762,0.009848886068081385,0.12970596979230217,21,0.15851358122443154
-40,0.08556258973683263,0.008841159167959741,0.2153305148090997,21,0.19296474596921784
-120,0.08942340286211951,0.008954200311615892,0.24436394427300911,21,0.14018237100473116
-200,0.09665288533408843,0.008229967486993053,0.2307168643665708,22,0.11456441969440137
-320,0.09590836172908464,0.008636265547550141,0.24575596311424633,23,0.077019465073355
-360,0.10006556097389302,0.008965695361566484,0.22261798891535975,23,0.06709410380940815
-240,0.08774056211478476,0.009819223525603516,0.32836090950457475,22,0.1042136656554338
-400,0.09992325809092024,0.008921447375788566,0.22142222671962788,23,0.06447416964779161
-160,0.0887357937528246,0.008994320110108145,0.28968118110678437,21,0.1369177895938758
-1,0.08734553386910959,0.008950264000437958,0.13013683423921577,21,0.2036665965529907
