end_day,alpha,beta,gamma,season,rss
-360,0.05,0.01,0.2,7,0.0
-320,0.05,0.01,0.2,7,0.0
-400,0.05,0.01,0.2,7,0.0
-240,0.05,0.01,0.2,7,0.0
-280,0.05,0.01,0.2,7,0.0
-200,0.036547222853785116,0.5,0.9150283760091539,8,0.0023798740954380396
-160,0.020092258560374818,0.5,0.0001,7,0.01447858081264443
-120,0.08780443637009408,0.0001,0.07619947132993442,23,0.023166792646431983
-80,0.08526782814740208,0.018423264491530613,0.1824959882753685,23,0.02849919781399065
-1,0.08417852992428912,0.012123076451670212,0.22265296788588027,22,0.03167082629090805
-40,0.08281642267961044,0.016627632868339196,0.22553362431619475,22,0.030584252465430985
