净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.9718,0.9718,1.99%,开放申购,开放赎回,
2025-07-07,0.9528,0.9528,0.00%,开放申购,开放赎回,
2025-07-04,0.9528,0.9528,-0.28%,开放申购,开放赎回,
2025-07-03,0.9555,0.9555,-1.35%,开放申购,开放赎回,
2025-07-02,0.9686,0.9686,-0.89%,开放申购,开放赎回,
2025-07-01,0.9773,0.9773,-0.07%,暂停申购,暂停赎回,
2025-06-30,0.9780,0.9780,-0.55%,开放申购,开放赎回,
2025-06-27,0.9834,0.9834,0.82%,开放申购,开放赎回,
2025-06-26,0.9754,0.9754,-0.48%,开放申购,开放赎回,
2025-06-25,0.9801,0.9801,0.85%,开放申购,开放赎回,
2025-06-24,0.9718,0.9718,2.09%,开放申购,开放赎回,
2025-06-23,0.9519,0.9519,0.60%,开放申购,开放赎回,
2025-06-20,0.9462,0.9462,0.73%,开放申购,开放赎回,
2025-06-19,0.9393,0.9393,-2.68%,开放申购,开放赎回,
2025-06-18,0.9652,0.9652,-1.13%,开放申购,开放赎回,
2025-06-17,0.9762,0.9762,-0.31%,开放申购,开放赎回,
2025-06-16,0.9792,0.9792,2.10%,开放申购,开放赎回,
2025-06-13,0.9591,0.9591,-1.58%,开放申购,开放赎回,
2025-06-12,0.9745,0.9745,-0.91%,开放申购,开放赎回,
2025-06-11,0.9834,0.9834,1.04%,开放申购,开放赎回,
2025-06-10,0.9733,0.9733,-0.64%,开放申购,开放赎回,
2025-06-09,0.9796,0.9796,2.89%,开放申购,开放赎回,
2025-06-06,0.9521,0.9521,-1.01%,开放申购,开放赎回,
2025-06-05,0.9618,0.9618,2.17%,开放申购,开放赎回,
2025-06-04,0.9414,0.9414,0.82%,开放申购,开放赎回,
2025-06-03,0.9337,0.9337,0.43%,开放申购,开放赎回,
2025-05-30,0.9297,0.9297,-2.68%,开放申购,开放赎回,
2025-05-29,0.9553,0.9553,2.18%,开放申购,开放赎回,
2025-05-28,0.9349,0.9349,-0.52%,开放申购,开放赎回,
2025-05-27,0.9398,0.9398,1.06%,开放申购,开放赎回,
2025-05-26,0.9299,0.9299,-1.80%,开放申购,开放赎回,
2025-05-23,0.9469,0.9469,0.17%,开放申购,开放赎回,
2025-05-22,0.9453,0.9453,-1.87%,开放申购,开放赎回,
2025-05-21,0.9633,0.9633,0.81%,开放申购,开放赎回,
2025-05-20,0.9556,0.9556,1.38%,开放申购,开放赎回,
2025-05-19,0.9426,0.9426,-0.56%,开放申购,开放赎回,
2025-05-16,0.9479,0.9479,-0.73%,开放申购,开放赎回,
2025-05-15,0.9549,0.9549,-1.11%,开放申购,开放赎回,
2025-05-14,0.9656,0.9656,2.24%,开放申购,开放赎回,
2025-05-13,0.9444,0.9444,-3.22%,开放申购,开放赎回,
2025-05-12,0.9758,0.9758,3.00%,开放申购,开放赎回,
2025-05-09,0.9474,0.9474,-0.39%,开放申购,开放赎回,
2025-05-08,0.9511,0.9511,0.48%,开放申购,开放赎回,
2025-05-07,0.9466,0.9466,-1.16%,开放申购,开放赎回,
2025-05-06,0.9577,0.9577,3.69%,开放申购,开放赎回,
2025-04-30,0.9236,0.9236,2.44%,开放申购,开放赎回,
2025-04-29,0.9016,0.9016,0.58%,开放申购,开放赎回,
2025-04-28,0.8964,0.8964,0.09%,开放申购,开放赎回,
2025-04-25,0.8956,0.8956,-0.02%,开放申购,开放赎回,
2025-04-24,0.8958,0.8958,-0.84%,开放申购,开放赎回,
2025-04-23,0.9034,0.9034,3.34%,开放申购,开放赎回,
2025-04-22,0.8742,0.8742,1.03%,开放申购,开放赎回,
2025-04-21,0.8653,0.8653,0.01%,暂停申购,暂停赎回,
2025-04-18,0.8652,0.8652,-0.08%,暂停申购,暂停赎回,
2025-04-17,0.8659,0.8659,1.58%,开放申购,开放赎回,
2025-04-16,0.8524,0.8524,-3.85%,开放申购,开放赎回,
2025-04-15,0.8865,0.8865,-0.18%,开放申购,开放赎回,
2025-04-14,0.8881,0.8881,1.76%,开放申购,开放赎回,
2025-04-11,0.8727,0.8727,0.68%,开放申购,开放赎回,
2025-04-10,0.8668,0.8668,1.88%,开放申购,开放赎回,
2025-04-09,0.8508,0.8508,3.01%,开放申购,开放赎回,
2025-04-08,0.8259,0.8259,3.56%,开放申购,开放赎回,
2025-04-07,0.7975,0.7975,-15.59%,开放申购,开放赎回,
2025-04-03,0.9448,0.9448,-0.91%,开放申购,开放赎回,
2025-04-02,0.9535,0.9535,-0.07%,开放申购,开放赎回,
2025-04-01,0.9542,0.9542,-0.25%,开放申购,开放赎回,
2025-03-31,0.9566,0.9566,-1.96%,开放申购,开放赎回,
2025-03-28,0.9757,0.9757,-0.73%,开放申购,开放赎回,
2025-03-27,0.9829,0.9829,-0.21%,开放申购,开放赎回,
2025-03-26,0.9850,0.9850,0.92%,开放申购,开放赎回,
2025-03-25,0.9760,0.9760,-3.63%,开放申购,开放赎回,
2025-03-24,1.0128,1.0128,1.06%,开放申购,开放赎回,
2025-03-21,1.0022,1.0022,-2.41%,开放申购,开放赎回,
2025-03-20,1.0269,1.0269,-3.77%,开放申购,开放赎回,
2025-03-19,1.0671,1.0671,-0.50%,开放申购,开放赎回,
2025-03-18,1.0725,1.0725,3.13%,开放申购,开放赎回,
2025-03-17,1.0399,1.0399,0.61%,开放申购,开放赎回,
2025-03-14,1.0336,1.0336,2.49%,开放申购,开放赎回,
2025-03-13,1.0085,1.0085,-1.56%,开放申购,开放赎回,
2025-03-12,1.0245,1.0245,-1.91%,开放申购,开放赎回,
2025-03-11,1.0444,1.0444,0.59%,开放申购,开放赎回,
2025-03-10,1.0383,1.0383,-2.66%,开放申购,开放赎回,
2025-03-07,1.0667,1.0667,-0.90%,开放申购,开放赎回,
2025-03-06,1.0764,1.0764,6.03%,开放申购,开放赎回,
2025-03-05,1.0152,1.0152,4.21%,开放申购,开放赎回,
2025-03-04,0.9742,0.9742,0.09%,开放申购,开放赎回,
2025-03-03,0.9733,0.9733,0.66%,开放申购,开放赎回,
2025-02-28,0.9669,0.9669,-4.39%,开放申购,开放赎回,
2025-02-27,1.0113,1.0113,-2.45%,开放申购,开放赎回,
2025-02-26,1.0367,1.0367,3.33%,开放申购,开放赎回,
