净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.0879,1.0879,0.64%,开放申购,开放赎回,
2025-07-07,1.0810,1.0810,0.19%,开放申购,开放赎回,
2025-07-04,1.0790,1.0790,-0.63%,开放申购,开放赎回,
2025-07-03,1.0858,1.0858,0.24%,开放申购,开放赎回,
2025-07-02,1.0832,1.0832,-1.86%,开放申购,开放赎回,
2025-07-01,1.1037,1.1037,-0.15%,开放申购,开放赎回,
2025-06-30,1.1054,1.1054,3.89%,开放申购,开放赎回,
2025-06-27,1.0640,1.0640,0.76%,开放申购,开放赎回,
2025-06-26,1.0560,1.0560,0.19%,开放申购,开放赎回,
2025-06-25,1.0540,1.0540,2.88%,开放申购,开放赎回,
2025-06-24,1.0245,1.0245,0.47%,开放申购,开放赎回,
2025-06-23,1.0197,1.0197,1.60%,开放申购,开放赎回,
2025-06-20,1.0036,1.0036,-1.05%,开放申购,开放赎回,
2025-06-19,1.0143,1.0143,-1.46%,开放申购,开放赎回,
2025-06-18,1.0293,1.0293,0.57%,开放申购,开放赎回,
2025-06-17,1.0235,1.0235,0.07%,开放申购,开放赎回,
2025-06-16,1.0228,1.0228,0.08%,开放申购,开放赎回,
2025-06-13,1.0220,1.0220,1.10%,开放申购,开放赎回,
2025-06-12,1.0109,1.0109,-0.59%,开放申购,开放赎回,
2025-06-11,1.0169,1.0169,0.39%,开放申购,开放赎回,
2025-06-10,1.0129,1.0129,-1.68%,开放申购,开放赎回,
2025-06-09,1.0302,1.0302,1.35%,开放申购,开放赎回,
2025-06-06,1.0165,1.0165,-0.26%,开放申购,开放赎回,
2025-06-05,1.0192,1.0192,0.41%,开放申购,开放赎回,
2025-06-04,1.0150,1.0150,-0.12%,开放申购,开放赎回,
2025-06-03,1.0162,1.0162,0.03%,开放申购,开放赎回,
2025-05-30,1.0159,1.0159,0.08%,开放申购,开放赎回,
2025-05-29,1.0151,1.0151,1.69%,开放申购,开放赎回,
2025-05-28,0.9982,0.9982,-0.69%,开放申购,开放赎回,
2025-05-27,1.0051,1.0051,-0.29%,开放申购,开放赎回,
2025-05-26,1.0080,1.0080,0.95%,开放申购,开放赎回,
2025-05-23,0.9985,0.9985,-1.03%,开放申购,开放赎回,
2025-05-22,1.0089,1.0089,-0.56%,开放申购,开放赎回,
2025-05-21,1.0146,1.0146,0.14%,开放申购,开放赎回,
2025-05-20,1.0132,1.0132,-0.27%,开放申购,开放赎回,
