end_day,alpha,beta,gamma,season,rss
-600,0.1404209477663783,0.00619092617216705,0.015779031112283105,24,0.645042796873968
-580,0.12381956318671673,0.006564540237611713,0.01439317677398462,24,0.6822156970586367
-560,0.12380639531083568,0.006629231924182837,0.013980572646216093,24,0.6893086926015008
-540,0.12407001543001214,0.006673862781406535,0.018466262797548486,24,0.6986690923738863
-520,0.12732396521717884,0.006670165565846302,0.03144181388513031,24,0.724554016454342
-500,0.1362406167818342,0.0067311132887897295,0.1473851200765872,24,0.7421705600175009
-480,0.12636687491114518,0.006672378416818667,0.03564589584163042,24,0.7439538935932672
-460,0.1348199146379814,0.00684756923533981,0.1771077803362865,24,0.7760441843233485
-440,0.13643545908768898,0.006874903832660911,0.19072558155211994,24,0.7848232163751578
-420,0.13725143389634567,0.006898644721003632,0.19102128477530106,24,0.7875089426696751
-400,0.13322048197215208,0.006859149313916171,0.1670567537298172,24,0.80405923613043
-380,0.1327364322364043,0.006899517586304739,0.16427448022922828,24,0.8087119632451438
-360,0.13122620835757826,0.0069009731515901045,0.16994528718142185,24,0.8188798793859418
-340,0.12700791048883475,0.006894635537161829,0.129272523637451,24,0.8614767384713076
-320,0.12497548238411926,0.006822727217369459,0.13152669135977238,24,0.8765977138655874
-300,0.12649685147598547,0.006827514752555206,0.14055239182978163,24,0.8836090142303542
-280,0.12480255297378524,0.006752816746087954,0.06610947170047103,24,0.8967225791203131
-260,0.12483960303294714,0.006738278608844995,0.05610428207578828,24,0.9012072654066425
-240,0.1248958248103194,0.0067393637953933475,0.05755718794931642,24,0.9091803340350577
-220,0.12588463351361098,0.0067414403423936165,0.05840896723708841,24,0.9119901676175357
-200,0.12477964105977567,0.006734746591678495,0.0570241597541922,24,0.9173211370608713
-180,0.13239411996083525,0.006734445796625968,0.12052828810426072,24,1.0728702349882733
-160,0.1426307841588572,0.0067243748731495405,0.12291780625113084,24,1.1036318154965339
-140,0.14232962912641875,0.006670888508494584,0.11939102216671198,24,1.1164927821658215
-120,0.14278825970336098,0.0065854764623360425,0.10802974618143384,24,1.1312386649338937
-100,0.13950351890856988,0.006660881665500875,0.10226241645156747,24,1.1516392291397204
-80,0.13881479276029554,0.006648544843750312,0.09474454864697436,24,1.1575287659676556
-60,0.13442794071668157,0.006540452401539507,0.07604663497963585,24,1.217789845514116
-40,0.12923443573773447,0.006599626107225929,0.06559469644073286,24,1.2299169986110594
-20,0.1295297257121358,0.006602246493649774,0.06971660709784913,24,1.2350823115399754
-1,0.12892296123053462,0.006610747773148722,0.06990334531104063,24,1.2413640505880887
