净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.5701,1.5701,1.34%,开放申购,开放赎回,
2025-07-07,1.5493,1.5493,-0.90%,开放申购,开放赎回,
2025-07-04,1.5634,1.5634,-1.45%,开放申购,开放赎回,
2025-07-03,1.5864,1.5864,1.59%,开放申购,开放赎回,
2025-07-02,1.5616,1.5616,-0.24%,开放申购,开放赎回,
2025-07-01,1.5654,1.5654,-0.48%,开放申购,开放赎回,
2025-06-30,1.5730,1.5730,0.40%,开放申购,开放赎回,
2025-06-27,1.5668,1.5668,-0.24%,开放申购,开放赎回,
2025-06-26,1.5706,1.5706,-0.76%,开放申购,开放赎回,
2025-06-25,1.5827,1.5827,1.61%,开放申购,开放赎回,
2025-06-24,1.5576,1.5576,3.21%,开放申购,开放赎回,
2025-06-23,1.5092,1.5092,1.34%,开放申购,开放赎回,
2025-06-20,1.4893,1.4893,-0.59%,开放申购,开放赎回,
2025-06-19,1.4982,1.4982,-0.60%,开放申购,开放赎回,
2025-06-18,1.5073,1.5073,0.03%,开放申购,开放赎回,
2025-06-17,1.5068,1.5068,0.41%,开放申购,开放赎回,
2025-06-16,1.5006,1.5006,-0.48%,开放申购,开放赎回,
2025-06-13,1.5079,1.5079,-1.28%,开放申购,开放赎回,
2025-06-12,1.5274,1.5274,-0.21%,开放申购,开放赎回,
2025-06-11,1.5306,1.5306,1.63%,开放申购,开放赎回,
2025-06-10,1.5061,1.5061,-0.56%,开放申购,开放赎回,
2025-06-09,1.5146,1.5146,-0.02%,开放申购,开放赎回,
2025-06-06,1.5149,1.5149,-0.36%,开放申购,开放赎回,
2025-06-05,1.5203,1.5203,0.18%,开放申购,开放赎回,
2025-06-04,1.5176,1.5176,1.37%,开放申购,开放赎回,
2025-06-03,1.4971,1.4971,0.09%,开放申购,开放赎回,
2025-05-30,1.4958,1.4958,-1.62%,开放申购,开放赎回,
2025-05-29,1.5204,1.5204,0.81%,开放申购,开放赎回,
2025-05-28,1.5082,1.5082,-1.06%,开放申购,开放赎回,
2025-05-27,1.5244,1.5244,-0.66%,开放申购,开放赎回,
2025-05-26,1.5346,1.5346,-1.90%,开放申购,开放赎回,
2025-05-23,1.5643,1.5643,-0.34%,开放申购,开放赎回,
2025-05-22,1.5697,1.5697,-1.31%,开放申购,开放赎回,
2025-05-21,1.5906,1.5906,1.66%,开放申购,开放赎回,
2025-05-20,1.5647,1.5647,0.78%,开放申购,开放赎回,
2025-05-19,1.5526,1.5526,-0.42%,开放申购,开放赎回,
2025-05-16,1.5591,1.5591,0.75%,开放申购,开放赎回,
2025-05-15,1.5475,1.5475,-1.41%,开放申购,开放赎回,
2025-05-14,1.5696,1.5696,0.69%,开放申购,开放赎回,
2025-05-13,1.5589,1.5589,-0.46%,开放申购,开放赎回,
2025-05-12,1.5661,1.5661,2.23%,开放申购,开放赎回,
2025-05-09,1.5320,1.5320,-0.27%,开放申购,开放赎回,
2025-05-08,1.5361,1.5361,1.01%,开放申购,开放赎回,
2025-05-07,1.5207,1.5207,-0.18%,开放申购,开放赎回,
2025-05-06,1.5234,1.5234,1.66%,开放申购,开放赎回,
2025-04-30,1.4985,1.4985,1.34%,开放申购,开放赎回,
2025-04-29,1.4787,1.4787,0.42%,开放申购,开放赎回,
2025-04-28,1.4725,1.4725,-1.40%,开放申购,开放赎回,
2025-04-25,1.4934,1.4934,0.40%,开放申购,开放赎回,
2025-04-24,1.4875,1.4875,-0.25%,开放申购,开放赎回,
