净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-07,0.9478,0.9478,-0.39%,开放申购,开放赎回,
2025-07-04,0.9515,0.9515,0.35%,开放申购,开放赎回,
2025-07-03,0.9482,0.9482,0.64%,开放申购,开放赎回,
2025-07-02,0.9422,0.9422,0.02%,开放申购,开放赎回,
2025-07-01,0.9420,0.9420,0.15%,开放申购,开放赎回,
2025-06-30,0.9406,0.9406,0.42%,开放申购,开放赎回,
2025-06-27,0.9367,0.9367,-0.55%,开放申购,开放赎回,
2025-06-26,0.9419,0.9419,-0.24%,开放申购,开放赎回,
2025-06-25,0.9442,0.9442,1.52%,开放申购,开放赎回,
2025-06-24,0.9301,0.9301,1.19%,开放申购,开放赎回,
2025-06-23,0.9192,0.9192,0.34%,开放申购,开放赎回,
2025-06-20,0.9161,0.9161,0.20%,开放申购,开放赎回,
2025-06-19,0.9143,0.9143,-0.84%,开放申购,开放赎回,
2025-06-18,0.9220,0.9220,0.15%,开放申购,开放赎回,
2025-06-17,0.9206,0.9206,-0.09%,开放申购,开放赎回,
2025-06-16,0.9214,0.9214,0.26%,开放申购,开放赎回,
2025-06-13,0.9190,0.9190,-0.66%,开放申购,开放赎回,
2025-06-12,0.9251,0.9251,0.04%,开放申购,开放赎回,
2025-06-11,0.9247,0.9247,0.81%,开放申购,开放赎回,
2025-06-10,0.9173,0.9173,-0.52%,开放申购,开放赎回,
2025-06-09,0.9221,0.9221,0.30%,开放申购,开放赎回,
2025-06-06,0.9193,0.9193,-0.03%,开放申购,开放赎回,
2025-06-05,0.9196,0.9196,0.24%,开放申购,开放赎回,
2025-06-04,0.9174,0.9174,0.44%,开放申购,开放赎回,
2025-06-03,0.9134,0.9134,0.29%,开放申购,开放赎回,
2025-05-30,0.9108,0.9108,-0.46%,开放申购,开放赎回,
2025-05-29,0.9150,0.9150,0.60%,开放申购,开放赎回,
2025-05-28,0.9095,0.9095,-0.09%,开放申购,开放赎回,
2025-05-27,0.9103,0.9103,-0.51%,开放申购,开放赎回,
2025-05-26,0.9150,0.9150,-0.58%,开放申购,开放赎回,
2025-05-23,0.9203,0.9203,-0.78%,开放申购,开放赎回,
2025-05-22,0.9275,0.9275,-0.06%,开放申购,开放赎回,
2025-05-21,0.9281,0.9281,0.49%,开放申购,开放赎回,
2025-05-20,0.9236,0.9236,0.56%,开放申购,开放赎回,
2025-05-19,0.9185,0.9185,-0.28%,开放申购,开放赎回,
2025-05-16,0.9211,0.9211,-0.48%,开放申购,开放赎回,
2025-05-15,0.9255,0.9255,-0.89%,开放申购,开放赎回,
2025-05-14,0.9338,0.9338,1.20%,开放申购,开放赎回,
2025-05-13,0.9227,0.9227,0.15%,开放申购,开放赎回,
2025-05-12,0.9213,0.9213,1.13%,开放申购,开放赎回,
2025-05-09,0.9110,0.9110,-0.15%,开放申购,开放赎回,
2025-05-08,0.9124,0.9124,0.58%,开放申购,开放赎回,
2025-05-07,0.9071,0.9071,0.58%,开放申购,开放赎回,
2025-05-06,0.9019,0.9019,1.00%,开放申购,开放赎回,
2025-04-30,0.8930,0.8930,-0.09%,开放申购,开放赎回,
2025-04-29,0.8938,0.8938,-0.18%,开放申购,开放赎回,
2025-04-28,0.8954,0.8954,-0.13%,开放申购,开放赎回,
2025-04-25,0.8966,0.8966,0.07%,开放申购,开放赎回,
2025-04-24,0.8960,0.8960,-0.06%,开放申购,开放赎回,
2025-04-23,0.8965,0.8965,0.06%,开放申购,开放赎回,
2025-04-22,0.8960,0.8960,0.03%,开放申购,开放赎回,
2025-04-21,0.8957,0.8957,0.36%,开放申购,开放赎回,
2025-04-18,0.8925,0.8925,0.02%,开放申购,开放赎回,
2025-04-17,0.8923,0.8923,0.08%,开放申购,开放赎回,
2025-04-16,0.8916,0.8916,0.26%,开放申购,开放赎回,
2025-04-15,0.8893,0.8893,0.02%,开放申购,开放赎回,
2025-04-14,0.8891,0.8891,0.21%,开放申购,开放赎回,
2025-04-11,0.8872,0.8872,0.40%,开放申购,开放赎回,
2025-04-10,0.8837,0.8837,1.32%,开放申购,开放赎回,
2025-04-09,0.8722,0.8722,1.09%,开放申购,开放赎回,
2025-04-08,0.8628,0.8628,1.75%,开放申购,开放赎回,
2025-04-07,0.8480,0.8480,-7.22%,开放申购,开放赎回,
2025-04-03,0.9140,0.9140,-0.57%,开放申购,开放赎回,
2025-04-02,0.9192,0.9192,-0.10%,开放申购,开放赎回,
2025-04-01,0.9201,0.9201,0.02%,开放申购,开放赎回,
2025-03-31,0.9199,0.9199,-0.71%,开放申购,开放赎回,
