净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.3933,1.3933,2.68%,开放申购,开放赎回,
2025-07-07,1.3569,1.3569,-1.22%,开放申购,开放赎回,
2025-07-04,1.3737,1.3737,2.23%,开放申购,开放赎回,
2025-07-03,1.3437,1.3437,-0.11%,开放申购,开放赎回,
2025-07-02,1.3452,1.3452,-1.11%,开放申购,开放赎回,
2025-07-01,1.3603,1.3603,0.16%,开放申购,开放赎回,
2025-06-30,1.3581,1.3581,5.22%,开放申购,开放赎回,
2025-06-27,1.2907,1.2907,-0.93%,开放申购,开放赎回,
2025-06-26,1.3028,1.3028,0.16%,开放申购,开放赎回,
2025-06-25,1.3007,1.3007,0.67%,开放申购,开放赎回,
2025-06-24,1.2921,1.2921,2.45%,开放申购,开放赎回,
2025-06-23,1.2612,1.2612,0.36%,开放申购,开放赎回,
2025-06-20,1.2567,1.2567,-1.65%,开放申购,开放赎回,
2025-06-19,1.2778,1.2778,-0.58%,开放申购,开放赎回,
2025-06-18,1.2852,1.2852,-0.48%,开放申购,开放赎回,
2025-06-17,1.2914,1.2914,-2.33%,开放申购,开放赎回,
2025-06-16,1.3222,1.3222,4.23%,开放申购,开放赎回,
2025-06-13,1.2685,1.2685,-1.83%,开放申购,开放赎回,
2025-06-12,1.2922,1.2922,1.65%,开放申购,开放赎回,
2025-06-11,1.2712,1.2712,2.15%,开放申购,开放赎回,
2025-06-10,1.2445,1.2445,-0.22%,开放申购,开放赎回,
2025-06-09,1.2473,1.2473,0.79%,开放申购,开放赎回,
2025-06-06,1.2375,1.2375,-0.94%,开放申购,开放赎回,
2025-06-05,1.2492,1.2492,1.55%,开放申购,开放赎回,
2025-06-04,1.2301,1.2301,0.61%,开放申购,开放赎回,
2025-06-03,1.2227,1.2227,2.84%,开放申购,开放赎回,
2025-05-30,1.1889,1.1889,-1.26%,开放申购,开放赎回,
2025-05-29,1.2041,1.2041,1.90%,开放申购,开放赎回,
2025-05-28,1.1816,1.1816,-0.66%,开放申购,开放赎回,
2025-05-27,1.1895,1.1895,-0.67%,开放申购,开放赎回,
2025-05-26,1.1975,1.1975,2.65%,开放申购,开放赎回,
2025-05-23,1.1666,1.1666,-2.32%,开放申购,开放赎回,
2025-05-22,1.1943,1.1943,1.88%,开放申购,开放赎回,
2025-05-21,1.1723,1.1723,-0.50%,开放申购,开放赎回,
2025-05-20,1.1782,1.1782,1.82%,开放申购,开放赎回,
2025-05-19,1.1571,1.1571,0.15%,开放申购,开放赎回,
2025-05-16,1.1554,1.1554,0.15%,开放申购,开放赎回,
