净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.2422,1.4422,1.61%,开放申购,开放赎回,
2025-07-07,1.2225,1.4225,0.09%,开放申购,开放赎回,
2025-07-04,1.2214,1.4214,0.53%,开放申购,开放赎回,
2025-07-03,1.2150,1.4150,-0.02%,开放申购,开放赎回,
2025-07-02,1.2152,1.4152,3.28%,开放申购,开放赎回,
2025-07-01,1.1766,1.3766,0.81%,开放申购,开放赎回,
2025-06-30,1.1672,1.3672,0.52%,开放申购,开放赎回,
2025-06-27,1.1612,1.3612,0.63%,开放申购,开放赎回,
2025-06-26,1.1539,1.3539,-0.76%,开放申购,开放赎回,
2025-06-25,1.1627,1.3627,0.84%,开放申购,开放赎回,
2025-06-24,1.1530,1.3530,1.03%,开放申购,开放赎回,
2025-06-23,1.1413,1.3413,-0.08%,开放申购,开放赎回,
2025-06-20,1.1422,1.3422,0.12%,开放申购,开放赎回,
2025-06-19,1.1408,1.3408,-1.20%,开放申购,开放赎回,
2025-06-18,1.1546,1.3546,-0.81%,开放申购,开放赎回,
2025-06-17,1.1640,1.3640,0.26%,开放申购,开放赎回,
2025-06-16,1.1610,1.3610,-0.11%,开放申购,开放赎回,
2025-06-13,1.1623,1.3623,-0.79%,开放申购,开放赎回,
2025-06-12,1.1716,1.3716,-0.22%,开放申购,开放赎回,
2025-06-11,1.1742,1.3742,1.02%,开放申购,开放赎回,
2025-06-10,1.1623,1.3623,-0.39%,开放申购,开放赎回,
2025-06-09,1.1669,1.3669,0.66%,开放申购,开放赎回,
2025-06-06,1.1593,1.3593,0.32%,开放申购,开放赎回,
2025-06-05,1.1556,1.3556,-0.25%,开放申购,开放赎回,
2025-06-04,1.1585,1.3585,1.07%,开放申购,开放赎回,
2025-06-03,1.1462,1.3462,-1.37%,开放申购,开放赎回,
2025-05-30,1.1621,1.3621,-0.04%,开放申购,开放赎回,
2025-05-29,1.1626,1.3626,0.31%,开放申购,开放赎回,
2025-05-28,1.1590,1.3590,-0.45%,开放申购,开放赎回,
2025-05-27,1.1642,1.3642,-0.64%,开放申购,开放赎回,
2025-05-26,1.1717,1.3717,0.14%,开放申购,开放赎回,
2025-05-23,1.1701,1.3701,-0.56%,开放申购,开放赎回,
2025-05-22,1.1767,1.3767,-0.90%,开放申购,开放赎回,
2025-05-21,1.1874,1.3874,-0.10%,开放申购,开放赎回,
2025-05-20,1.1886,1.3886,-0.09%,开放申购,开放赎回,
2025-05-19,1.1897,1.3897,0.80%,开放申购,开放赎回,
2025-05-16,1.1803,1.3803,-0.34%,开放申购,开放赎回,
2025-05-15,1.1843,1.3843,-0.69%,开放申购,开放赎回,
2025-05-14,1.1925,1.3925,0.24%,开放申购,开放赎回,
2025-05-13,1.1897,1.3897,0.29%,开放申购,开放赎回,
2025-05-12,1.1863,1.3863,0.41%,开放申购,开放赎回,
2025-05-09,1.1814,1.3814,-0.68%,开放申购,开放赎回,
2025-05-08,1.1895,1.3895,-0.42%,开放申购,开放赎回,
2025-05-07,1.1945,1.3945,0.78%,开放申购,开放赎回,
2025-05-06,1.1852,1.3852,1.94%,开放申购,开放赎回,
2025-04-30,1.1626,1.3626,-1.17%,开放申购,开放赎回,
2025-04-29,1.1764,1.3764,0.03%,开放申购,开放赎回,
2025-04-28,1.1760,1.3760,0.79%,开放申购,开放赎回,
2025-04-25,1.1668,1.3668,0.94%,开放申购,开放赎回,
2025-04-24,1.1559,1.3559,-0.15%,开放申购,开放赎回,
