end_day,alpha,beta,gamma,season,rss
-600,0.09572584336905447,0.0012250981535384693,0.014407481056912435,21,0.1161158100127594
-580,0.08562587416273498,0.0012261345461117483,0.17495315641919204,24,0.120457182249713
-560,0.0843304818065302,0.0011536101498349405,0.14020091604681964,24,0.12272873276806406
-540,0.08423935952981555,0.0011784099675405018,0.1721384415357507,24,0.12672565830484311
-520,0.08359350770942095,0.0010880937213992813,0.18516898863300116,24,0.13386909469589064
-500,0.0856044128187849,0.00105799150487136,0.16590413990883376,24,0.13617716285437
-480,0.08501424339555587,0.001071013653563018,0.14819046804544703,24,0.13831822348188766
-460,0.08230656634101792,0.0010528589052720108,0.16926386480184347,24,0.1425127806007706
-440,0.08341440925573175,0.0010601304293551357,0.17778164495370655,24,0.1453849933387069
-420,0.08395929031031178,0.0010198802630552047,0.17965562839116106,24,0.14828465008013658
-400,0.08480683464337124,0.0010138340484554139,0.1810072693107245,24,0.14915792638125797
-380,0.08595017741584443,0.0009917056303264725,0.18276335958283152,24,0.1505959915688209
-360,0.08495926006286428,0.0009976849496917605,0.1894793007417604,24,0.15393147193010928
-340,0.08428111142138134,0.0010051552795249054,0.19429880374346112,24,0.16128192840583072
-320,0.08140174524835407,0.0010641526480204143,0.18827435918294658,24,0.17200683008112358
-300,0.09157846411799014,0.0011446368423099322,0.21858852951084654,24,0.18777031325008006
-280,0.09622320935943761,0.0011611371195739799,0.20539637027026098,24,0.1927633576305235
-260,0.09510500452610887,0.0011057307615426188,0.203805749508366,24,0.19844746406205155
-240,0.09461824924389493,0.001100746904987382,0.1976121678694663,24,0.20093302785434528
-220,0.09535995252942954,0.0010520163203171496,0.18583088787780247,24,0.21187610012747607
-200,0.09701787239947392,0.0010355460944217482,0.20409576884248284,24,0.21461492600036158
-180,0.09187292602058539,0.0011030696476993069,0.20925686015075226,24,0.24788004011831022
-160,0.09464802927317473,0.0016749835942357948,0.2082707267192243,15,0.2585173550668902
-140,0.09308823787946935,0.0016650924272418005,0.2081956725163174,15,0.26104281842890387
-120,0.09255742439722951,0.0016573730523365574,0.21388276442503243,15,0.26551427885557216
-100,0.09192335297951089,0.0016632320317213308,0.20799005627667427,15,0.26730711770931675
-80,0.09162676503080237,0.0017071017605004644,0.22040274987566208,15,0.27447813636388063
-60,0.09143899739203203,0.001664590872163379,0.20040752228012346,15,0.28402913924766693
-40,0.091957444251515,0.0016616064944623783,0.19003454738714892,15,0.2854278165876836
-20,0.09233631976833197,0.0016819791738698726,0.192157857992984,15,0.28852043077032247
-1,0.09414201147450942,0.0016785417542760077,0.18154498450743173,15,0.2907064380467695
