净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.1412,1.1412,1.01%,开放申购,开放赎回,
2025-07-07,1.1298,1.1298,-0.84%,开放申购,开放赎回,
2025-07-04,1.1394,1.1394,-1.38%,开放申购,开放赎回,
2025-07-03,1.1554,1.1554,0.25%,开放申购,开放赎回,
2025-07-02,1.1525,1.1525,0.86%,开放申购,开放赎回,
2025-07-01,1.1427,1.1427,1.41%,开放申购,开放赎回,
2025-06-30,1.1268,1.1268,-0.02%,开放申购,开放赎回,
2025-06-27,1.1270,1.1270,1.97%,开放申购,开放赎回,
2025-06-26,1.1052,1.1052,0.26%,开放申购,开放赎回,
2025-06-25,1.1023,1.1023,0.75%,开放申购,开放赎回,
2025-06-24,1.0941,1.0941,0.55%,开放申购,开放赎回,
2025-06-23,1.0881,1.0881,0.82%,开放申购,开放赎回,
2025-06-20,1.0793,1.0793,-0.50%,开放申购,开放赎回,
2025-06-19,1.0847,1.0847,-1.49%,开放申购,开放赎回,
2025-06-18,1.1011,1.1011,-0.30%,开放申购,开放赎回,
2025-06-17,1.1044,1.1044,0.02%,开放申购,开放赎回,
2025-06-16,1.1042,1.1042,-0.41%,开放申购,开放赎回,
2025-06-13,1.1088,1.1088,0.01%,开放申购,开放赎回,
2025-06-12,1.1087,1.1087,1.07%,开放申购,开放赎回,
2025-06-11,1.0970,1.0970,1.97%,开放申购,开放赎回,
2025-06-10,1.0758,1.0758,0.02%,开放申购,开放赎回,
2025-06-09,1.0756,1.0756,0.33%,开放申购,开放赎回,
2025-06-06,1.0721,1.0721,1.08%,开放申购,开放赎回,
2025-06-05,1.0606,1.0606,-0.39%,开放申购,开放赎回,
2025-06-04,1.0648,1.0648,1.25%,开放申购,开放赎回,
2025-06-03,1.0517,1.0517,1.22%,开放申购,开放赎回,
2025-05-30,1.0390,1.0390,-0.72%,开放申购,开放赎回,
2025-05-29,1.0465,1.0465,0.34%,开放申购,开放赎回,
2025-05-28,1.0430,1.0430,0.00%,开放申购,开放赎回,
2025-05-27,1.0430,1.0430,-1.86%,开放申购,开放赎回,
2025-05-26,1.0628,1.0628,0.18%,开放申购,开放赎回,
2025-05-23,1.0609,1.0609,0.07%,开放申购,开放赎回,
2025-05-22,1.0602,1.0602,-1.03%,开放申购,开放赎回,
2025-05-21,1.0712,1.0712,2.08%,开放申购,开放赎回,
2025-05-20,1.0494,1.0494,0.42%,开放申购,开放赎回,
2025-05-19,1.0450,1.0450,-0.51%,开放申购,开放赎回,
2025-05-16,1.0504,1.0504,-0.12%,开放申购,开放赎回,
2025-05-15,1.0517,1.0517,-1.16%,开放申购,开放赎回,
2025-05-14,1.0640,1.0640,0.81%,开放申购,开放赎回,
2025-05-13,1.0555,1.0555,0.27%,开放申购,开放赎回,
2025-05-12,1.0527,1.0527,0.85%,开放申购,开放赎回,
2025-05-09,1.0438,1.0438,-0.27%,开放申购,开放赎回,
2025-05-08,1.0466,1.0466,-0.70%,开放申购,开放赎回,
2025-05-07,1.0540,1.0540,0.29%,开放申购,开放赎回,
2025-05-06,1.0510,1.0510,2.19%,开放申购,开放赎回,
2025-04-30,1.0285,1.0285,-0.22%,开放申购,开放赎回,
2025-04-29,1.0308,1.0308,-0.19%,开放申购,开放赎回,
2025-04-28,1.0328,1.0328,-0.37%,开放申购,开放赎回,
2025-04-25,1.0366,1.0366,0.18%,开放申购,开放赎回,
2025-04-24,1.0347,1.0347,-0.56%,开放申购,开放赎回,
