净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.8991,0.8991,0.90%,开放申购,开放赎回,
2025-07-07,0.8911,0.8911,0.81%,开放申购,开放赎回,
2025-07-04,0.8839,0.8839,-0.50%,开放申购,开放赎回,
2025-07-03,0.8883,0.8883,0.85%,开放申购,开放赎回,
2025-07-02,0.8808,0.8808,1.74%,开放申购,开放赎回,
2025-07-01,0.8657,0.8657,-0.03%,开放申购,开放赎回,
2025-06-30,0.8660,0.8660,0.06%,开放申购,开放赎回,
2025-06-27,0.8655,0.8655,0.34%,开放申购,开放赎回,
2025-06-26,0.8626,0.8626,-0.06%,开放申购,开放赎回,
2025-06-25,0.8631,0.8631,0.74%,开放申购,开放赎回,
2025-06-24,0.8568,0.8568,1.49%,开放申购,开放赎回,
2025-06-23,0.8442,0.8442,0.25%,开放申购,开放赎回,
2025-06-20,0.8421,0.8421,0.41%,开放申购,开放赎回,
2025-06-19,0.8387,0.8387,-1.21%,开放申购,开放赎回,
2025-06-18,0.8490,0.8490,-1.32%,开放申购,开放赎回,
2025-06-17,0.8604,0.8604,0.17%,开放申购,开放赎回,
2025-06-16,0.8589,0.8589,0.17%,开放申购,开放赎回,
2025-06-13,0.8574,0.8574,-1.58%,开放申购,开放赎回,
2025-06-12,0.8712,0.8712,-0.33%,开放申购,开放赎回,
2025-06-11,0.8741,0.8741,0.38%,开放申购,开放赎回,
2025-06-10,0.8708,0.8708,-0.96%,开放申购,开放赎回,
2025-06-09,0.8792,0.8792,0.18%,开放申购,开放赎回,
2025-06-06,0.8776,0.8776,0.65%,开放申购,开放赎回,
2025-06-05,0.8719,0.8719,-0.62%,开放申购,开放赎回,
2025-06-04,0.8773,0.8773,1.16%,开放申购,开放赎回,
2025-06-03,0.8672,0.8672,-0.46%,开放申购,开放赎回,
2025-05-30,0.8712,0.8712,0.20%,开放申购,开放赎回,
2025-05-29,0.8695,0.8695,0.87%,开放申购,开放赎回,
2025-05-28,0.8620,0.8620,-0.39%,开放申购,开放赎回,
2025-05-27,0.8654,0.8654,0.07%,开放申购,开放赎回,
2025-05-26,0.8648,0.8648,-0.16%,开放申购,开放赎回,
2025-05-23,0.8662,0.8662,-0.93%,开放申购,开放赎回,
2025-05-22,0.8743,0.8743,-1.03%,开放申购,开放赎回,
2025-05-21,0.8834,0.8834,0.17%,开放申购,开放赎回,
2025-05-20,0.8819,0.8819,0.11%,开放申购,开放赎回,
2025-05-19,0.8809,0.8809,0.64%,开放申购,开放赎回,
2025-05-16,0.8753,0.8753,-0.03%,开放申购,开放赎回,
2025-05-15,0.8756,0.8756,-0.83%,开放申购,开放赎回,
2025-05-14,0.8829,0.8829,0.08%,开放申购,开放赎回,
2025-05-13,0.8822,0.8822,0.14%,开放申购,开放赎回,
2025-05-12,0.8810,0.8810,0.20%,开放申购,开放赎回,
