end_day,alpha,beta,gamma,season,rss
-600,0.13623496221487044,0.0026280990375524174,0.11831009437236746,21,0.03633352526924753
-580,0.14455983245120757,0.002413168554567891,0.0677721751140511,11,0.03950336558990844
-560,0.14757875469367773,0.0021066692762709725,0.10765868220313318,24,0.040101892173945275
-540,0.14984260709229727,0.002298702591466302,0.0565107967011618,11,0.04046380433456512
-520,0.15759937550710193,0.001972538621768266,0.00909072839488012,24,0.04095480530857376
-500,0.14751111181985826,0.002275593710566102,0.04964273565271232,11,0.042040861010523414
-480,0.15467933373082865,0.001973459809679188,0.009496511077888637,24,0.04198635077535318
-460,0.15416060617834623,0.0020010697999176684,0.008765017405601972,24,0.04221227129605096
-440,0.15371459028327739,0.0020398148523439966,0.00852793570837943,24,0.04274006061311028
-420,0.1528491700858973,0.0020526939027486375,0.007862113535678658,24,0.043008389715864875
-400,0.1520998907321375,0.0020215091189619947,0.008153388964968901,24,0.043361979736063705
-380,0.15181231747414348,0.0020154064401655134,0.008036552946773624,24,0.04408804507789031
-360,0.15309359670394962,0.0019689288554277625,0.008160649727110635,24,0.0445631416115298
-340,0.1528814584453122,0.0019606188297002602,0.007558684532232472,24,0.04482745956133893
-320,0.15295904686186818,0.0019584531834770927,0.00776458484743853,24,0.04496189707512877
-300,0.1517960762189714,0.002010155782799674,0.007317511428260408,24,0.04586868571464367
-280,0.15469694666421718,0.0020642551744380023,0.008050940580157897,24,0.04763316314328758
-260,0.15202013214523838,0.002110688047572583,0.016464368237384175,21,0.04801948325922806
-240,0.1518550353875543,0.002081496758576337,0.016901136766178295,21,0.04857777579240629
-220,0.1515140822116071,0.0020803438661474234,0.014994603494552141,21,0.048933912674428245
-200,0.150695139218688,0.0020889667907160914,0.013893231773891242,21,0.0495574653013806
-180,0.15073507699702898,0.0020907318751607787,0.014877635865440221,21,0.05042394659437295
-160,0.15048752624574568,0.0021127826880446426,0.014350125372893128,21,0.050770309825972984
-140,0.14947980934080798,0.0020999281892461817,0.013413447787937384,21,0.051318162649874655
-120,0.15013534305401022,0.002094047797333155,0.012894262675369049,21,0.05150081432399914
-100,0.14923838038507606,0.0021411867510389435,0.014167691837607877,21,0.052563313743689874
-80,0.14840308717719183,0.0021173029317060033,0.01445301769869258,21,0.05321261580565613
-60,0.14708387947830961,0.0021588874919739012,0.015972328494227726,21,0.05404061722400245
-40,0.14783810968699596,0.0021621297915881614,0.019312316594495286,21,0.05526014576457127
-20,0.14707217240983902,0.002204484718195183,0.02132505035595787,21,0.056001811830923384
-1,0.1453881705964202,0.002194195714788547,0.0180912743854702,21,0.056711794218568534
