净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-07,1.2857,1.2857,-0.21%,开放申购,开放赎回,
2025-07-04,1.2884,1.2884,0.55%,开放申购,开放赎回,
2025-07-03,1.2814,1.2814,0.06%,开放申购,开放赎回,
2025-07-02,1.2806,1.2806,0.16%,开放申购,开放赎回,
2025-07-01,1.2786,1.2786,0.19%,开放申购,开放赎回,
2025-06-30,1.2762,1.2762,0.34%,开放申购,开放赎回,
2025-06-27,1.2719,1.2719,-1.00%,开放申购,开放赎回,
2025-06-26,1.2848,1.2848,-0.14%,开放申购,开放赎回,
2025-06-25,1.2866,1.2866,1.27%,开放申购,开放赎回,
2025-06-24,1.2705,1.2705,1.09%,开放申购,开放赎回,
2025-06-23,1.2568,1.2568,0.39%,开放申购,开放赎回,
2025-06-20,1.2519,1.2519,0.51%,开放申购,开放赎回,
2025-06-19,1.2455,1.2455,-0.52%,开放申购,开放赎回,
2025-06-18,1.2520,1.2520,-0.12%,开放申购,开放赎回,
2025-06-17,1.2535,1.2535,-0.04%,开放申购,开放赎回,
2025-06-16,1.2540,1.2540,0.25%,开放申购,开放赎回,
2025-06-13,1.2509,1.2509,-0.49%,开放申购,开放赎回,
2025-06-12,1.2570,1.2570,-0.02%,开放申购,开放赎回,
2025-06-11,1.2572,1.2572,0.70%,开放申购,开放赎回,
2025-06-10,1.2485,1.2485,-0.37%,开放申购,开放赎回,
2025-06-09,1.2531,1.2531,-0.08%,开放申购,开放赎回,
2025-06-06,1.2541,1.2541,0.00%,开放申购,开放赎回,
2025-06-05,1.2541,1.2541,0.06%,开放申购,开放赎回,
2025-06-04,1.2534,1.2534,0.12%,开放申购,开放赎回,
2025-06-03,1.2519,1.2519,0.29%,开放申购,开放赎回,
2025-05-30,1.2483,1.2483,-0.41%,开放申购,开放赎回,
2025-05-29,1.2535,1.2535,0.27%,开放申购,开放赎回,
2025-05-28,1.2501,1.2501,-0.08%,开放申购,开放赎回,
2025-05-27,1.2511,1.2511,-0.49%,开放申购,开放赎回,
2025-05-26,1.2572,1.2572,-0.44%,开放申购,开放赎回,
2025-05-23,1.2628,1.2628,-0.74%,开放申购,开放赎回,
2025-05-22,1.2722,1.2722,0.17%,开放申购,开放赎回,
2025-05-21,1.2700,1.2700,0.44%,开放申购,开放赎回,
2025-05-20,1.2644,1.2644,0.40%,开放申购,开放赎回,
2025-05-19,1.2593,1.2593,-0.40%,开放申购,开放赎回,
2025-05-16,1.2644,1.2644,-0.80%,开放申购,开放赎回,
2025-05-15,1.2746,1.2746,-0.47%,开放申购,开放赎回,
2025-05-14,1.2806,1.2806,1.59%,开放申购,开放赎回,
2025-05-13,1.2606,1.2606,0.19%,开放申购,开放赎回,
2025-05-12,1.2582,1.2582,0.66%,开放申购,开放赎回,
2025-05-09,1.2500,1.2500,0.15%,开放申购,开放赎回,
2025-05-08,1.2481,1.2481,0.33%,开放申购,开放赎回,
2025-05-07,1.2440,1.2440,0.80%,开放申购,开放赎回,
2025-05-06,1.2341,1.2341,0.51%,开放申购,开放赎回,
2025-04-30,1.2278,1.2278,-0.43%,开放申购,开放赎回,
2025-04-29,1.2331,1.2331,-0.20%,开放申购,开放赎回,
2025-04-28,1.2356,1.2356,0.07%,开放申购,开放赎回,
2025-04-25,1.2347,1.2347,-0.21%,开放申购,开放赎回,
2025-04-24,1.2373,1.2373,0.23%,开放申购,开放赎回,
2025-04-23,1.2344,1.2344,-0.27%,开放申购,开放赎回,
2025-04-22,1.2377,1.2377,0.13%,开放申购,开放赎回,
2025-04-21,1.2361,1.2361,-0.20%,开放申购,开放赎回,
2025-04-18,1.2386,1.2386,-0.05%,开放申购,开放赎回,
2025-04-17,1.2392,1.2392,0.05%,开放申购,开放赎回,
2025-04-16,1.2386,1.2386,0.81%,开放申购,开放赎回,
2025-04-15,1.2286,1.2286,0.24%,开放申购,开放赎回,
2025-04-14,1.2256,1.2256,0.27%,开放申购,开放赎回,
2025-04-11,1.2223,1.2223,0.24%,开放申购,开放赎回,
2025-04-10,1.2194,1.2194,0.57%,开放申购,开放赎回,
2025-04-09,1.2125,1.2125,0.80%,开放申购,开放赎回,
2025-04-08,1.2029,1.2029,2.19%,开放申购,开放赎回,
2025-04-07,1.1771,1.1771,-5.16%,开放申购,开放赎回,
2025-04-03,1.2412,1.2412,0.13%,开放申购,开放赎回,
2025-04-02,1.2396,1.2396,-0.15%,开放申购,开放赎回,
2025-04-01,1.2415,1.2415,-0.10%,开放申购,开放赎回,
