净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,0.5139,0.5139,0.96%,开放申购,开放赎回,
2025-07-07,0.5090,0.5090,1.64%,开放申购,开放赎回,
2025-07-04,0.5008,0.5008,-0.46%,开放申购,开放赎回,
2025-07-03,0.5031,0.5031,-0.14%,开放申购,开放赎回,
2025-07-02,0.5038,0.5038,0.52%,开放申购,开放赎回,
2025-07-01,0.5012,0.5012,-0.48%,开放申购,开放赎回,
2025-06-30,0.5036,0.5036,0.50%,开放申购,开放赎回,
2025-06-27,0.5011,0.5011,0.20%,开放申购,开放赎回,
2025-06-26,0.5001,0.5001,-0.36%,开放申购,开放赎回,
2025-06-25,0.5019,0.5019,1.56%,开放申购,开放赎回,
2025-06-24,0.4942,0.4942,1.15%,开放申购,开放赎回,
2025-06-23,0.4886,0.4886,0.49%,开放申购,开放赎回,
2025-06-20,0.4862,0.4862,-0.10%,开放申购,开放赎回,
2025-06-19,0.4867,0.4867,-1.82%,开放申购,开放赎回,
2025-06-18,0.4957,0.4957,-1.22%,开放申购,开放赎回,
2025-06-17,0.5018,0.5018,-0.30%,开放申购,开放赎回,
2025-06-16,0.5033,0.5033,1.88%,开放申购,开放赎回,
2025-06-13,0.4940,0.4940,-1.52%,开放申购,开放赎回,
2025-06-12,0.5016,0.5016,-0.52%,开放申购,开放赎回,
2025-06-11,0.5042,0.5042,0.54%,开放申购,开放赎回,
2025-06-10,0.5015,0.5015,-0.40%,开放申购,开放赎回,
2025-06-09,0.5035,0.5035,0.24%,开放申购,开放赎回,
2025-06-06,0.5023,0.5023,-0.02%,开放申购,开放赎回,
2025-06-05,0.5024,0.5024,0.06%,开放申购,开放赎回,
2025-06-04,0.5021,0.5021,1.01%,开放申购,开放赎回,
2025-06-03,0.4971,0.4971,-0.24%,开放申购,开放赎回,
2025-05-30,0.4983,0.4983,-0.10%,开放申购,开放赎回,
2025-05-29,0.4988,0.4988,0.99%,开放申购,开放赎回,
2025-05-28,0.4939,0.4939,-0.54%,开放申购,开放赎回,
2025-05-27,0.4966,0.4966,0.53%,开放申购,开放赎回,
2025-05-26,0.4940,0.4940,0.26%,开放申购,开放赎回,
2025-05-23,0.4927,0.4927,-1.10%,开放申购,开放赎回,
2025-05-22,0.4982,0.4982,-1.29%,开放申购,开放赎回,
2025-05-21,0.5047,0.5047,-0.73%,开放申购,开放赎回,
2025-05-20,0.5084,0.5084,-0.14%,开放申购,开放赎回,
2025-05-19,0.5091,0.5091,1.47%,开放申购,开放赎回,
2025-05-16,0.5017,0.5017,0.00%,开放申购,开放赎回,
2025-05-15,0.5017,0.5017,-1.16%,开放申购,开放赎回,
2025-05-14,0.5076,0.5076,0.51%,开放申购,开放赎回,
2025-05-13,0.5050,0.5050,-0.37%,开放申购,开放赎回,
2025-05-12,0.5069,0.5069,0.58%,开放申购,开放赎回,
2025-05-09,0.5040,0.5040,-1.62%,开放申购,开放赎回,
2025-05-08,0.5123,0.5123,-0.27%,开放申购,开放赎回,
2025-05-07,0.5137,0.5137,0.96%,开放申购,开放赎回,
2025-05-06,0.5088,0.5088,1.05%,开放申购,开放赎回,
2025-04-30,0.5035,0.5035,0.36%,开放申购,开放赎回,
2025-04-29,0.5017,0.5017,0.10%,开放申购,开放赎回,
