净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2025-07-08,1.2103,1.2103,0.61%,开放申购,开放赎回,
2025-07-07,1.2030,1.2030,0.02%,开放申购,开放赎回,
2025-07-04,1.2028,1.2028,0.35%,开放申购,开放赎回,
2025-07-03,1.1986,1.1986,0.25%,开放申购,开放赎回,
2025-07-02,1.1956,1.1956,-0.18%,开放申购,开放赎回,
2025-07-01,1.1977,1.1977,0.41%,开放申购,开放赎回,
2025-06-30,1.1928,1.1928,0.56%,开放申购,开放赎回,
2025-06-27,1.1861,1.1861,-0.68%,开放申购,开放赎回,
2025-06-26,1.1942,1.1942,-0.08%,开放申购,开放赎回,
2025-06-25,1.1952,1.1952,0.98%,开放申购,开放赎回,
2025-06-24,1.1836,1.1836,1.10%,开放申购,开放赎回,
2025-06-23,1.1707,1.1707,0.76%,开放申购,开放赎回,
2025-06-20,1.1619,1.1619,0.08%,开放申购,开放赎回,
2025-06-19,1.1610,1.1610,-0.78%,开放申购,开放赎回,
2025-06-18,1.1701,1.1701,0.04%,开放申购,开放赎回,
2025-06-17,1.1696,1.1696,-0.20%,开放申购,开放赎回,
2025-06-16,1.1720,1.1720,0.42%,开放申购,开放赎回,
2025-06-13,1.1671,1.1671,-0.66%,开放申购,开放赎回,
2025-06-12,1.1748,1.1748,0.13%,开放申购,开放赎回,
2025-06-11,1.1733,1.1733,0.58%,开放申购,开放赎回,
2025-06-10,1.1665,1.1665,-0.34%,开放申购,开放赎回,
2025-06-09,1.1705,1.1705,0.41%,开放申购,开放赎回,
2025-06-06,1.1657,1.1657,0.11%,开放申购,开放赎回,
2025-06-05,1.1644,1.1644,0.19%,开放申购,开放赎回,
2025-06-04,1.1622,1.1622,0.39%,开放申购,开放赎回,
2025-06-03,1.1577,1.1577,0.46%,开放申购,开放赎回,
2025-05-30,1.1524,1.1524,-0.41%,开放申购,开放赎回,
2025-05-29,1.1572,1.1572,0.83%,开放申购,开放赎回,
2025-05-28,1.1477,1.1477,0.01%,开放申购,开放赎回,
2025-05-27,1.1476,1.1476,-0.13%,开放申购,开放赎回,
2025-05-26,1.1491,1.1491,-0.10%,开放申购,开放赎回,
2025-05-23,1.1503,1.1503,-0.90%,开放申购,开放赎回,
2025-05-22,1.1608,1.1608,-0.09%,开放申购,开放赎回,
2025-05-21,1.1618,1.1618,0.24%,开放申购,开放赎回,
2025-05-20,1.1590,1.1590,0.42%,开放申购,开放赎回,
2025-05-19,1.1542,1.1542,0.01%,开放申购,开放赎回,
2025-05-16,1.1541,1.1541,-0.34%,开放申购,开放赎回,
2025-05-15,1.1580,1.1580,-0.54%,开放申购,开放赎回,
2025-05-14,1.1643,1.1643,0.95%,开放申购,开放赎回,
2025-05-13,1.1534,1.1534,0.09%,开放申购,开放赎回,
2025-05-12,1.1524,1.1524,0.72%,开放申购,开放赎回,
2025-05-09,1.1442,1.1442,-0.29%,开放申购,开放赎回,
2025-05-08,1.1475,1.1475,0.33%,开放申购,开放赎回,
2025-05-07,1.1437,1.1437,0.78%,开放申购,开放赎回,
2025-05-06,1.1348,1.1348,1.01%,开放申购,开放赎回,
2025-04-30,1.1234,1.1234,-0.25%,开放申购,开放赎回,
2025-04-29,1.1262,1.1262,-0.04%,开放申购,开放赎回,
2025-04-28,1.1267,1.1267,-0.18%,开放申购,开放赎回,
2025-04-25,1.1287,1.1287,-0.06%,开放申购,开放赎回,
2025-04-24,1.1294,1.1294,0.09%,开放申购,开放赎回,
2025-04-23,1.1284,1.1284,-0.14%,开放申购,开放赎回,
2025-04-22,1.1300,1.1300,0.24%,开放申购,开放赎回,
2025-04-21,1.1273,1.1273,0.45%,开放申购,开放赎回,
2025-04-18,1.1222,1.1222,0.04%,开放申购,开放赎回,
2025-04-17,1.1217,1.1217,0.09%,开放申购,开放赎回,
2025-04-16,1.1207,1.1207,0.23%,开放申购,开放赎回,
2025-04-15,1.1181,1.1181,0.16%,开放申购,开放赎回,
2025-04-14,1.1163,1.1163,0.77%,开放申购,开放赎回,
